,,Time_0,Time_1,Time_2
forty two,<pad>,-0.28473374,-0.23336497,-0.18547899
forty two,one,0.7152641,-0.10559182,-0.13007596
forty two,two,0.101800196,-0.22641571,-0.18415077
forty two,three,-0.27183503,-0.22909875,-0.1849227
forty two,four,5.333952,0.62026227,-0.13302779
forty two,five,-0.25843254,-0.22602712,-0.1797776
forty two,six,-0.17932335,-0.21228303,-0.18462391
forty two,seven,-0.20393163,-0.2306263,-0.18464965
forty two,eight,-0.26118422,-0.23213835,-0.18507646
forty two,nine,-0.2581046,-0.2306287,-0.1854652
forty two,ten,-0.27328554,-0.23256607,-0.18517438
forty two,eleven,-0.2865869,-0.23419899,-0.18542968
forty two,twelve,-0.28155208,-0.2315509,-0.18540764
forty two,thirteen,-0.28943413,-0.23362447,-0.18543093
forty two,fourteen,-0.17228158,-0.22728851,-0.18481517
forty two,fifteen,-0.23552878,-0.22470331,-0.18344718
forty two,sixteen,-0.2736756,-0.23014526,-0.18515132
forty two,seventeen,-0.28767994,-0.23399162,-0.18555868
forty two,eighteen,-0.2781138,-0.23266304,-0.18562023
forty two,nineteen,-0.2625368,-0.23233108,-0.18531601
forty two,twenty,1.4204341,-0.14667301,-0.048665565
forty two,thirty,-0.28260988,-0.22611398,-0.18472375
forty two,forty,-0.1832951,-0.20450456,-0.1745368
forty two,fifty,-0.28562742,-0.23043743,-0.18239659
forty two,sixty,-0.2662987,-0.21341993,-0.18257466
forty two,seventy,-0.24891825,-0.21439977,-0.18070413
forty two,eighty,-0.2565734,-0.22910063,-0.18554246
forty two,ninety,-0.28547993,-0.23285504,-0.18541071
forty two,hundred,-0.26750806,5.577202,-0.18536875
forty two,thousand,-0.2761454,-0.059189945,-0.18560807
forty two,<unk>,-0.2828942,-0.23420833,-0.18549554
forty two,<start>,-0.28791437,-0.23318452,-0.18531674
forty two,<end>,-0.28996688,0.2658612,5.654944
four hundred two,<pad>,-0.23241419,-0.17728603,-0.33698717
four hundred two,one,-0.11087945,-0.17716749,-0.1801432
four hundred two,two,0.11331385,-0.17554846,2.7529812
four hundred two,three,-0.21856065,-0.17722717,-0.32582057
four hundred two,four,5.5534844,-0.17617923,-0.30850232
four hundred two,five,-0.15474801,-0.17670436,0.1458568
four hundred two,six,0.84303266,-0.17617741,-0.29569435
four hundred two,seven,-0.22909446,-0.17729743,-0.33226955
four hundred two,eight,-0.22387809,-0.17727555,-0.31623447
four hundred two,nine,-0.2122912,-0.17726898,-0.336355
four hundred two,ten,-0.22972547,-0.17730094,-0.33744016
four hundred two,eleven,-0.23244195,-0.17728919,-0.3260946
four hundred two,twelve,-0.22892602,-0.17727289,-0.33739358
four hundred two,thirteen,-0.23406418,-0.17729262,-0.3338877
four hundred two,fourteen,-0.21835999,-0.17727375,-0.3301479
four hundred two,fifteen,-0.23237565,-0.17727807,-0.3267056
four hundred two,sixteen,-0.23316196,-0.17729503,-0.33695894
four hundred two,seventeen,-0.23270984,-0.17729102,-0.33362907
four hundred two,eighteen,-0.23044743,-0.17728122,-0.3373205
four hundred two,nineteen,-0.22197953,-0.17725994,-0.32139367
four hundred two,twenty,-0.22841305,-0.17728955,-0.28194493
four hundred two,thirty,-0.22746821,-0.17707278,-0.31486544
four hundred two,forty,-0.20356664,-0.17718264,-0.28696424
four hundred two,fifty,-0.23354933,-0.17725775,-0.28021428
four hundred two,sixty,-0.19323869,-0.17400989,1.0863364
four hundred two,seventy,-0.21906747,-0.17661388,0.1532606
four hundred two,eighty,-0.21047705,-0.17715093,-0.3345982
four hundred two,ninety,-0.23215617,-0.17729133,-0.33545738
four hundred two,hundred,-0.16300985,5.6568494,-0.1794333
four hundred two,thousand,-0.22292465,-0.17041694,-0.33533987
four hundred two,<unk>,-0.23263693,-0.17730151,-0.33682695
four hundred two,<start>,-0.23266119,-0.17726797,-0.32647616
four hundred two,<end>,-0.23460479,-0.1770276,4.626664
