,,Time_0,Time_1,Time_2,Time_3,Time_4
one hundred five,<pad>,-0.2239403,-0.17722072,-0.20574984,-0.1927431,
one hundred five,one,5.5918427,-0.17701375,-0.20348042,-0.19136365,
one hundred five,two,0.6428262,-0.17717671,-0.19840485,-0.19135176,
one hundred five,three,-0.11227778,-0.17721322,-0.20598179,-0.19269547,
one hundred five,four,-0.020444533,-0.17718297,-0.20511116,-0.1924763,
one hundred five,five,-0.17729934,-0.17602988,5.6416564,0.33081067,
one hundred five,six,-0.09436357,-0.17684433,-0.1990909,-0.19271715,
one hundred five,seven,-0.22324423,-0.17722149,-0.2057991,-0.19271813,
one hundred five,eight,-0.21989016,-0.17721006,-0.20606034,-0.19268487,
one hundred five,nine,-0.21007279,-0.17720339,-0.20539315,-0.19270886,
one hundred five,ten,-0.2241718,-0.17721811,-0.20571752,-0.19272201,
one hundred five,eleven,-0.22358334,-0.17722392,-0.20618325,-0.19276167,
one hundred five,twelve,-0.2256142,-0.1772235,-0.20623885,-0.19274588,
one hundred five,thirteen,-0.22477661,-0.17722288,-0.2060717,-0.19274975,
one hundred five,fourteen,-0.20838529,-0.17722313,-0.20590127,-0.19271262,
one hundred five,fifteen,-0.20610793,-0.17703651,-0.18363775,-0.1925012,
one hundred five,sixteen,-0.19157656,-0.1772061,-0.20588055,-0.19275114,
one hundred five,seventeen,-0.22550006,-0.17722419,-0.20615561,-0.19276816,
one hundred five,eighteen,-0.22321653,-0.17722042,-0.2059011,-0.19264717,
one hundred five,nineteen,-0.21712674,-0.17722178,-0.20579764,-0.19272651,
one hundred five,twenty,-0.22140299,-0.1771811,-7.5986325e-05,-0.1926332,
one hundred five,thirty,-0.21603642,-0.17645389,0.12632096,-0.19129804,
one hundred five,forty,-0.21063718,-0.17656212,-0.046271835,-0.19119647,
one hundred five,fifty,-0.2217095,-0.17708422,-0.18952003,-0.19244446,
one hundred five,sixty,-0.21094386,-0.17685954,-0.04684115,-0.19141759,
one hundred five,seventy,-0.21945338,-0.17715012,-0.20232444,-0.1920404,
one hundred five,eighty,-0.21884476,-0.17721486,-0.20534502,-0.19270599,
one hundred five,ninety,-0.22322616,-0.17720813,-0.20592262,-0.19272207,
one hundred five,hundred,-0.15347187,5.656846,-0.17936337,-0.19178289,
one hundred five,thousand,-0.21157238,-0.16712414,-0.20465083,-0.19273578,
one hundred five,<unk>,-0.22492743,-0.17722322,-0.20592675,-0.19260892,
one hundred five,<start>,-0.22473304,-0.17722388,-0.20552444,-0.19275613,
one hundred five,<end>,-0.22611785,-0.17722376,-0.20365462,5.6340766,
one hundred twenty five,<pad>,-0.20096405,-0.17692463,-0.28943208,-0.18839218,-0.17685327
one hundred twenty five,one,5.6318154,-0.17661071,-0.28113464,-0.18394096,-0.1767986
one hundred twenty five,two,0.3492429,-0.17689487,-0.28004652,-0.18633536,-0.17683433
one hundred twenty five,three,-0.14088005,-0.17691681,-0.28933716,-0.18823752,-0.17685196
one hundred twenty five,four,-0.14900209,-0.17687215,-0.2837251,-0.18718277,-0.17684314
one hundred twenty five,five,-0.1873376,-0.17671873,2.7327006,5.6465755,-0.17456006
one hundred twenty five,six,-0.1816144,-0.17678295,-0.2763882,-0.18817244,-0.17685394
one hundred twenty five,seven,-0.20022562,-0.17692222,-0.28832814,-0.18829526,-0.17685224
one hundred twenty five,eight,-0.1996739,-0.17692052,-0.2895814,-0.18821272,-0.17685156
one hundred twenty five,nine,-0.19839717,-0.17691703,-0.28829357,-0.18830426,-0.17685348
one hundred twenty five,ten,-0.2010556,-0.17692262,-0.28878072,-0.18835592,-0.17685302
one hundred twenty five,eleven,-0.20093578,-0.1769254,-0.2895354,-0.18839942,-0.17685378
one hundred twenty five,twelve,-0.20155182,-0.17692533,-0.28989583,-0.18839727,-0.17685355
one hundred twenty five,thirteen,-0.20103076,-0.17692418,-0.28957987,-0.18840611,-0.17685355
one hundred twenty five,fourteen,-0.19281943,-0.17692478,-0.28901446,-0.1883058,-0.17685166
one hundred twenty five,fifteen,-0.18804242,-0.17680715,-0.24749152,-0.1874999,-0.17684948
one hundred twenty five,sixteen,-0.18115628,-0.17690836,-0.28900903,-0.1883785,-0.17685355
one hundred twenty five,seventeen,-0.20145124,-0.17692457,-0.28960285,-0.18840045,-0.17685403
one hundred twenty five,eighteen,-0.20089419,-0.17692465,-0.28930143,-0.18827073,-0.1768508
one hundred twenty five,nineteen,-0.19716975,-0.17692389,-0.28880352,-0.18832324,-0.17685246
one hundred twenty five,twenty,-0.18531612,-0.17653748,4.818608,-0.18633309,-0.17685112
one hundred twenty five,thirty,-0.19923341,-0.17667618,0.25479066,-0.1841261,-0.17684136
one hundred twenty five,forty,-0.19672568,-0.17661509,0.1283405,-0.18135574,-0.1768374
one hundred twenty five,fifty,-0.20105599,-0.17688105,-0.26205084,-0.1878239,-0.17685015
one hundred twenty five,sixty,-0.19895738,-0.17678303,-0.060686864,-0.18563594,-0.17684077
one hundred twenty five,seventy,-0.20068188,-0.17690673,-0.2860961,-0.18761495,-0.17684211
one hundred twenty five,eighty,-0.20059422,-0.17692325,-0.28887185,-0.18834767,-0.17685308
one hundred twenty five,ninety,-0.20075418,-0.17691822,-0.28938764,-0.18837212,-0.17685308
one hundred twenty five,hundred,-0.17070524,5.6568537,-0.17475897,-0.18636043,-0.17684902
one hundred twenty five,thousand,-0.19857906,-0.17424338,-0.28854167,-0.18838459,-0.1768542
one hundred twenty five,<unk>,-0.20134385,-0.17692517,-0.2894287,-0.18819784,-0.17684907
one hundred twenty five,<start>,-0.20115969,-0.1769254,-0.2876682,-0.1883272,-0.17685388
one hundred twenty five,<end>,-0.20174965,-0.17692743,-0.28966725,0.16411513,5.656853
