,,Time_0,Time_1,Time_2,Time_3
twenty one,<pad>,-0.20059446,-0.1964994,-0.1769523,
twenty one,one,0.37613422,5.6412325,-0.17230976,
twenty one,two,-0.06575567,-0.110877976,-0.17626907,
twenty one,three,-0.19690786,-0.19049168,-0.17693485,
twenty one,four,-0.19767131,-0.18097985,-0.17690963,
twenty one,five,-0.17884621,-0.184783,-0.1768832,
twenty one,six,-0.18417913,-0.19439173,-0.17694813,
twenty one,seven,-0.19566597,-0.19496228,-0.17694345,
twenty one,eight,-0.19991188,-0.19504417,-0.17694388,
twenty one,nine,-0.19971807,-0.19604082,-0.17695102,
twenty one,ten,-0.20044585,-0.19601142,-0.17694944,
twenty one,eleven,-0.20064503,-0.19654867,-0.17695284,
twenty one,twelve,-0.20064206,-0.19647726,-0.17695284,
twenty one,thirteen,-0.20045681,-0.19632025,-0.17695016,
twenty one,fourteen,-0.20031093,-0.19620165,-0.17694812,
twenty one,fifteen,-0.19739394,-0.19503848,-0.17694367,
twenty one,sixteen,-0.19881633,-0.19551392,-0.17694995,
twenty one,seventeen,-0.20044567,-0.19629061,-0.17695233,
twenty one,eighteen,-0.20047934,-0.19619054,-0.17694391,
twenty one,nineteen,-0.2003825,-0.19637096,-0.17695123,
twenty one,twenty,5.6283116,-0.18511334,-0.17693187,
twenty one,thirty,-0.19913538,-0.19607608,-0.17694972,
twenty one,forty,-0.19307289,-0.19261703,-0.17692544,
twenty one,fifty,-0.20034367,-0.195509,-0.17694436,
twenty one,sixty,-0.19710402,-0.19013873,-0.17691459,
twenty one,seventy,-0.19918524,-0.19548751,-0.17694066,
twenty one,eighty,-0.20023273,-0.19598687,-0.17694995,
twenty one,ninety,-0.20058997,-0.19644941,-0.17695273,
twenty one,hundred,-0.19481963,-0.14720993,-0.17695004,
twenty one,thousand,-0.19891825,-0.18178988,-0.17694934,
twenty one,<unk>,-0.20061351,-0.19632454,-0.17695044,
twenty one,<start>,-0.20053536,-0.19652398,-0.17695354,
twenty one,<end>,-0.20062678,0.23302844,5.6568522,
two hundred one,<pad>,-0.17776649,-0.17755851,-0.3209626,-0.17685135
two hundred one,one,-0.17413698,-0.17677918,0.25239384,-0.17512643
two hundred one,two,5.6568384,-0.17509045,2.7412908,-0.17636232
two hundred one,three,-0.16807988,-0.1774618,-0.30404648,-0.17683096
two hundred one,four,-0.16797645,-0.17737426,-0.29683918,-0.17682716
two hundred one,five,-0.17741312,-0.17744522,-0.09599534,-0.17679211
two hundred one,six,-0.17447157,-0.17701292,-0.25625739,-0.17685115
two hundred one,seven,-0.17771517,-0.17754602,-0.31204787,-0.17685147
two hundred one,eight,-0.17772947,-0.17755184,-0.32313895,-0.17685167
two hundred one,nine,-0.17750873,-0.17753915,-0.3214815,-0.17685267
two hundred one,ten,-0.17776217,-0.17755549,-0.3218435,-0.1768528
two hundred one,eleven,-0.17775829,-0.177559,-0.3234011,-0.17685327
two hundred one,twelve,-0.17778969,-0.17755389,-0.3219429,-0.17685202
two hundred one,thirteen,-0.1777522,-0.17755288,-0.31978577,-0.1768521
two hundred one,fourteen,-0.17768995,-0.17756118,-0.3204466,-0.1768482
two hundred one,fifteen,-0.1777391,-0.17753972,-0.30775416,-0.17685118
two hundred one,sixteen,-0.17766353,-0.17755114,-0.32186776,-0.17685246
two hundred one,seventeen,-0.17778766,-0.17755763,-0.32110253,-0.17685272
two hundred one,eighteen,-0.17773966,-0.17755967,-0.32175708,-0.17685042
two hundred one,nineteen,-0.17767188,-0.17756191,-0.32301924,-0.17685333
two hundred one,twenty,-0.17705852,-0.17725621,4.7693486,-0.17684591
two hundred one,thirty,-0.17763095,-0.17748782,-0.28426927,-0.1768514
two hundred one,forty,-0.17769499,-0.17748304,-0.29205075,-0.17684656
two hundred one,fifty,-0.17770463,-0.1773975,-0.19251601,-0.17684098
two hundred one,sixty,-0.17746973,-0.17717882,0.16566205,-0.17683516
two hundred one,seventy,-0.17753586,-0.17740285,-0.22371234,-0.176823
two hundred one,eighty,-0.17775026,-0.17755428,-0.31967756,-0.17685133
two hundred one,ninety,-0.17776924,-0.17755637,-0.32465488,-0.1768534
two hundred one,hundred,-0.17514908,5.656822,-0.25689453,-0.17683475
two hundred one,thousand,-0.1775476,-0.1579232,-0.31494755,-0.17685229
two hundred one,<unk>,-0.17779215,-0.17756,-0.32166,-0.17685033
two hundred one,<start>,-0.17777649,-0.17756005,-0.31976652,-0.17685327
two hundred one,<end>,-0.17780684,-0.17755081,0.35514468,5.656854
