,,Time_0,Time_1,Time_2
five hundred eight,<pad>,0.00036983113,2.4667965e-05,6.897692e-06
five hundred eight,one,0.0058629178,0.00015456301,2.546082e-05
five hundred eight,two,0.16924325,0.0010772346,0.00030426687
five hundred eight,three,0.0908662,0.0010113587,1.759846e-05
five hundred eight,four,0.046114504,0.00032082768,2.1256054e-05
five hundred eight,five,0.1642783,0.0027617118,0.00017053883
five hundred eight,six,0.35890895,0.0017317757,3.719577e-05
five hundred eight,seven,0.0011046778,0.00023158685,9.305648e-06
five hundred eight,eight,0.018818911,0.0005683483,1.2466367e-05
five hundred eight,nine,0.024072325,0.00027362938,1.4887298e-05
five hundred eight,ten,0.00044040623,0.0001229918,4.8373386e-06
five hundred eight,eleven,0.0007577706,0.00011148831,1.3619672e-05
five hundred eight,twelve,0.0008287411,4.5871013e-05,4.874005e-06
five hundred eight,thirteen,0.00045273584,7.195364e-05,6.832634e-06
five hundred eight,fourteen,0.000608761,0.000123724,1.25979395e-05
five hundred eight,fifteen,0.0025910686,0.00037389982,3.9886057e-05
five hundred eight,sixteen,0.0041875155,0.00018621716,3.3241565e-06
five hundred eight,seventeen,0.00072651956,0.00023488096,1.1360524e-05
five hundred eight,eighteen,0.00056062784,8.4791e-05,4.4068966e-06
five hundred eight,nineteen,0.0011607901,0.00012368495,8.214774e-06
five hundred eight,twenty,0.0003958579,2.0422513e-05,2.2381178e-05
five hundred eight,thirty,0.0036692505,0.00019489463,1.0216649e-05
five hundred eight,forty,0.0046883617,0.00036160005,4.9499497e-05
five hundred eight,fifty,0.0017075143,0.0007337095,7.4472846e-05
five hundred eight,sixty,0.010312645,0.0065734056,0.000680919
five hundred eight,seventy,0.010556463,0.0012738121,0.00010969194
five hundred eight,eighty,0.064449936,0.0038098632,0.00013278284
five hundred eight,ninety,0.00038591016,5.4008506e-05,4.751654e-06
five hundred eight,hundred,0.0072152545,0.8630651,7.2934026e-06
five hundred eight,thousand,0.0025395707,0.031246582,1.8259581e-05
five hundred eight,<unk>,0.0006026351,9.808254e-06,2.6752944e-06
five hundred eight,<start>,0.0013572979,3.9890503e-05,2.5512509e-06
five hundred eight,<end>,0.0001644596,0.08298171,0.9981548
five hundred eighty,<pad>,0.00021003997,6.731035e-06,0.00028889798
five hundred eighty,one,0.0032303268,4.9692848e-05,0.0011987354
five hundred eighty,two,0.15701532,0.00022955837,0.011520949
five hundred eighty,three,0.0152530745,0.00038090927,0.00134472
five hundred eighty,four,0.033036135,0.000122603,0.0011797479
five hundred eighty,five,0.06482597,0.0005353568,0.0083846105
five hundred eighty,six,0.62868124,0.0009204763,0.0034252973
five hundred eighty,seven,0.00038216278,5.0741914e-05,0.00037387246
five hundred eighty,eight,0.008293568,0.00012774448,0.0004979217
five hundred eighty,nine,0.01601471,7.444017e-05,0.00090142764
five hundred eighty,ten,0.00036678204,5.042084e-05,0.00038846344
five hundred eighty,eleven,0.00045627175,1.7888966e-05,0.00035596246
five hundred eighty,twelve,0.00035214867,9.625703e-06,0.00020233715
five hundred eighty,thirteen,0.00018768308,1.944195e-05,0.00035614497
five hundred eighty,fourteen,0.00030061742,2.1671012e-05,0.0004295394
five hundred eighty,fifteen,0.0017056874,0.00010273763,0.0013130268
five hundred eighty,sixteen,0.0017798988,7.2255585e-05,0.00032376518
five hundred eighty,seventeen,0.00039633186,7.504112e-05,0.0004707624
five hundred eighty,eighteen,0.0003407559,2.1119218e-05,0.00019206342
five hundred eighty,nineteen,0.0005892417,3.4380882e-05,0.00034859462
five hundred eighty,twenty,0.0005387407,2.9712966e-05,0.009779526
five hundred eighty,thirty,0.00093171303,5.393341e-05,0.000785886
five hundred eighty,forty,0.003456535,0.00010006966,0.0024095124
five hundred eighty,fifty,0.0010106957,0.00019804669,0.0037640093
five hundred eighty,sixty,0.0055793975,0.0018087584,0.048340064
five hundred eighty,seventy,0.0037891192,0.000352736,0.008046329
five hundred eighty,eighty,0.04548906,0.00069709437,0.0051804264
five hundred eighty,ninety,0.00021363713,1.5392483e-05,0.00031643838
five hundred eighty,hundred,0.0027013696,0.97888607,0.0010300062
five hundred eighty,thousand,0.0014859701,0.01395444,0.00081614655
five hundred eighty,<unk>,0.00035717164,3.857148e-06,0.0001805856
five hundred eighty,<start>,0.0009837543,1.2640421e-05,0.0001358211
five hundred eighty,<end>,4.4818036e-05,0.00096451753,0.8857186
