,,Time_0,Time_1,Time_2
four hundred,<pad>,0.030824468,0.029609326,0.02935742
four hundred,one,0.02851811,0.028379213,0.027774245
four hundred,two,0.023457699,0.025247794,0.026015187
four hundred,three,0.02604246,0.024630021,0.023757072
four hundred,four,0.036911514,0.038256124,0.03872957
four hundred,five,0.04441932,0.04065754,0.038817
four hundred,six,0.032876186,0.03211231,0.032269377
four hundred,seven,0.022722194,0.024718046,0.025429238
four hundred,eight,0.02850986,0.025764612,0.023700846
four hundred,nine,0.027107913,0.028098712,0.028764699
four hundred,ten,0.030229406,0.030540586,0.030945394
four hundred,eleven,0.037515774,0.031659782,0.029025791
four hundred,twelve,0.02434491,0.026105905,0.026741128
four hundred,thirteen,0.02727971,0.02730243,0.027287198
four hundred,fourteen,0.033161752,0.032413684,0.03196251
four hundred,fifteen,0.026418839,0.028194368,0.028841825
four hundred,sixteen,0.030378433,0.027466312,0.02641481
four hundred,seventeen,0.027994776,0.02694014,0.026109803
four hundred,eighteen,0.030612925,0.03246212,0.033520207
four hundred,nineteen,0.035828613,0.03855063,0.039657358
four hundred,twenty,0.028308267,0.026687613,0.025957633
four hundred,thirty,0.03621718,0.03422884,0.033298537
four hundred,forty,0.033935502,0.034944627,0.036272477
four hundred,fifty,0.028923078,0.029774005,0.029982518
four hundred,sixty,0.03419514,0.03401324,0.03391888
four hundred,seventy,0.030702053,0.036498804,0.03969631
four hundred,eighty,0.02509051,0.027485901,0.028826438
four hundred,ninety,0.027446754,0.027030358,0.026936498
four hundred,hundred,0.026320182,0.025585659,0.02519791
four hundred,thousand,0.024483787,0.025762051,0.02611002
four hundred,<unk>,0.03236612,0.031562824,0.031280834
four hundred,<start>,0.032930527,0.032025795,0.031707026
four hundred,<end>,0.033926185,0.035290573,0.03569422
four thousand,<pad>,0.029788764,0.027994806,0.02737253
four thousand,one,0.028500566,0.028431239,0.028033862
four thousand,two,0.024268568,0.02511143,0.025409197
four thousand,three,0.0267274,0.025886294,0.025231957
four thousand,four,0.034830038,0.036531746,0.037170973
four thousand,five,0.045984097,0.040880416,0.038332723
four thousand,six,0.03388194,0.033997785,0.034253143
four thousand,seven,0.024030732,0.025563255,0.02616047
four thousand,eight,0.028159732,0.025104709,0.02302311
four thousand,nine,0.02844929,0.029310029,0.030079769
four thousand,ten,0.027548144,0.027713716,0.02805917
four thousand,eleven,0.036624085,0.0304636,0.027910355
four thousand,twelve,0.02498296,0.027002884,0.027613446
four thousand,thirteen,0.026626132,0.026851632,0.026989307
four thousand,fourteen,0.03312971,0.03150614,0.03089183
four thousand,fifteen,0.027703812,0.030198557,0.031057866
four thousand,sixteen,0.030820942,0.029135618,0.028722532
four thousand,seventeen,0.02744163,0.027679263,0.027419614
four thousand,eighteen,0.028901594,0.030995142,0.032141406
four thousand,nineteen,0.035383098,0.038342394,0.039492667
four thousand,twenty,0.027309125,0.025650678,0.02502385
four thousand,thirty,0.036061645,0.035311226,0.034968764
four thousand,forty,0.033790894,0.032361705,0.03240042
four thousand,fifty,0.028444178,0.029728333,0.030338611
four thousand,sixty,0.037177663,0.036500767,0.03603315
four thousand,seventy,0.029195707,0.0345482,0.037683554
four thousand,eighty,0.02568395,0.028660124,0.030238053
four thousand,ninety,0.026577232,0.025315603,0.024998857
four thousand,hundred,0.027311182,0.025918713,0.025373293
four thousand,thousand,0.024903506,0.026723478,0.027106348
four thousand,<unk>,0.03218032,0.031373415,0.03124263
four thousand,<start>,0.03062132,0.030857146,0.030863412
four thousand,<end>,0.036960352,0.03835003,0.038363192
