,,Time_0,Time_1,Time_2,Time_3,Time_4
four hundred twelve,<pad>,-0.2534301,-0.17858322,-0.20810035,-0.18425539,
four hundred twelve,one,4.8405514,-0.15865967,0.5413411,0.044759877,
four hundred twelve,two,-0.1579237,-0.17728275,-0.08831488,-0.17858829,
four hundred twelve,three,-0.2317815,-0.17843074,-0.20796837,-0.18424776,
four hundred twelve,four,2.772753,-0.17516991,-0.17617325,-0.18167742,
four hundred twelve,five,-0.24050581,-0.17797977,-0.18570724,-0.18250208,
four hundred twelve,six,-0.22941066,-0.17822209,-0.2038276,-0.18415262,
four hundred twelve,seven,-0.250061,-0.17836086,-0.20554498,-0.18412437,
four hundred twelve,eight,-0.25278062,-0.17856517,-0.20825663,-0.1842689,
four hundred twelve,nine,-0.2511407,-0.17856145,-0.20705722,-0.18416475,
four hundred twelve,ten,-0.2538869,-0.178583,-0.20830365,-0.18425623,
four hundred twelve,eleven,-0.2539104,-0.17858297,-0.208051,-0.18426497,
four hundred twelve,twelve,-0.25338566,-0.17857346,-0.2080632,-0.18427064,
four hundred twelve,thirteen,-0.2534049,-0.1785785,-0.20771927,-0.18426001,
four hundred twelve,fourteen,-0.24756657,-0.17850703,-0.20755522,-0.18424219,
four hundred twelve,fifteen,-0.25070408,-0.1784931,-0.20663773,-0.18410109,
four hundred twelve,sixteen,-0.2527494,-0.1785699,-0.2079978,-0.1841965,
four hundred twelve,seventeen,-0.253686,-0.17858158,-0.2079975,-0.18422513,
four hundred twelve,eighteen,-0.25348336,-0.17858268,-0.20818132,-0.184274,
four hundred twelve,nineteen,-0.24783404,-0.17854199,-0.20781663,-0.18427838,
four hundred twelve,twenty,-0.20320699,-0.17581913,5.6097937,-0.18218824,
four hundred twelve,thirty,-0.2519927,-0.1782643,-0.19674751,-0.1839324,
four hundred twelve,forty,-0.24982075,-0.17808223,-0.20478836,-0.1841365,
four hundred twelve,fifty,-0.25350866,-0.17856683,-0.20700172,-0.1841394,
four hundred twelve,sixty,-0.2521153,-0.17802413,-0.19854201,-0.18399742,
four hundred twelve,seventy,-0.25250787,-0.17845866,-0.20051269,-0.18406804,
four hundred twelve,eighty,-0.25199738,-0.17857464,-0.20739318,-0.18417203,
four hundred twelve,ninety,-0.25366178,-0.17857932,-0.20811671,-0.18424955,
four hundred twelve,hundred,-0.24451247,5.6567636,-0.16517049,-0.18323699,
four hundred twelve,thousand,-0.25093287,-0.15136024,-0.20786303,-0.1842693,
four hundred twelve,<unk>,-0.25365612,-0.17858389,-0.20829168,-0.18427442,
four hundred twelve,<start>,-0.25356746,-0.17857262,-0.20809254,-0.1842571,
four hundred twelve,<end>,-0.2541782,-0.17846769,-0.16934167,5.652512,
four hundred twenty one,<pad>,-0.18302737,-0.17863879,-0.18170889,-0.25172275,-0.17685303
four hundred twenty one,one,-0.009385742,-0.17635092,-0.12222979,4.9870863,-0.17484835
four hundred twenty one,two,-0.17894647,-0.1785406,-0.18031457,-0.24590108,-0.17682679
four hundred twenty one,three,-0.17950468,-0.1784972,-0.18164772,-0.2512832,-0.1768527
four hundred twenty one,four,5.65437,-0.17284952,-0.17056033,-0.18329605,-0.17677711
four hundred twenty one,five,-0.18000889,-0.1774756,-0.16056156,-0.18932745,-0.17676698
four hundred twenty one,six,-0.17759432,-0.17796652,-0.17763896,-0.2481237,-0.1768425
four hundred twenty one,seven,-0.18255158,-0.1784882,-0.18100518,-0.24946263,-0.17684658
four hundred twenty one,eight,-0.18320765,-0.17865135,-0.18194707,-0.25219908,-0.17685346
four hundred twenty one,nine,-0.18300717,-0.17865314,-0.18181108,-0.2513318,-0.17684843
four hundred twenty one,ten,-0.18324433,-0.17865695,-0.18194227,-0.2521141,-0.17685282
four hundred twenty one,eleven,-0.18326838,-0.17865694,-0.1819296,-0.25224006,-0.17685325
four hundred twenty one,twelve,-0.1831426,-0.1786464,-0.18182136,-0.25210384,-0.17685293
four hundred twenty one,thirteen,-0.18320389,-0.17865244,-0.18172412,-0.25195202,-0.17685317
four hundred twenty one,fourteen,-0.18176015,-0.17858489,-0.18155783,-0.25153473,-0.17685147
four hundred twenty one,fifteen,-0.18296652,-0.17859706,-0.18155555,-0.25069273,-0.17684072
four hundred twenty one,sixteen,-0.182759,-0.17864442,-0.18186168,-0.251409,-0.17684993
four hundred twenty one,seventeen,-0.18313171,-0.17864344,-0.18177582,-0.25122768,-0.17684989
four hundred twenty one,eighteen,-0.1831563,-0.17865393,-0.18188687,-0.25206056,-0.17685309
four hundred twenty one,nineteen,-0.18156172,-0.17859608,-0.18163697,-0.2521577,-0.1768539
four hundred twenty one,twenty,-0.17886047,-0.17642386,5.6563983,-0.15392505,-0.17672631
four hundred twenty one,thirty,-0.18191966,-0.17817092,-0.1751458,-0.2440393,-0.1768397
four hundred twenty one,forty,-0.18173048,-0.17797714,-0.1791314,-0.2479224,-0.17684475
four hundred twenty one,fifty,-0.18322238,-0.1786429,-0.18147677,-0.25008473,-0.17684704
four hundred twenty one,sixty,-0.18299913,-0.1782518,-0.17992868,-0.2505729,-0.1768486
four hundred twenty one,seventy,-0.18294488,-0.17847277,-0.17470911,-0.24665643,-0.17683558
four hundred twenty one,eighty,-0.18306255,-0.17865078,-0.18180986,-0.25089952,-0.17684576
four hundred twenty one,ninety,-0.18322276,-0.17864937,-0.18185641,-0.25164032,-0.17685187
four hundred twenty one,hundred,-0.17918143,5.6566815,-0.13839848,-0.20510241,-0.17683002
four hundred twenty one,thousand,-0.18208529,-0.1330554,-0.1815828,-0.2520892,-0.17685269
four hundred twenty one,<unk>,-0.18319993,-0.17865628,-0.18194385,-0.25215,-0.17685284
four hundred twenty one,<start>,-0.18318819,-0.17864084,-0.18177205,-0.25156012,-0.17685188
four hundred twenty one,<end>,-0.18332444,-0.17864543,-0.1815254,2.5096953,5.6568537
