,,Time_0,Time_1
seven,<pad>,-0.18184589,-0.17685185
seven,one,-0.15515627,-0.1764533
seven,two,-0.17172842,-0.17677058
seven,three,-0.18000777,-0.17684901
seven,four,-0.16213931,-0.1766474
seven,five,-0.17360121,-0.17682661
seven,six,-0.17798325,-0.17682673
seven,seven,5.656707,-0.17595796
seven,eight,-0.18004502,-0.1768514
seven,nine,-0.18022278,-0.17684016
seven,ten,-0.18222782,-0.17685126
seven,eleven,-0.18240996,-0.1768529
seven,twelve,-0.1815979,-0.17684996
seven,thirteen,-0.18201843,-0.17685258
seven,fourteen,-0.16470195,-0.17683557
seven,fifteen,-0.17715044,-0.17676546
seven,sixteen,-0.17484742,-0.17684157
seven,seventeen,-0.18217428,-0.17684966
seven,eighteen,-0.18225832,-0.17685314
seven,nineteen,-0.18054426,-0.17685111
seven,twenty,-0.16164246,-0.17673652
seven,thirty,-0.18184939,-0.17684862
seven,forty,-0.17292786,-0.17678054
seven,fifty,-0.18202023,-0.1768438
seven,sixty,-0.18116212,-0.17683363
seven,seventy,-0.16699888,-0.17680126
seven,eighty,-0.17982338,-0.17683797
seven,ninety,-0.18233505,-0.17685106
seven,hundred,-0.18171221,-0.17655528
seven,thousand,-0.18085736,-0.1767903
seven,<unk>,-0.18211879,-0.17685108
seven,<start>,-0.18172273,-0.17684636
seven,<end>,-0.16887574,5.656854
eighteen,<pad>,-0.22418492,-0.17687911
eighteen,one,-0.037527077,-0.17655393
eighteen,two,-0.099971,-0.17657332
eighteen,three,-0.21947883,-0.1768741
eighteen,four,-0.21333277,-0.17683728
eighteen,five,-0.20737137,-0.17683794
eighteen,six,-0.16411851,-0.17682412
eighteen,seven,-0.2018718,-0.17684837
eighteen,eight,0.17733663,-0.17683832
eighteen,nine,-0.010128292,-0.17679374
eighteen,ten,-0.22748373,-0.17687862
eighteen,eleven,-0.2263682,-0.1768783
eighteen,twelve,-0.22292154,-0.17687461
eighteen,thirteen,-0.22714788,-0.17687902
eighteen,fourteen,-0.21918552,-0.1768757
eighteen,fifteen,-0.21349464,-0.17680056
eighteen,sixteen,-0.1736488,-0.17685148
eighteen,seventeen,-0.22697051,-0.17687735
eighteen,eighteen,-0.22532156,-0.17687829
eighteen,nineteen,-0.2065026,-0.17687327
eighteen,twenty,-0.22669545,-0.17687131
eighteen,thirty,-0.22502689,-0.17687622
eighteen,forty,-0.2012739,-0.17683126
eighteen,fifty,-0.21660276,-0.1768641
eighteen,sixty,-0.14938176,-0.17646542
eighteen,seventy,-0.20649378,-0.17679131
eighteen,eighty,5.634077,-0.17626363
eighteen,ninety,-0.22668241,-0.17687829
eighteen,hundred,-0.18464214,-0.17603031
eighteen,thousand,-0.21346967,-0.17670952
eighteen,<unk>,-0.22599596,-0.17687629
eighteen,<start>,-0.22130284,-0.17686906
eighteen,<end>,0.03318334,5.656854
