,,Time_0,Time_1,Time_2,Time_3
sixteen,<pad>,-0.28665122,-0.1867587,,
sixteen,one,5.3467307,-0.15010636,,
sixteen,two,-0.2804171,-0.18671343,,
sixteen,three,-0.2851344,-0.18677987,,
sixteen,four,-0.1126458,-0.17134823,,
sixteen,five,-0.10329555,-0.18454379,,
sixteen,six,-0.008989761,-0.18634623,,
sixteen,seven,-0.24768938,-0.1858159,,
sixteen,eight,-0.2726719,-0.18649054,,
sixteen,nine,-0.26390314,-0.1863664,,
sixteen,ten,-0.28722283,-0.18672577,,
sixteen,eleven,-0.28470868,-0.18674134,,
sixteen,twelve,-0.28814158,-0.1865099,,
sixteen,thirteen,-0.28673932,-0.18678215,,
sixteen,fourteen,-0.25491098,-0.18642999,,
sixteen,fifteen,-0.1150038,-0.18114361,,
sixteen,sixteen,1.6079123,-0.1743381,,
sixteen,seventeen,-0.28831676,-0.18669099,,
sixteen,eighteen,-0.28697994,-0.18651593,,
sixteen,nineteen,-0.17725901,-0.18421076,,
sixteen,twenty,-0.1472066,-0.18562286,,
sixteen,thirty,-0.25976673,-0.18613182,,
sixteen,forty,-0.24508975,-0.18415312,,
sixteen,fifty,-0.28847736,-0.18636388,,
sixteen,sixty,-0.009568537,-0.17422293,,
sixteen,seventy,-0.26556098,-0.18482515,,
sixteen,eighty,-0.20197794,-0.18595544,,
sixteen,ninety,-0.2862239,-0.18670857,,
sixteen,hundred,0.021819536,0.03776882,,
sixteen,thousand,-0.28545207,-0.18569349,,
sixteen,<unk>,-0.28757626,-0.18660426,,
sixteen,<start>,-0.28935206,-0.18677416,,
sixteen,<end>,-0.279529,5.652645,,
one hundred six,<pad>,-0.21971108,-0.17854553,-0.34346983,-0.17716011
one hundred six,one,5.6226306,-0.17131153,1.7088926,-0.16700877
one hundred six,two,0.20267776,-0.17811301,-0.2066172,-0.17692329
one hundred six,three,-0.16065533,-0.17842124,-0.3340159,-0.17709188
one hundred six,four,0.15590493,-0.1763832,-0.22617973,-0.17658944
one hundred six,five,-0.18485354,-0.1776007,-0.2195311,-0.17695262
one hundred six,six,0.14458485,-0.1778236,-0.3265155,-0.17715389
one hundred six,seven,-0.21784404,-0.1784599,-0.3395393,-0.1771319
one hundred six,eight,-0.21724516,-0.17844494,-0.34496206,-0.17715609
one hundred six,nine,-0.21772021,-0.17849045,-0.34645605,-0.17716087
one hundred six,ten,-0.21982852,-0.17853338,-0.34744227,-0.17715953
one hundred six,eleven,-0.21789736,-0.17846256,-0.34225056,-0.17715974
one hundred six,twelve,-0.21982667,-0.17848797,-0.33919156,-0.17712316
one hundred six,thirteen,-0.21900414,-0.17855512,-0.34354192,-0.17714222
one hundred six,fourteen,-0.21844444,-0.17843571,-0.3426405,-0.17716384
one hundred six,fifteen,-0.21579352,-0.17816809,-0.2590544,-0.17709543
one hundred six,sixteen,-0.20870017,-0.17837279,-0.33498296,-0.17713363
one hundred six,seventeen,-0.2200997,-0.17854753,-0.33551776,-0.17711437
one hundred six,eighteen,-0.2198952,-0.1784854,-0.34467724,-0.17715603
one hundred six,nineteen,-0.20901826,-0.17826521,-0.32213157,-0.17710902
one hundred six,twenty,-0.2095709,-0.17805411,4.866545,-0.1771093
one hundred six,thirty,-0.21573679,-0.17832555,-0.33367968,-0.1771574
one hundred six,forty,-0.20878994,-0.17813477,-0.296781,-0.17708194
one hundred six,fifty,-0.21921296,-0.17791909,-0.10266259,-0.17686622
one hundred six,sixty,-0.17991921,-0.17401841,0.56628644,-0.17703533
one hundred six,seventy,-0.2032157,-0.17765835,-0.23399167,-0.17702258
one hundred six,eighty,-0.21584508,-0.1783929,-0.3398372,-0.17715795
one hundred six,ninety,-0.21976717,-0.17855224,-0.34623507,-0.17715736
one hundred six,hundred,-0.1928386,5.6567445,-0.27415657,-0.17712268
one hundred six,thousand,-0.21356642,-0.14245778,-0.32641658,-0.17716458
one hundred six,<unk>,-0.21978487,-0.17856385,-0.34537157,-0.17714301
one hundred six,<start>,-0.22016725,-0.17853497,-0.33946118,-0.17714143
one hundred six,<end>,-0.22084562,-0.17822447,1.7955863,5.6568456
