,,Time_0,Time_1
two,<pad>,-0.18584427,-0.17695712
two,one,-0.12923409,-0.17605811
two,two,5.6563587,-0.17588817
two,three,-0.17306383,-0.17690682
two,four,-0.16496038,-0.17629753
two,five,-0.16560018,-0.17685807
two,six,-0.17207685,-0.17682151
two,seven,-0.14744923,-0.1767365
two,eight,-0.16907352,-0.17690746
two,nine,-0.17595126,-0.17693838
two,ten,-0.18544093,-0.17695415
two,eleven,-0.18559349,-0.17697285
two,twelve,-0.18579742,-0.17697337
two,thirteen,-0.18576851,-0.17695513
two,fourteen,-0.18480134,-0.1769631
two,fifteen,-0.18310902,-0.17675881
two,sixteen,-0.18260813,-0.17695293
two,seventeen,-0.185545,-0.17694713
two,eighteen,-0.18599916,-0.17695549
two,nineteen,-0.1823151,-0.17689691
two,twenty,-0.14344758,-0.17684981
two,thirty,-0.18403578,-0.17687179
two,forty,-0.1754196,-0.17688748
two,fifty,-0.18371801,-0.17691486
two,sixty,-0.17864394,-0.17622113
two,seventy,-0.17836009,-0.17668556
two,eighty,-0.17949432,-0.17692117
two,ninety,-0.18604645,-0.17697042
two,hundred,-0.18578482,-0.17628227
two,thousand,-0.17871612,-0.17662065
two,<unk>,-0.18573853,-0.17695971
two,<start>,-0.18560815,-0.17696957
two,<end>,-0.18111402,5.6568537
eight,<pad>,-0.19315012,-0.17742544
eight,one,-0.17744856,-0.17697218
eight,two,-0.09164375,-0.17716755
eight,three,-0.18919364,-0.1773302
eight,four,-0.16213605,-0.17587253
eight,five,-0.1748033,-0.17718671
eight,six,-0.08433003,-0.17641526
eight,seven,-0.18441184,-0.17733248
eight,eight,5.654127,-0.1723671
eight,nine,-0.11527909,-0.17719235
eight,ten,-0.19340138,-0.17742708
eight,eleven,-0.19347262,-0.17746659
eight,twelve,-0.19402646,-0.1774689
eight,thirteen,-0.1935923,-0.17743608
eight,fourteen,-0.19295987,-0.17743447
eight,fifteen,-0.19076712,-0.17731191
eight,sixteen,-0.18828137,-0.1773152
eight,seventeen,-0.1935286,-0.1774046
eight,eighteen,-0.1940646,-0.1774283
eight,nineteen,-0.18643066,-0.17724758
eight,twenty,-0.18532881,-0.17714329
eight,thirty,-0.19134803,-0.17721777
eight,forty,-0.18905793,-0.17735314
eight,fifty,-0.19237927,-0.1772484
eight,sixty,-0.17802921,-0.174983
eight,seventy,-0.18423118,-0.176593
eight,eighty,-0.09262405,-0.17690437
eight,ninety,-0.19329515,-0.17741458
eight,hundred,-0.19305263,-0.17153871
eight,thousand,-0.1879519,-0.17640519
eight,<unk>,-0.1936548,-0.17740506
eight,<start>,-0.19263206,-0.17744017
eight,<end>,-0.18762082,5.656849
