,,Time_0,Time_1
fifty three,<pad>,0.0006916582,1.9214813e-06
fifty three,one,0.00204125,8.587338e-06
fifty three,two,0.0013452756,3.3919314e-06
fifty three,three,0.057773493,1.4969514e-05
fifty three,four,0.0030297032,3.6230197e-06
fifty three,five,0.025577867,1.2137535e-05
fifty three,six,0.0030389791,1.5138396e-06
fifty three,seven,0.00034548048,3.5481412e-07
fifty three,eight,0.0015234492,1.4325693e-06
fifty three,nine,0.0007711749,7.1862434e-07
fifty three,ten,0.0005595994,6.132264e-07
fifty three,eleven,0.00015521295,1.5287546e-07
fifty three,twelve,0.00027609788,4.2204792e-07
fifty three,thirteen,0.00016590481,8.2038406e-07
fifty three,fourteen,0.0012306257,1.3785547e-06
fifty three,fifteen,0.09028754,2.8501498e-05
fifty three,sixteen,0.0045537953,5.0798394e-06
fifty three,seventeen,0.00044146535,2.0498321e-07
fifty three,eighteen,0.00017558136,7.893538e-07
fifty three,nineteen,0.009049526,2.0843386e-06
fifty three,twenty,0.0054634498,2.1548153e-06
fifty three,thirty,0.73159015,5.147172e-05
fifty three,forty,0.0059515643,5.082669e-06
fifty three,fifty,0.0007214055,6.7523156e-06
fifty three,sixty,0.004061836,5.591976e-06
fifty three,seventy,0.004565173,4.179267e-06
fifty three,eighty,0.001081781,5.599978e-07
fifty three,ninety,0.00042694967,9.779145e-07
fifty three,hundred,0.0022170683,9.593527e-06
fifty three,thousand,0.0025537086,9.571293e-06
fifty three,<unk>,0.0002854112,5.3337504e-07
fifty three,<start>,0.00025740283,3.6558174e-07
fifty three,<end>,0.037790455,0.99981445
eighty,<pad>,0.00018518169,3.1188201e-06
eighty,one,0.0005958824,4.1124345e-05
eighty,two,0.009340221,5.076314e-05
eighty,three,0.0015127723,1.6154672e-05
eighty,four,0.0031436814,3.1463544e-05
eighty,five,0.0012075633,7.502953e-06
eighty,six,0.021705521,1.6637365e-05
eighty,seven,0.0005698329,2.2844622e-06
eighty,eight,0.005594918,7.906927e-06
eighty,nine,0.026281351,2.714335e-05
eighty,ten,0.00026121704,1.600672e-06
eighty,eleven,0.0003149407,9.1002835e-07
eighty,twelve,9.0629765e-05,8.7851146e-07
eighty,thirteen,0.00012426834,2.2229042e-06
eighty,fourteen,0.0006465011,2.6849882e-06
eighty,fifteen,0.0002628749,3.5498676e-06
eighty,sixteen,0.0016529678,4.8692737e-06
eighty,seventeen,0.0001315663,9.0046984e-07
eighty,eighteen,0.00033402457,3.6696606e-06
eighty,nineteen,0.0021643615,3.8449057e-06
eighty,twenty,0.0018255629,2.9933076e-06
eighty,thirty,0.0009443983,7.652265e-06
eighty,forty,0.013042917,2.2185068e-05
eighty,fifty,0.00026258174,1.3515649e-05
eighty,sixty,0.02156967,0.00015708579
eighty,seventy,0.0022027676,2.9592686e-05
eighty,eighty,0.87406856,0.00010830761
eighty,ninety,6.9922266e-05,1.3859518e-06
eighty,hundred,0.0012977516,6.799204e-05
eighty,thousand,0.0017535988,4.2298787e-05
eighty,<unk>,6.2146515e-05,1.3719297e-06
eighty,<start>,0.00012137519,8.851349e-07
eighty,<end>,0.0066584777,0.9993155
