,,Time_0,Time_1
two,<pad>,0.03200838,0.03222362
two,one,0.03914503,0.038190633
two,two,0.036655016,0.034204226
two,three,0.030920662,0.029455742
two,four,0.029656462,0.031012936
two,five,0.028824687,0.032808397
two,six,0.025281934,0.024013147
two,seven,0.032896664,0.031728398
two,eight,0.0221388,0.021378698
two,nine,0.031454075,0.03244053
two,ten,0.030301033,0.030612951
two,eleven,0.02955966,0.028825859
two,twelve,0.027765531,0.027538514
two,thirteen,0.037808355,0.03795164
two,fourteen,0.03433422,0.03277334
two,fifteen,0.04539156,0.040344946
two,sixteen,0.027872223,0.032349084
two,seventeen,0.027685465,0.029763002
two,eighteen,0.028747,0.0305578
two,nineteen,0.025297605,0.025490435
two,twenty,0.026492886,0.03258689
two,thirty,0.032105897,0.032702513
two,forty,0.035272513,0.036774237
two,fifty,0.030898966,0.031437915
two,sixty,0.0195735,0.020377548
two,seventy,0.033497132,0.031021189
two,eighty,0.032211106,0.030481476
two,ninety,0.026816221,0.029583072
two,hundred,0.033626884,0.03200658
two,thousand,0.029552044,0.026983218
two,<unk>,0.026520237,0.025385676
two,<start>,0.022731183,0.023567881
two,<end>,0.026957102,0.023427954
eight,<pad>,0.032702144,0.03198067
eight,one,0.03795637,0.038924854
eight,two,0.037103802,0.031347338
eight,three,0.03225995,0.030847425
eight,four,0.027171014,0.027877137
eight,five,0.028539626,0.03283754
eight,six,0.024304334,0.024639484
eight,seven,0.03402225,0.032166757
eight,eight,0.022998527,0.02175382
eight,nine,0.028010882,0.028322777
eight,ten,0.031569745,0.032771427
eight,eleven,0.03164426,0.030296348
eight,twelve,0.02725181,0.028805014
eight,thirteen,0.038538374,0.037902523
eight,fourteen,0.035941973,0.034408033
eight,fifteen,0.04168804,0.038785104
eight,sixteen,0.027018452,0.032475933
eight,seventeen,0.027841095,0.03145623
eight,eighteen,0.028548356,0.029414847
eight,nineteen,0.025763417,0.02914769
eight,twenty,0.024340084,0.029904867
eight,thirty,0.032599904,0.032377463
eight,forty,0.035082247,0.036110103
eight,fifty,0.032433983,0.031863246
eight,sixty,0.019147858,0.01988052
eight,seventy,0.031513263,0.027842104
eight,eighty,0.031095339,0.028312001
eight,ninety,0.027987642,0.03000394
eight,hundred,0.035106823,0.03561427
eight,thousand,0.028307907,0.026055917
eight,<unk>,0.029643161,0.026100446
eight,<start>,0.022500938,0.02355318
eight,<end>,0.029366348,0.026221018
