,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,seventy eight,0.png,two <start>,1.png,eight hundred seven,fourteen <start> <start>,True,0,0,0,0
1,sixty four,2.png,fourteen <start>,3.png,six hundred four,fourteen <start> <start>,False,0,0,0,0
2,eighty five,4.png,two <start>,5.png,eight hundred fifty,<start> <start> <start>,True,0,0,0,0
3,thirty six,6.png,two <start>,7.png,three hundred six,fourteen <start> <start>,False,0,0,0,0
4,twelve,8.png,fourteen,9.png,twenty two,fourteen <start>,True,0,0,0,0
5,four hundred,10.png,four <start>,11.png,four thousand,<unk> <start>,True,0,0,0,0
6,seventy six,12.png,fourteen fourteen,13.png,seven hundred sixty,fourteen <start> <start>,True,0,0,0,0
7,thirty one,14.png,fourteen <start>,15.png,three hundred one,fourteen <start> <start>,False,0,0,0,0
8,eighty nine,16.png,two <start>,17.png,eight hundred nine,two <start> <start>,True,0,0,0,0
9,three hundred seven,18.png,fourteen <start> <start>,19.png,three hundred sixty seven,fourteen <start> <start> <start>,False,0,0,0,0
10,thirteen,20.png,fourteen,21.png,forty two,fourteen fourteen,False,0,0,0,0
11,five hundred eight,22.png,two <start> <start>,23.png,five hundred eighty,fourteen <start> <start>,True,0,0,0,0
12,two thousand three,24.png,<unk> <start> <start>,25.png,two thousand thirty,<unk> <start> <start>,True,0,0,0,0
13,three hundred six,26.png,fourteen <start> <start>,27.png,three hundred sixty,four <start> <start>,False,0,0,0,0
14,seven,28.png,two,29.png,eighteen,two,True,0,0,0,0
15,five,30.png,two,31.png,eight,two,False,0,0,0,0
16,five hundred,32.png,four <start>,33.png,five thousand,<unk> <start>,False,0,0,0,0
17,thirty six,34.png,two <start>,35.png,five hundred nine,four <start> <start>,False,0,0,0,0
18,forty two,36.png,fourteen fourteen,37.png,four hundred twenty,fourteen <start> <start>,True,0,0,0,0
19,twenty seven,38.png,fourteen <start>,39.png,two hundred seven,fourteen <start> <start>,True,0,0,0,0
20,six hundred eight,40.png,two <start> <start>,41.png,six hundred fifty eight,two <start> <start> <start>,True,0,0,0,0
21,seventeen,42.png,fourteen,43.png,twenty eight,two <start>,True,0,0,0,0
22,five hundred sixty seven,44.png,fourteen <start> <start> <start>,45.png,five hundred seventy six,fourteen <start> <start> <start>,True,0,0,0,0
23,one,46.png,fourteen,47.png,nine,two,True,0,0,0,0
