,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,two hundred six,0.png,seventy thirteen thirteen,1.png,two hundred sixty,seventy thirteen thirteen,True,0,0,0,0
1,one hundred,2.png,seventy thirteen,3.png,one thousand,five thirteen,True,0,0,0,0
2,sixty seven,4.png,hundred hundred,5.png,six hundred seventy,seventy thirteen thirteen,False,0,0,0,0
3,one thousand two,6.png,five thirteen thirteen,7.png,one thousand twenty,<end> thirteen thirteen,True,0,0,0,0
4,twenty one,8.png,hundred hundred,9.png,two hundred one,seventy thirteen thirteen,False,0,0,0,0
5,one hundred five,10.png,one thirteen thirteen,11.png,one hundred twenty five,hundred hundred thirteen thirteen,False,0,0,0,0
6,three hundred five,12.png,one one thirteen,13.png,three hundred fifty,one thirteen thirteen,True,0,0,0,0
7,forty two,14.png,hundred hundred,15.png,four hundred two,hundred thirteen thirteen,True,0,0,0,0
8,five,16.png,one,17.png,fifteen,hundred,True,0,0,0,0
9,eleven,18.png,hundred,19.png,twenty four,hundred hundred,False,0,0,0,0
10,two,20.png,hundred,21.png,eight,five,False,0,0,0,0
11,twenty five,22.png,hundred hundred,23.png,four hundred five,hundred thirteen thirteen,True,0,0,0,0
12,sixty two,24.png,one thirteen,25.png,six hundred two,seventy thirteen thirteen,True,0,0,0,0
13,twenty one,26.png,hundred hundred,27.png,two hundred ten,five five five,False,0,0,0,0
14,twenty four,28.png,hundred hundred,29.png,two hundred four,hundred thirteen thirteen,True,0,0,0,0
15,seventeen,30.png,hundred,31.png,twenty one,hundred hundred,False,0,0,0,0
16,thirty five,32.png,hundred hundred,33.png,three hundred five,one one thirteen,False,0,0,0,0
17,forty seven,34.png,hundred hundred,35.png,four hundred seventy,hundred hundred thirteen,False,0,0,0,0
18,nineteen,36.png,hundred,37.png,one hundred nine,seventy thirteen thirteen,False,0,0,0,0
19,sixteen,38.png,hundred,39.png,one hundred six,seventy thirteen thirteen,True,0,0,0,0
20,fifty three,40.png,one hundred,41.png,eighty,seventy,False,0,0,0,0
21,two hundred sixteen,42.png,five five thirteen,43.png,two hundred sixty one,hundred hundred thirteen thirteen,False,0,0,0,0
22,four hundred twelve,44.png,hundred hundred five,45.png,four hundred twenty one,hundred hundred thirteen thirteen,True,0,0,0,0
23,six,46.png,seventy,47.png,thirteen,hundred,True,0,0,0,0
