,desired_label,target_image,target_model_generated_label,foil_image,foil_word,foil_model_generated_label,correct,true_target_numbers,true_foil_numbers,predicted_target_numbers,predicted_foil_numbers
0,two hundred six,0.png,four four four,1.png,two hundred sixty,four four four,True,0,0,0,0
1,one hundred,2.png,four four,3.png,one thousand,seventeen four,False,0,0,0,0
2,sixty seven,4.png,four four,5.png,six hundred seventy,four four four,False,0,0,0,0
3,one thousand two,6.png,seventeen twenty twenty,7.png,one thousand twenty,twenty twenty twenty,True,0,0,0,0
4,twenty one,8.png,four four,9.png,two hundred one,four four four,False,0,0,0,0
5,one hundred five,10.png,four four four,11.png,one hundred twenty five,four four four four,True,0,0,0,0
6,three hundred five,12.png,four four four,13.png,three hundred fifty,four four four,False,0,0,0,0
7,forty two,14.png,four four,15.png,four hundred two,four four four,True,0,0,0,0
8,five,16.png,twelve,17.png,fifteen,four,True,0,0,0,0
9,eleven,18.png,four,19.png,twenty four,four four,False,0,0,0,0
10,two,20.png,twelve,21.png,eight,twelve,False,0,0,0,0
11,twenty five,22.png,four four,23.png,four hundred five,four four four,False,0,0,0,0
12,sixty two,24.png,four four,25.png,six hundred two,four twenty four,True,0,0,0,0
13,twenty one,26.png,four four,27.png,two hundred ten,four four four,False,0,0,0,0
14,twenty four,28.png,four four,29.png,two hundred four,four four four,False,0,0,0,0
15,seventeen,30.png,four,31.png,twenty one,four four,False,0,0,0,0
16,thirty five,32.png,four four,33.png,three hundred five,four four four,True,0,0,0,0
17,forty seven,34.png,four four,35.png,four hundred seventy,four four four,True,0,0,0,0
18,nineteen,36.png,four,37.png,one hundred nine,four four four,True,0,0,0,0
19,sixteen,38.png,four,39.png,one hundred six,four four four,True,0,0,0,0
20,fifty three,40.png,four four,41.png,eighty,four,False,0,0,0,0
21,two hundred sixteen,42.png,four four four,43.png,two hundred sixty one,four four four four,True,0,0,0,0
22,four hundred twelve,44.png,four four four,45.png,four hundred twenty one,four four four four,True,0,0,0,0
23,six,46.png,twelve,47.png,thirteen,four,False,0,0,0,0
