,,Time_0,Time_1,Time_2,Time_3,Time_4
four hundred twelve,<pad>,-0.17903402,-0.17717858,-0.20899929,-0.17985496,
four hundred twelve,one,-0.1263568,-0.17690805,-0.07572308,-0.11335705,
four hundred twelve,two,-0.17514059,-0.17693935,-0.028317438,-0.17526811,
four hundred twelve,three,-0.17738166,-0.17714515,-0.20553868,-0.17981437,
four hundred twelve,four,5.656621,-0.1714331,-0.06924043,-0.17467795,
four hundred twelve,five,-0.17171791,-0.17684856,-0.12359657,-0.1722206,
four hundred twelve,six,-0.1733007,-0.1766937,-0.18831,-0.17988516,
four hundred twelve,seven,-0.17777576,-0.17712575,-0.20312688,-0.17958122,
four hundred twelve,eight,-0.17903267,-0.17717926,-0.20455123,-0.17952442,
four hundred twelve,nine,-0.17907986,-0.17717421,-0.20825407,-0.17982401,
four hundred twelve,ten,-0.17921107,-0.17720224,-0.20952578,-0.17960706,
four hundred twelve,eleven,-0.179219,-0.17719594,-0.20963736,-0.17980067,
four hundred twelve,twelve,-0.17919658,-0.17720304,-0.20985858,-0.17971121,
four hundred twelve,thirteen,-0.17912063,-0.17719655,-0.20882267,-0.17957984,
four hundred twelve,fourteen,-0.17902079,-0.17718408,-0.20511322,-0.17943646,
four hundred twelve,fifteen,-0.17906107,-0.17715456,-0.20510691,-0.17920698,
four hundred twelve,sixteen,-0.17898569,-0.17719819,-0.20901252,-0.17936465,
four hundred twelve,seventeen,-0.1791639,-0.1771918,-0.20910366,-0.1797382,
four hundred twelve,eighteen,-0.17922431,-0.17719908,-0.20654401,-0.17966007,
four hundred twelve,nineteen,-0.17902257,-0.17719582,-0.2084525,-0.17971304,
four hundred twelve,twenty,-0.17890993,-0.17574596,5.645941,-0.17547645,
four hundred twelve,thirty,-0.17914082,-0.17717296,-0.19247583,-0.17787574,
four hundred twelve,forty,-0.17900749,-0.17711939,-0.19546728,-0.17959033,
four hundred twelve,fifty,-0.17897853,-0.17711245,-0.1649257,-0.17734136,
four hundred twelve,sixty,-0.17899275,-0.17695124,-0.12230781,-0.17916584,
four hundred twelve,seventy,-0.17914154,-0.17715856,-0.1957433,-0.17950614,
four hundred twelve,eighty,-0.17901994,-0.17718883,-0.20660679,-0.1793596,
four hundred twelve,ninety,-0.17870747,-0.17718284,-0.20998175,-0.17979509,
four hundred twelve,hundred,-0.17822969,5.6568503,0.06157765,-0.17969671,
four hundred twelve,thousand,-0.17877227,-0.17307965,-0.2017556,-0.17984918,
four hundred twelve,<unk>,-0.17922887,-0.17720267,-0.20912586,-0.17926143,
four hundred twelve,<start>,-0.1792024,-0.17718227,-0.20601109,-0.17974544,
four hundred twelve,<end>,-0.17924349,-0.1772067,-0.20628214,5.6564894,
