,,Time_0,Time_1,Time_2,Time_3,Time_4
two thousand three,<pad>,-0.18014333,-0.17943639,-0.4782511,-0.17691077,
two thousand three,one,-0.1746171,-0.17932881,-0.44993633,-0.17680871,
two thousand three,two,5.6565785,-0.17557967,1.7140404,-0.17620264,
two thousand three,three,-0.12543732,-0.17815463,-0.41273925,-0.1768945,
two thousand three,four,-0.16820632,-0.17911701,-0.42876437,-0.17685556,
two thousand three,five,-0.17270158,-0.17807755,2.8942063,-0.1759233,
two thousand three,six,-0.16920434,-0.17768697,1.4525892,-0.17684071,
two thousand three,seven,-0.1798421,-0.17949694,-0.48956907,-0.17690915,
two thousand three,eight,-0.18002856,-0.17949316,-0.46334875,-0.17688344,
two thousand three,nine,-0.17989773,-0.17945047,-0.47697407,-0.17689608,
two thousand three,ten,-0.180026,-0.1794883,-0.47084603,-0.17687939,
two thousand three,eleven,-0.1802472,-0.1795103,-0.48251367,-0.17687505,
two thousand three,twelve,-0.18022326,-0.17951274,-0.49057117,-0.17690885,
two thousand three,thirteen,-0.1802067,-0.17951465,-0.49019817,-0.1768931,
two thousand three,fourteen,-0.17962041,-0.17944668,-0.45423895,-0.17686176,
two thousand three,fifteen,-0.18003999,-0.17931706,-0.42926487,-0.17685714,
two thousand three,sixteen,-0.1799156,-0.17949332,-0.4778578,-0.17685448,
two thousand three,seventeen,-0.18024142,-0.1795101,-0.48623088,-0.17690593,
two thousand three,eighteen,-0.18022585,-0.17950244,-0.48007786,-0.17689416,
two thousand three,nineteen,-0.17996453,-0.17949961,-0.47699395,-0.17689928,
two thousand three,twenty,-0.18003416,-0.1793407,0.68231523,-0.17588119,
two thousand three,thirty,-0.18009913,-0.17943007,-0.39926526,-0.17671967,
two thousand three,forty,-0.18020439,-0.17944959,-0.4132085,-0.17682447,
two thousand three,fifty,-0.17990358,-0.17942844,-0.4264716,-0.17680834,
two thousand three,sixty,-0.17988035,-0.1792315,-0.359817,-0.17686105,
two thousand three,seventy,-0.18019955,-0.17937918,-0.37314075,-0.17677519,
two thousand three,eighty,-0.18001291,-0.17948844,-0.46838388,-0.17685455,
two thousand three,ninety,-0.17992508,-0.17949338,-0.48454574,-0.1768995,
two thousand three,hundred,-0.18016122,-0.10198236,1.68532,-0.17673787,
two thousand three,thousand,-0.16459951,5.656358,3.298151,-0.17681116,
two thousand three,<unk>,-0.18025146,-0.17950706,-0.48104027,-0.17684011,
two thousand three,<start>,-0.18024701,-0.17948781,-0.4524182,-0.17688738,
two thousand three,<end>,-0.1802708,-0.1795229,0.070044234,5.656854,
two thousand thirty,<pad>,-0.2595648,-0.18022823,-0.3592263,-0.21677206,-0.17706694
two thousand thirty,one,-0.25036496,-0.18006887,-0.34921393,-0.21118312,-0.17668675
two thousand thirty,two,4.3686557,-0.17751479,-0.22883968,-0.19866502,-0.17691502
two thousand thirty,three,3.4540348,-0.17496672,-0.28165406,-0.20683038,-0.17700309
two thousand thirty,four,-0.18790418,-0.17982106,-0.34793118,-0.21365301,-0.17697497
two thousand thirty,five,-0.22468862,-0.17611231,3.2775493,-0.054717608,-0.1760624
two thousand thirty,six,-0.22201847,-0.174607,2.3081641,-0.16613206,-0.17701484
two thousand thirty,seven,-0.25799415,-0.18032353,-0.36136067,-0.21673426,-0.17705652
two thousand thirty,eight,-0.25906965,-0.18031183,-0.35693592,-0.21451798,-0.1770398
two thousand thirty,nine,-0.25873742,-0.18023597,-0.35699537,-0.21533732,-0.17703408
two thousand thirty,ten,-0.25896934,-0.18030655,-0.35826242,-0.21600176,-0.17702489
two thousand thirty,eleven,-0.2599406,-0.18032637,-0.3586044,-0.2135931,-0.17695911
two thousand thirty,twelve,-0.2597884,-0.18032958,-0.36072478,-0.21682853,-0.17705253
two thousand thirty,thirteen,-0.25985295,-0.18034124,-0.36163017,-0.21660988,-0.1770394
two thousand thirty,fourteen,-0.2585763,-0.18024606,-0.35377067,-0.21480799,-0.17701527
two thousand thirty,fifteen,-0.25911045,-0.18009277,-0.3484603,-0.21437351,-0.17701982
two thousand thirty,sixteen,-0.25901225,-0.18032664,-0.361131,-0.21686693,-0.177037
two thousand thirty,seventeen,-0.25996754,-0.18033074,-0.36044696,-0.21622732,-0.17704715
two thousand thirty,eighteen,-0.25995275,-0.18033192,-0.35941085,-0.21486793,-0.17703246
two thousand thirty,nineteen,-0.259221,-0.1803286,-0.3585758,-0.216257,-0.17705007
two thousand thirty,twenty,-0.2591866,-0.1800535,0.23494396,5.59913,-0.1715588
two thousand thirty,thirty,-0.25948408,-0.18027057,-0.34901637,-0.20594324,-0.17680828
two thousand thirty,forty,-0.25969875,-0.18029234,-0.34837466,-0.20492284,-0.17690556
two thousand thirty,fifty,-0.25857598,-0.18020071,-0.3459497,-0.20979998,-0.1769138
two thousand thirty,sixty,-0.2589093,-0.1799851,-0.33666265,-0.21358067,-0.17705244
two thousand thirty,seventy,-0.25976342,-0.18021214,-0.34184277,-0.20518129,-0.17693712
two thousand thirty,eighty,-0.25919086,-0.18030688,-0.35855204,-0.21460813,-0.17698681
two thousand thirty,ninety,-0.25896248,-0.1802966,-0.35764483,-0.21581747,-0.17703485
two thousand thirty,hundred,-0.25968713,-0.08635543,3.6608503,0.5935987,-0.17653592
two thousand thirty,thousand,-0.19446884,5.6561246,0.25608933,-0.20347342,-0.1770478
two thousand thirty,<unk>,-0.25996897,-0.1803291,-0.35968697,-0.21444893,-0.17688377
two thousand thirty,<start>,-0.2599851,-0.18031392,-0.35490352,-0.21540932,-0.17705454
two thousand thirty,<end>,-0.26007536,-0.1803572,-0.36178905,-0.01856661,5.656852
