,,Time_0,Time_1
six,<pad>,0.029647447,0.027931033
six,one,0.035265237,0.038852766
six,two,0.024743259,0.026683718
six,three,0.03458039,0.03195473
six,four,0.029189743,0.028121151
six,five,0.03433968,0.032871094
six,six,0.026335133,0.024321659
six,seven,0.023781152,0.022943344
six,eight,0.028599294,0.026582256
six,nine,0.02944793,0.027783735
six,ten,0.026953837,0.029965801
six,eleven,0.02653815,0.03039162
six,twelve,0.027630571,0.027247097
six,thirteen,0.030735793,0.030800857
six,fourteen,0.039736476,0.04299912
six,fifteen,0.028128387,0.028054254
six,sixteen,0.026158018,0.023685185
six,seventeen,0.020224173,0.021235311
six,eighteen,0.033553306,0.03070133
six,nineteen,0.036156707,0.030481674
six,twenty,0.029274434,0.028609708
six,thirty,0.03897831,0.041316897
six,forty,0.031907115,0.035015017
six,fifty,0.025808442,0.025305798
six,sixty,0.03453302,0.036190983
six,seventy,0.0273722,0.030537713
six,eighty,0.042427022,0.042491235
six,ninety,0.027898751,0.027312418
six,hundred,0.030662486,0.02854837
six,thousand,0.028391061,0.030087223
six,<unk>,0.033189174,0.033948325
six,<start>,0.023607383,0.023412276
six,<end>,0.034206014,0.033616435
thirteen,<pad>,0.026863905,0.024514817
thirteen,one,0.033542126,0.03635023
thirteen,two,0.024444526,0.026104052
thirteen,three,0.03715875,0.034669027
thirteen,four,0.036552213,0.030575374
thirteen,five,0.03274929,0.031957366
thirteen,six,0.026651863,0.027175462
thirteen,seven,0.020255912,0.020333758
thirteen,eight,0.02794385,0.027300427
thirteen,nine,0.026001176,0.024641879
thirteen,ten,0.023348175,0.026990283
thirteen,eleven,0.025049182,0.026851477
thirteen,twelve,0.03181655,0.03204556
thirteen,thirteen,0.03172698,0.032073997
thirteen,fourteen,0.03791708,0.040641144
thirteen,fifteen,0.02584305,0.025718324
thirteen,sixteen,0.03102177,0.02901113
thirteen,seventeen,0.021727568,0.021712003
thirteen,eighteen,0.03350258,0.027500987
thirteen,nineteen,0.04002015,0.032967046
thirteen,twenty,0.030383967,0.033253737
thirteen,thirty,0.03830007,0.041807413
thirteen,forty,0.024425706,0.02605409
thirteen,fifty,0.024059549,0.023199234
thirteen,sixty,0.037512347,0.040481746
thirteen,seventy,0.028856073,0.03179927
thirteen,eighty,0.043113116,0.044584975
thirteen,ninety,0.027376514,0.028605565
thirteen,hundred,0.029447071,0.026752
thirteen,thousand,0.031140603,0.030172288
thirteen,<unk>,0.03238477,0.032972157
thirteen,<start>,0.025543107,0.025479212
thirteen,<end>,0.033320483,0.035703935
