,,Time_0,Time_1,Time_2
forty two,<pad>,-0.30484194,-0.3434313,-0.17993756
forty two,one,1.5070735,1.5184932,-0.13795011
forty two,two,0.3945282,-0.23872507,-0.17678563
forty two,three,-0.275004,-0.33368686,-0.17981596
forty two,four,5.194851,0.49096012,-0.16914587
forty two,five,-0.2568013,-0.31894878,-0.17899312
forty two,six,-0.20456907,-0.280531,-0.17989074
forty two,seven,-0.26752773,-0.32680514,-0.17973468
forty two,eight,-0.28754154,-0.32393622,-0.17962989
forty two,nine,-0.30054212,-0.33675626,-0.17976353
forty two,ten,-0.3010097,-0.34269944,-0.18003686
forty two,eleven,-0.29929325,-0.34385705,-0.1800351
forty two,twelve,-0.30236158,-0.3457258,-0.18009867
forty two,thirteen,-0.30473283,-0.34504938,-0.18006365
forty two,fourteen,-0.26355594,-0.33987355,-0.18004079
forty two,fifteen,-0.24700351,-0.31607297,-0.17862259
forty two,sixteen,-0.2918914,-0.3359212,-0.17996421
forty two,seventeen,-0.30388853,-0.34542897,-0.18008444
forty two,eighteen,-0.29960266,-0.34352562,-0.18002526
forty two,nineteen,-0.2799255,-0.33636472,-0.18000807
forty two,twenty,1.1150163,0.29218698,-0.14039998
forty two,thirty,-0.2992092,-0.33795294,-0.17965786
forty two,forty,-0.2324676,-0.28275296,-0.17941025
forty two,fifty,-0.30244693,-0.3323607,-0.17941691
forty two,sixty,-0.27044705,-0.27232835,-0.17799325
forty two,seventy,-0.2925033,-0.33175245,-0.17970185
forty two,eighty,-0.27897757,-0.3322447,-0.17962211
forty two,ninety,-0.3045232,-0.34446347,-0.18004711
forty two,hundred,-0.2797809,5.064885,-0.17962827
forty two,thousand,-0.24939214,0.109859414,-0.17996506
forty two,<unk>,-0.3038568,-0.34475031,-0.18006982
forty two,<start>,-0.3029246,-0.34327444,-0.18004574
forty two,<end>,-0.3048477,1.3428353,5.656585
four hundred two,<pad>,-0.20258136,-0.1823472,-0.36780497
four hundred two,one,-0.14663482,-0.17929608,-0.21284507
four hundred two,two,-0.0042446204,-0.17165348,2.3090644
four hundred two,three,-0.19120792,-0.18214402,-0.37155268
four hundred two,four,5.639427,-0.1740806,-0.30341494
four hundred two,five,-0.11559924,-0.16654542,0.9130171
four hundred two,six,0.21529604,-0.17050801,-0.31579864
four hundred two,seven,-0.20163885,-0.18230568,-0.37358123
four hundred two,eight,-0.20098215,-0.18225095,-0.3675112
four hundred two,nine,-0.20154616,-0.18212676,-0.36610097
four hundred two,ten,-0.2022748,-0.18233927,-0.37603977
four hundred two,eleven,-0.20044376,-0.18233454,-0.37444085
four hundred two,twelve,-0.20102626,-0.18238568,-0.3756174
four hundred two,thirteen,-0.20244493,-0.18236603,-0.37545133
four hundred two,fourteen,-0.19987488,-0.1822037,-0.3741122
four hundred two,fifteen,-0.20096007,-0.18193655,-0.34964597
four hundred two,sixteen,-0.20174249,-0.1820533,-0.366569
four hundred two,seventeen,-0.20228891,-0.18237437,-0.3747747
four hundred two,eighteen,-0.20033748,-0.18229225,-0.36672556
four hundred two,nineteen,-0.19865175,-0.18202126,-0.37285894
four hundred two,twenty,-0.1987182,-0.18181406,-0.21871684
four hundred two,thirty,-0.1988583,-0.1818692,-0.35866982
four hundred two,forty,-0.19617002,-0.18037206,-0.34741804
four hundred two,fifty,-0.20210052,-0.18002842,-0.28671086
four hundred two,sixty,-0.19577482,-0.16430451,0.98283774
four hundred two,seventy,-0.19951248,-0.17727011,0.3614875
four hundred two,eighty,-0.19609128,-0.18214267,-0.35088262
four hundred two,ninety,-0.20154552,-0.18234117,-0.37036136
four hundred two,hundred,-0.19067639,5.65603,0.10130278
four hundred two,thousand,-0.19295941,-0.083997875,-0.33696222
four hundred two,<unk>,-0.20233484,-0.18233389,-0.3737911
four hundred two,<start>,-0.2025165,-0.18231362,-0.37250262
four hundred two,<end>,-0.20298432,-0.1816774,4.7331514
