,,Time_0,Time_1
one,<pad>,0.026549313,0.025879351
one,one,0.033715863,0.03520982
one,two,0.02840979,0.028052568
one,three,0.03227583,0.03168176
one,four,0.036741205,0.03579879
one,five,0.029364336,0.029735252
one,six,0.028596643,0.027726877
one,seven,0.030889893,0.03064998
one,eight,0.025449699,0.025645094
one,nine,0.029298484,0.03262816
one,ten,0.027887437,0.026312867
one,eleven,0.026477639,0.025534324
one,twelve,0.031869683,0.031607475
one,thirteen,0.036781352,0.034910336
one,fourteen,0.035316322,0.033314656
one,fifteen,0.034070533,0.034685563
one,sixteen,0.027442904,0.030770859
one,seventeen,0.032956503,0.03183701
one,eighteen,0.028398283,0.024457868
one,nineteen,0.031139644,0.029481722
one,twenty,0.040069744,0.043354288
one,thirty,0.031583004,0.029693894
one,forty,0.028689964,0.029626926
one,fifty,0.02839026,0.030169887
one,sixty,0.024745833,0.024058098
one,seventy,0.029291058,0.02613504
one,eighty,0.02344947,0.024687603
one,ninety,0.025773061,0.02474832
one,hundred,0.026106551,0.026604341
one,thousand,0.026120594,0.026806949
one,<unk>,0.039914817,0.04254902
one,<start>,0.030511213,0.03475892
one,<end>,0.03172304,0.030886358
nine,<pad>,0.031047242,0.030899731
nine,one,0.036159784,0.03762843
nine,two,0.022672713,0.023922728
nine,three,0.036779225,0.038299214
nine,four,0.035821054,0.03529218
nine,five,0.033986818,0.029971074
nine,six,0.024382362,0.024601292
nine,seven,0.028026517,0.02778478
nine,eight,0.024927847,0.026206419
nine,nine,0.031807125,0.0333082
nine,ten,0.028437402,0.027844932
nine,eleven,0.022604335,0.021964205
nine,twelve,0.03030827,0.02893859
nine,thirteen,0.03464932,0.030691257
nine,fourteen,0.03805739,0.036887046
nine,fifteen,0.03539551,0.033844747
nine,sixteen,0.027220095,0.030729517
nine,seventeen,0.034153003,0.033245962
nine,eighteen,0.029042555,0.027171517
nine,nineteen,0.030542612,0.028813679
nine,twenty,0.035374783,0.037598953
nine,thirty,0.03305248,0.03041737
nine,forty,0.02941427,0.031798992
nine,fifty,0.028531265,0.029714486
nine,sixty,0.024699671,0.024149025
nine,seventy,0.02920019,0.027919432
nine,eighty,0.023801075,0.0258425
nine,ninety,0.029608913,0.028467547
nine,hundred,0.024829527,0.027045071
nine,thousand,0.029140526,0.03096284
nine,<unk>,0.034636244,0.037471242
nine,<start>,0.030969923,0.030283293
nine,<end>,0.03071997,0.030283803
