,,Time_0,Time_1,Time_2,Time_3
twenty seven,<pad>,0.030689413,0.024744598,0.02252832,
twenty seven,one,0.027767474,0.024235917,0.022558564,
twenty seven,two,0.037975587,0.034972597,0.03328281,
twenty seven,three,0.027153978,0.029938249,0.03090154,
twenty seven,four,0.034302685,0.034657016,0.034873262,
twenty seven,five,0.027201487,0.030357283,0.032291517,
twenty seven,six,0.029631825,0.03241929,0.033932187,
twenty seven,seven,0.031278398,0.030783774,0.030567732,
twenty seven,eight,0.03343981,0.03525407,0.036021132,
twenty seven,nine,0.03238419,0.030863667,0.029548522,
twenty seven,ten,0.032337386,0.031329248,0.030322688,
twenty seven,eleven,0.03139301,0.026088359,0.02439626,
twenty seven,twelve,0.023951668,0.02659251,0.028706562,
twenty seven,thirteen,0.03314557,0.03330488,0.032719407,
twenty seven,fourteen,0.041404035,0.040594503,0.040715765,
twenty seven,fifteen,0.027995193,0.03079131,0.032440495,
twenty seven,sixteen,0.030081768,0.03140875,0.032361005,
twenty seven,seventeen,0.033401527,0.032598134,0.032557,
twenty seven,eighteen,0.027532164,0.026517257,0.02610532,
twenty seven,nineteen,0.027438104,0.027546227,0.026953375,
twenty seven,twenty,0.024098745,0.024880672,0.024959097,
twenty seven,thirty,0.027394822,0.028514972,0.028845444,
twenty seven,forty,0.027831674,0.031658307,0.033886038,
twenty seven,fifty,0.032921847,0.028545447,0.026716035,
twenty seven,sixty,0.031218125,0.03246352,0.03280613,
twenty seven,seventy,0.027740093,0.026645022,0.02599543,
twenty seven,eighty,0.036097318,0.03555694,0.035064448,
twenty seven,ninety,0.023770662,0.02625519,0.027172301,
twenty seven,hundred,0.02248787,0.024744751,0.02593232,
twenty seven,thousand,0.03263074,0.028961454,0.027388446,
twenty seven,<unk>,0.0330988,0.031115515,0.02970055,
twenty seven,<start>,0.034775183,0.042116754,0.045674436,
twenty seven,<end>,0.025428794,0.02354386,0.022075966,
two hundred seven,<pad>,0.03226363,0.026787935,0.024568874,0.023567362
two hundred seven,one,0.026858566,0.023193458,0.021342153,0.020365266
two hundred seven,two,0.035087507,0.0328852,0.031776763,0.031165613
two hundred seven,three,0.028387755,0.032135595,0.0335876,0.03425508
two hundred seven,four,0.03573662,0.036611717,0.037062876,0.03735445
two hundred seven,five,0.02627729,0.028966786,0.030511508,0.031168696
two hundred seven,six,0.02972591,0.03197475,0.032881286,0.033276632
two hundred seven,seven,0.029649878,0.029484384,0.02934676,0.029176764
two hundred seven,eight,0.031923126,0.032863036,0.033188663,0.033259448
two hundred seven,nine,0.028403053,0.027313873,0.026764091,0.026459064
two hundred seven,ten,0.032092948,0.031823054,0.031210205,0.030564899
two hundred seven,eleven,0.03307853,0.027863827,0.026005024,0.0252109
two hundred seven,twelve,0.024635026,0.026993169,0.02879174,0.02992127
two hundred seven,thirteen,0.03201866,0.032401502,0.032038435,0.03166611
two hundred seven,fourteen,0.039539568,0.038574617,0.038353637,0.038233496
two hundred seven,fifteen,0.030922154,0.033900034,0.03585057,0.037320115
two hundred seven,sixteen,0.029652566,0.03048035,0.03120581,0.031587284
two hundred seven,seventeen,0.033469785,0.032712772,0.032355186,0.032113943
two hundred seven,eighteen,0.028829709,0.028536107,0.028398456,0.028316688
two hundred seven,nineteen,0.027865347,0.02775247,0.027181096,0.02674061
two hundred seven,twenty,0.025104212,0.025512686,0.02550186,0.025531396
two hundred seven,thirty,0.02969419,0.030670865,0.030872177,0.0308928
two hundred seven,forty,0.028115854,0.032417484,0.034734603,0.03595738
two hundred seven,fifty,0.033682074,0.030459335,0.028879924,0.02808576
two hundred seven,sixty,0.028485725,0.029561358,0.030029036,0.0303106
two hundred seven,seventy,0.026321288,0.025972683,0.025763143,0.025820253
two hundred seven,eighty,0.035980165,0.0352489,0.03491218,0.034987636
two hundred seven,ninety,0.025572995,0.027113734,0.027690917,0.027846383
two hundred seven,hundred,0.02335628,0.024527948,0.025195936,0.025541851
two hundred seven,thousand,0.029204339,0.025706952,0.024177583,0.023422426
two hundred seven,<unk>,0.036363453,0.034303833,0.032959405,0.032090694
two hundred seven,<start>,0.03589504,0.04080603,0.043544475,0.045199007
two hundred seven,<end>,0.025806725,0.024443652,0.023317942,0.022590216
