,,Time_0,Time_1
seven,<pad>,0.029183965,0.029267138
seven,one,0.02497534,0.028734684
seven,two,0.027468862,0.023330495
seven,three,0.033814985,0.035717595
seven,four,0.03317993,0.032555867
seven,five,0.03047699,0.03183729
seven,six,0.038440816,0.03659402
seven,seven,0.03050926,0.03126613
seven,eight,0.027119298,0.025349388
seven,nine,0.028354289,0.028468926
seven,ten,0.029378682,0.027357033
seven,eleven,0.035167366,0.034240533
seven,twelve,0.02509458,0.027222974
seven,thirteen,0.029740153,0.028123576
seven,fourteen,0.030326763,0.030173182
seven,fifteen,0.03128871,0.030901635
seven,sixteen,0.027620306,0.02883131
seven,seventeen,0.02846752,0.02804077
seven,eighteen,0.03765864,0.037521787
seven,nineteen,0.025850302,0.025274575
seven,twenty,0.029640552,0.031509414
seven,thirty,0.030961545,0.029457156
seven,forty,0.027264373,0.026086207
seven,fifty,0.031743336,0.027551303
seven,sixty,0.028187046,0.030995734
seven,seventy,0.0318939,0.035355136
seven,eighty,0.02971445,0.030594014
seven,ninety,0.033747233,0.032888018
seven,hundred,0.030829746,0.031229956
seven,thousand,0.0312696,0.03456089
seven,<unk>,0.027885715,0.025297962
seven,<start>,0.028577466,0.031118048
seven,<end>,0.03416816,0.032547135
eighteen,<pad>,0.029983534,0.032999385
eighteen,one,0.0226789,0.026640892
eighteen,two,0.025619013,0.0211804
eighteen,three,0.03198796,0.03546199
eighteen,four,0.035223525,0.033980023
eighteen,five,0.03252857,0.033974033
eighteen,six,0.03733996,0.03488741
eighteen,seven,0.027645193,0.030008547
eighteen,eight,0.025131242,0.025610695
eighteen,nine,0.028761208,0.029970726
eighteen,ten,0.034015503,0.030329613
eighteen,eleven,0.031407885,0.030286992
eighteen,twelve,0.02508138,0.027112039
eighteen,thirteen,0.029481845,0.028256012
eighteen,fourteen,0.03156379,0.030809376
eighteen,fifteen,0.036011405,0.03171658
eighteen,sixteen,0.026554087,0.0289839
eighteen,seventeen,0.030128574,0.028626839
eighteen,eighteen,0.03646002,0.037971206
eighteen,nineteen,0.026278747,0.026498396
eighteen,twenty,0.025971288,0.028258022
eighteen,thirty,0.02627601,0.027444592
eighteen,forty,0.028171593,0.0278784
eighteen,fifty,0.032902922,0.026096797
eighteen,sixty,0.025846595,0.028128672
eighteen,seventy,0.031361166,0.033491213
eighteen,eighty,0.035359308,0.037445374
eighteen,ninety,0.034017835,0.032475837
eighteen,hundred,0.033483498,0.032907967
eighteen,thousand,0.034091465,0.038008127
eighteen,<unk>,0.023185529,0.020047532
eighteen,<start>,0.028645609,0.029648526
eighteen,<end>,0.036804814,0.032863703
