,,Time_0,Time_1,Time_2
four hundred,<pad>,0.03028116,0.031556446,0.031992555
four hundred,one,0.022632638,0.025286937,0.026210817
four hundred,two,0.025879025,0.02201732,0.020403173
four hundred,three,0.0334273,0.036806926,0.038393293
four hundred,four,0.035903133,0.035044126,0.03502273
four hundred,five,0.030692419,0.031226788,0.031282328
four hundred,six,0.041623376,0.03891133,0.038402293
four hundred,seven,0.030303223,0.03156595,0.032952014
four hundred,eight,0.028447181,0.02838973,0.028394649
four hundred,nine,0.029283443,0.029100446,0.028685173
four hundred,ten,0.032006618,0.027935954,0.026431575
four hundred,eleven,0.03128491,0.02947135,0.02792695
four hundred,twelve,0.023927229,0.024223808,0.024226205
four hundred,thirteen,0.027065843,0.027770529,0.028500877
four hundred,fourteen,0.036200665,0.036460407,0.036256045
four hundred,fifteen,0.034828886,0.031415086,0.030475505
four hundred,sixteen,0.02860012,0.030245673,0.030653108
four hundred,seventeen,0.030693248,0.030946812,0.030738331
four hundred,eighteen,0.034220044,0.033797514,0.033573657
four hundred,nineteen,0.027050417,0.028138747,0.028100986
four hundred,twenty,0.028535832,0.030936062,0.032460403
four hundred,thirty,0.028397087,0.027897019,0.02764509
four hundred,forty,0.024703037,0.024184678,0.023557061
four hundred,fifty,0.02594425,0.02241107,0.020573188
four hundred,sixty,0.029202009,0.029962452,0.030455345
four hundred,seventy,0.031668082,0.03496348,0.035710238
four hundred,eighty,0.034424573,0.036023196,0.036196258
four hundred,ninety,0.033240557,0.03154763,0.030702187
four hundred,hundred,0.03382556,0.037052434,0.039057042
four hundred,thousand,0.032534044,0.036693934,0.038940664
four hundred,<unk>,0.021908049,0.019802641,0.018737951
four hundred,<start>,0.02726032,0.028027836,0.028393006
four hundred,<end>,0.034005735,0.030185778,0.028949222
four thousand,<pad>,0.030205151,0.03140834,0.03196855
four thousand,one,0.022049136,0.02468044,0.025507938
four thousand,two,0.026084697,0.023022693,0.021512678
four thousand,three,0.032434013,0.036354758,0.038651053
four thousand,four,0.03222263,0.03215162,0.03212824
four thousand,five,0.03219825,0.03229331,0.031747818
four thousand,six,0.04198719,0.038486723,0.037481796
four thousand,seven,0.030044002,0.030872716,0.031626854
four thousand,eight,0.026742948,0.02736404,0.02769423
four thousand,nine,0.030425826,0.028839994,0.027913338
four thousand,ten,0.03107849,0.027939675,0.0267727
four thousand,eleven,0.029462174,0.02892272,0.028134033
four thousand,twelve,0.025954982,0.02549549,0.025488466
four thousand,thirteen,0.024776936,0.024810245,0.025128255
four thousand,fourteen,0.033771385,0.034575954,0.03458298
four thousand,fifteen,0.0345258,0.030987784,0.03007366
four thousand,sixteen,0.030050306,0.030551579,0.030508619
four thousand,seventeen,0.02964448,0.031198077,0.03178809
four thousand,eighteen,0.03418597,0.03418039,0.034354817
four thousand,nineteen,0.027274983,0.028795423,0.029043065
four thousand,twenty,0.030415103,0.03229174,0.03360617
four thousand,thirty,0.03251141,0.031399004,0.030803619
four thousand,forty,0.026266828,0.025454285,0.024689225
four thousand,fifty,0.026065132,0.02324621,0.02170428
four thousand,sixty,0.028463107,0.028674297,0.028785076
four thousand,seventy,0.03194562,0.03590913,0.037300423
four thousand,eighty,0.034767922,0.03693077,0.03750342
four thousand,ninety,0.034246333,0.03219214,0.031258333
four thousand,hundred,0.032140795,0.033822153,0.034972027
four thousand,thousand,0.03558321,0.038761158,0.040623337
four thousand,<unk>,0.021955201,0.020025427,0.018800719
four thousand,<start>,0.026818762,0.027673183,0.028205883
four thousand,<end>,0.03370129,0.030688452,0.029640393
