,,Time_0,Time_1,Time_2,Time_3
three hundred five,<pad>,0.034717195,0.03665376,0.03725882,0.0374847
three hundred five,one,0.02862997,0.029689925,0.029679859,0.029536637
three hundred five,two,0.035647504,0.035952665,0.035910055,0.036120094
three hundred five,three,0.033808444,0.033930313,0.03436747,0.03482909
three hundred five,four,0.025669547,0.02663874,0.027702544,0.028533403
three hundred five,five,0.026054155,0.027697494,0.029039381,0.029940141
three hundred five,six,0.038539957,0.03475043,0.032551173,0.03128632
three hundred five,seven,0.030090336,0.03127509,0.032596115,0.033425637
three hundred five,eight,0.029715974,0.02766736,0.026715625,0.026146509
three hundred five,nine,0.03228221,0.032499857,0.032358717,0.03224899
three hundred five,ten,0.027972346,0.029228028,0.02925465,0.029159568
three hundred five,eleven,0.033315457,0.035163067,0.034768596,0.0339363
three hundred five,twelve,0.038267303,0.04264187,0.045618605,0.04717522
three hundred five,thirteen,0.034678973,0.035683963,0.036151253,0.036374297
three hundred five,fourteen,0.029413452,0.028609041,0.027893135,0.027543727
three hundred five,fifteen,0.024210235,0.023214933,0.022522783,0.02211007
three hundred five,sixteen,0.03088493,0.027526,0.026399113,0.026052915
three hundred five,seventeen,0.026455477,0.025237309,0.024522264,0.023998354
three hundred five,eighteen,0.029791836,0.03159553,0.03299001,0.033980727
three hundred five,nineteen,0.033224843,0.0348646,0.036005504,0.03679328
three hundred five,twenty,0.028955404,0.03096178,0.031592656,0.031784512
three hundred five,thirty,0.035358947,0.03370212,0.032321617,0.03146053
three hundred five,forty,0.019768786,0.018402763,0.018206224,0.01823402
three hundred five,fifty,0.024061784,0.026866073,0.028079081,0.028579228
three hundred five,sixty,0.024989901,0.029800912,0.03297733,0.034768153
three hundred five,seventy,0.031935345,0.032215957,0.032361265,0.032354772
three hundred five,eighty,0.024786416,0.025000766,0.025001189,0.025175042
three hundred five,ninety,0.025465539,0.024177862,0.023488194,0.022964997
three hundred five,hundred,0.029315688,0.030595776,0.03153648,0.032228276
three hundred five,thousand,0.038994353,0.034740325,0.032178987,0.030618431
three hundred five,<unk>,0.03953128,0.034756824,0.032035038,0.030407194
three hundred five,<start>,0.029886194,0.024253303,0.0216286,0.020359462
three hundred five,<end>,0.023580123,0.024005609,0.024287706,0.024389422
three hundred fifty,<pad>,0.033817474,0.035861235,0.036454316,0.036695663
three hundred fifty,one,0.02888793,0.030202916,0.03032455,0.030266304
three hundred fifty,two,0.035032004,0.03550993,0.03556044,0.035828605
three hundred fifty,three,0.033521995,0.033328805,0.033647366,0.03408674
three hundred fifty,four,0.026079837,0.026846413,0.027894445,0.028738376
three hundred fifty,five,0.025791349,0.027190177,0.028493548,0.029401017
three hundred fifty,six,0.038505014,0.034867086,0.032753058,0.031523842
three hundred fifty,seven,0.02976611,0.030984102,0.032192253,0.032922424
three hundred fifty,eight,0.029387675,0.027719747,0.026865391,0.026322577
three hundred fifty,nine,0.033096332,0.032738812,0.032387428,0.032196887
three hundred fifty,ten,0.028405007,0.029553674,0.029496256,0.029328806
three hundred fifty,eleven,0.032164294,0.034205213,0.033860378,0.03303258
three hundred fifty,twelve,0.03858244,0.0428396,0.04574463,0.047310293
three hundred fifty,thirteen,0.035392158,0.03624535,0.036591575,0.036722496
three hundred fifty,fourteen,0.030099448,0.029430551,0.028667606,0.028254423
three hundred fifty,fifteen,0.025572684,0.024446277,0.023696076,0.023245374
three hundred fifty,sixteen,0.031076832,0.027416423,0.02623262,0.02588289
three hundred fifty,seventeen,0.026312154,0.024801863,0.023957502,0.023394018
three hundred fifty,eighteen,0.030034635,0.03178121,0.033108965,0.034036063
three hundred fifty,nineteen,0.032838237,0.034692317,0.035984438,0.036855727
three hundred fifty,twenty,0.028733496,0.030982332,0.03180478,0.03213587
three hundred fifty,thirty,0.03612299,0.034494825,0.033121996,0.032270577
three hundred fifty,forty,0.020153752,0.018349271,0.017944243,0.017834168
three hundred fifty,fifty,0.023817645,0.026826203,0.028264482,0.028919548
three hundred fifty,sixty,0.025331734,0.030367438,0.0336279,0.03542978
three hundred fifty,seventy,0.031298768,0.031687893,0.031936612,0.032008722
three hundred fifty,eighty,0.024079295,0.024387116,0.024401607,0.024573917
three hundred fifty,ninety,0.025816482,0.024382437,0.023616623,0.023039458
three hundred fifty,hundred,0.028773183,0.029924754,0.030645655,0.03119506
three hundred fifty,thousand,0.038912494,0.03488061,0.03236645,0.03077986
three hundred fifty,<unk>,0.03903582,0.03412138,0.031473946,0.029930474
three hundred fifty,<start>,0.029917642,0.024649909,0.022147777,0.020902421
three hundred fifty,<end>,0.023643134,0.024284003,0.02473493,0.024934953
