,,Time_0,Time_1,Time_2,Time_3
seventy six,<pad>,0.032713924,0.032701753,0.032316066,
seventy six,one,0.021524573,0.025138356,0.026415447,
seventy six,two,0.025416678,0.02060801,0.018613352,
seventy six,three,0.03355816,0.03692576,0.038157392,
seventy six,four,0.037646215,0.036699582,0.036812227,
seventy six,five,0.03275526,0.03501397,0.035899412,
seventy six,six,0.040471982,0.038382236,0.038014963,
seventy six,seven,0.030350216,0.030678988,0.03234214,
seventy six,eight,0.025729224,0.02555106,0.02546741,
seventy six,nine,0.029645318,0.030697055,0.030954465,
seventy six,ten,0.031485055,0.027676497,0.026096001,
seventy six,eleven,0.034200087,0.031665668,0.030042794,
seventy six,twelve,0.02286315,0.024426132,0.02502783,
seventy six,thirteen,0.028944103,0.029121203,0.029567793,
seventy six,fourteen,0.033169333,0.033396773,0.03335852,
seventy six,fifteen,0.03432732,0.031350862,0.030787893,
seventy six,sixteen,0.027840266,0.030128812,0.030468835,
seventy six,seventeen,0.027064424,0.026291497,0.025833644,
seventy six,eighteen,0.03721705,0.036953602,0.03664054,
seventy six,nineteen,0.02614572,0.026798416,0.026504267,
seventy six,twenty,0.027602782,0.029526886,0.030944256,
seventy six,thirty,0.02766575,0.027904699,0.027606845,
seventy six,forty,0.02512329,0.024943143,0.02429219,
seventy six,fifty,0.02763641,0.022990325,0.02046268,
seventy six,sixty,0.029033497,0.03174809,0.03288934,
seventy six,seventy,0.03085594,0.034056872,0.03483089,
seventy six,eighty,0.033997335,0.036452807,0.036808554,
seventy six,ninety,0.034588482,0.03271342,0.03164182,
seventy six,hundred,0.03327625,0.033948835,0.034977812,
seventy six,thousand,0.031522356,0.036134295,0.038829405,
seventy six,<unk>,0.02253712,0.019301716,0.017925544,
seventy six,<start>,0.026931932,0.028192347,0.028943898,
seventy six,<end>,0.036160737,0.031880297,0.030525824,
seven hundred sixty,<pad>,0.03143609,0.031695314,0.031701773,0.03171442
seven hundred sixty,one,0.023323277,0.025420135,0.026140494,0.026363466
seven hundred sixty,two,0.025766801,0.02186183,0.020101178,0.01938768
seven hundred sixty,three,0.033734273,0.036749274,0.03801521,0.038825367
seven hundred sixty,four,0.035237625,0.034969226,0.035313547,0.035464134
seven hundred sixty,five,0.032688335,0.03385798,0.03423645,0.034368284
seven hundred sixty,six,0.039442554,0.038167257,0.037947614,0.038209442
seven hundred sixty,seven,0.030659547,0.031556677,0.03287934,0.033739924
seven hundred sixty,eight,0.02641095,0.02641077,0.026625834,0.026640773
seven hundred sixty,nine,0.029538913,0.029370515,0.029125066,0.028981514
seven hundred sixty,ten,0.031392254,0.028716527,0.027566629,0.026993867
seven hundred sixty,eleven,0.03103943,0.028976344,0.027490968,0.026683431
seven hundred sixty,twelve,0.02434156,0.025137013,0.025313627,0.025345942
seven hundred sixty,thirteen,0.028044615,0.028665876,0.029300794,0.029721348
seven hundred sixty,fourteen,0.034301832,0.034721028,0.03468527,0.034553535
seven hundred sixty,fifteen,0.033655953,0.030734925,0.029908558,0.029627439
seven hundred sixty,sixteen,0.02874667,0.030123277,0.030381022,0.030430868
seven hundred sixty,seventeen,0.028722566,0.028836051,0.028546376,0.028351346
seven hundred sixty,eighteen,0.034142345,0.034070935,0.03402794,0.034005765
seven hundred sixty,nineteen,0.02889279,0.029228939,0.028857643,0.028603358
seven hundred sixty,twenty,0.029524593,0.03122382,0.03241114,0.032977916
seven hundred sixty,thirty,0.029627118,0.028822532,0.028412415,0.028153064
seven hundred sixty,forty,0.024443345,0.024673782,0.024304805,0.0238424
seven hundred sixty,fifty,0.02695467,0.023233095,0.021207463,0.0201549
seven hundred sixty,sixty,0.030189367,0.030922033,0.03128767,0.031490277
seven hundred sixty,seventy,0.030845635,0.034075774,0.034790874,0.034751836
seven hundred sixty,eighty,0.035792187,0.037693735,0.03795607,0.03765858
seven hundred sixty,ninety,0.0323854,0.030899094,0.030111378,0.02970418
seven hundred sixty,hundred,0.0334018,0.035573315,0.037259016,0.038455117
seven hundred sixty,thousand,0.032661684,0.03579091,0.03768759,0.0386
seven hundred sixty,<unk>,0.021274649,0.019423429,0.018597499,0.018228687
seven hundred sixty,<start>,0.026768563,0.026856052,0.027086921,0.027424349
seven hundred sixty,<end>,0.034612395,0.03154252,0.030721866,0.03054653
