,,Time_0,Time_1,Time_2,Time_3
sixteen,<pad>,-0.22027925,-0.19585632,-0.17744328,
sixteen,one,5.6406627,-0.14193052,-0.16670962,
sixteen,two,-0.21220155,-0.19572592,-0.17743577,
sixteen,three,-0.20872317,-0.19541511,-0.17741098,
sixteen,four,-0.19384776,-0.19504091,-0.1774091,
sixteen,five,0.022104125,-0.19085816,-0.17678961,
sixteen,six,-0.14448513,-0.19404954,-0.17742702,
sixteen,seven,-0.21486327,-0.19571126,-0.17731456,
sixteen,eight,-0.21151517,-0.19533154,-0.17735794,
sixteen,nine,-0.21173608,-0.19562112,-0.17744005,
sixteen,ten,-0.21937728,-0.19582711,-0.17748867,
sixteen,eleven,-0.21981427,-0.19574812,-0.17748487,
sixteen,twelve,-0.2192225,-0.19588259,-0.17749111,
sixteen,thirteen,-0.21930449,-0.19579217,-0.17747189,
sixteen,fourteen,-0.19185293,-0.19533204,-0.17737408,
sixteen,fifteen,-0.14067802,-0.17745885,-0.17611353,
sixteen,sixteen,-0.043929994,-0.17260888,-0.17644809,
sixteen,seventeen,-0.21419871,-0.19549595,-0.17748757,
sixteen,eighteen,-0.2171609,-0.19582106,-0.17747921,
sixteen,nineteen,-0.15205309,-0.19015233,-0.17725058,
sixteen,twenty,-0.08337552,-0.18936406,-0.17374425,
sixteen,thirty,-0.20479625,-0.19250855,-0.17722839,
sixteen,forty,-0.06342503,-0.17538795,-0.17584153,
sixteen,fifty,-0.2186784,-0.19420396,-0.17717093,
sixteen,sixty,-0.20914839,-0.19242273,-0.17718554,
sixteen,seventy,-0.21703513,-0.19401772,-0.17657349,
sixteen,eighty,-0.2043315,-0.19524401,-0.17706388,
sixteen,ninety,-0.22028314,-0.19581003,-0.17742829,
sixteen,hundred,0.09296565,5.638429,-0.17734861,
sixteen,thousand,-0.21877798,-0.18795462,-0.17750533,
sixteen,<unk>,-0.22006649,-0.19583985,-0.17748758,
sixteen,<start>,-0.22008547,-0.19593975,-0.17743881,
sixteen,<end>,-0.22048593,0.2759237,5.656844,
one hundred six,<pad>,-0.19039966,-0.18036132,-0.20657796,-0.17683941
one hundred six,one,5.6543665,-0.17900987,-0.14459355,-0.17611149
one hundred six,two,-0.10235708,-0.1801434,-0.15201962,-0.17676036
one hundred six,three,-0.18035099,-0.18031134,-0.2077994,-0.17680927
one hundred six,four,-0.07155857,-0.18022875,-0.20357187,-0.17680621
one hundred six,five,-0.08370933,-0.1790639,-0.02454557,-0.17648864
one hundred six,six,-0.15674773,-0.17872111,-0.15552408,-0.17680451
one hundred six,seven,-0.1880316,-0.18035607,-0.20605068,-0.17682739
one hundred six,eight,-0.18836579,-0.18034324,-0.20629805,-0.17683351
one hundred six,nine,-0.18219285,-0.1803459,-0.20824763,-0.17683434
one hundred six,ten,-0.19000882,-0.18036188,-0.20895086,-0.17683992
one hundred six,eleven,-0.18994394,-0.18034503,-0.20831412,-0.1768413
one hundred six,twelve,-0.18852371,-0.18034281,-0.2057354,-0.17683885
one hundred six,thirteen,-0.18955594,-0.18034136,-0.2047172,-0.1768326
one hundred six,fourteen,-0.18590088,-0.18034981,-0.20773864,-0.1768398
one hundred six,fifteen,-0.18584046,-0.1801144,-0.19456577,-0.1768229
one hundred six,sixteen,-0.18668132,-0.18025294,-0.20300986,-0.17682852
one hundred six,seventeen,-0.18923375,-0.18030171,-0.2071341,-0.17684439
one hundred six,eighteen,-0.18944219,-0.1803594,-0.20828715,-0.17684303
one hundred six,nineteen,-0.18853265,-0.18020926,-0.2057367,-0.17684044
one hundred six,twenty,-0.18459529,-0.18002507,5.6499896,-0.17667879
one hundred six,thirty,-0.18305731,-0.18003196,-0.19234778,-0.1768259
one hundred six,forty,-0.1771095,-0.1794819,-0.11230895,-0.17680533
one hundred six,fifty,-0.19030225,-0.18022798,-0.16195011,-0.17676285
one hundred six,sixty,-0.18474093,-0.1794495,-0.13064297,-0.17682245
one hundred six,seventy,-0.18835922,-0.18011244,-0.09318464,-0.1765343
one hundred six,eighty,-0.18648274,-0.1803472,-0.20495199,-0.17681038
one hundred six,ninety,-0.19015004,-0.18035816,-0.20868328,-0.17683457
one hundred six,hundred,-0.18211429,5.6559014,-0.03243157,-0.17677386
one hundred six,thousand,-0.18849632,-0.07298006,-0.2003753,-0.17684218
one hundred six,<unk>,-0.19010033,-0.18034676,-0.20797913,-0.17684044
one hundred six,<start>,-0.1906819,-0.18037371,-0.20686522,-0.17683624
one hundred six,<end>,-0.19079944,-0.18030295,-0.1288503,5.656854
