,,Time_0,Time_1
seven,<pad>,-0.18118764,-0.17684487
seven,one,-0.15232562,-0.17580535
seven,two,-0.14917977,-0.17681877
seven,three,-0.17578936,-0.17683555
seven,four,-0.17857246,-0.17671028
seven,five,-0.17981923,-0.17684214
seven,six,-0.18079847,-0.17685285
seven,seven,5.6566753,-0.17650731
seven,eight,-0.17570807,-0.17684306
seven,nine,-0.17767161,-0.1768431
seven,ten,-0.1812864,-0.17685091
seven,eleven,-0.18147519,-0.17685358
seven,twelve,-0.18148172,-0.17685395
seven,thirteen,-0.18103711,-0.17683904
seven,fourteen,-0.17556837,-0.17684826
seven,fifteen,-0.17895332,-0.1768184
seven,sixteen,-0.17991345,-0.17683786
seven,seventeen,-0.18140092,-0.17685254
seven,eighteen,-0.18138768,-0.17685066
seven,nineteen,-0.18007609,-0.1768502
seven,twenty,-0.16949148,-0.17681612
seven,thirty,-0.17977081,-0.17682111
seven,forty,-0.17889704,-0.17681883
seven,fifty,-0.17990488,-0.1767847
seven,sixty,-0.18112846,-0.1768023
seven,seventy,-0.16233651,-0.17673141
seven,eighty,-0.1802011,-0.17684679
seven,ninety,-0.18143432,-0.17685336
seven,hundred,-0.18030286,-0.17648545
seven,thousand,-0.18114778,-0.17683363
seven,<unk>,-0.1812427,-0.17684877
seven,<start>,-0.18122558,-0.17685267
seven,<end>,-0.16595982,5.656854
eighteen,<pad>,-0.23653586,-0.1769581
eighteen,one,-0.015228361,-0.176343
eighteen,two,-0.17544208,-0.17686969
eighteen,three,-0.23730433,-0.1769654
eighteen,four,-0.22852954,-0.17690799
eighteen,five,-0.23012896,-0.17692228
eighteen,six,-0.041981682,-0.17689872
eighteen,seven,-0.1942356,-0.17694363
eighteen,eight,0.18433285,-0.17669979
eighteen,nine,0.20612705,-0.1768538
eighteen,ten,-0.23854946,-0.17696263
eighteen,eleven,-0.2383689,-0.17696519
eighteen,twelve,-0.2395666,-0.17696474
eighteen,thirteen,-0.23480617,-0.17694263
eighteen,fourteen,-0.23058785,-0.1769619
eighteen,fifteen,-0.23430073,-0.17694342
eighteen,sixteen,-0.18396612,-0.1769314
eighteen,seventeen,-0.23886625,-0.17696476
eighteen,eighteen,-0.23820065,-0.17696302
eighteen,nineteen,-0.17685571,-0.17692833
eighteen,twenty,-0.23552108,-0.17696431
eighteen,thirty,-0.22542234,-0.17692436
eighteen,forty,-0.103068456,-0.17685147
eighteen,fifty,-0.23400562,-0.17693633
eighteen,sixty,-0.20103349,-0.17576124
eighteen,seventy,-0.18271898,-0.17684942
eighteen,eighty,5.622879,-0.17615697
eighteen,ninety,-0.23936434,-0.1769648
eighteen,hundred,-0.12543902,-0.17477082
eighteen,thousand,-0.23319542,-0.17687905
eighteen,<unk>,-0.23015012,-0.17694369
eighteen,<start>,-0.23797177,-0.17696083
eighteen,<end>,-0.15199383,5.6568537
