,,Time_0,Time_1
five,<pad>,-0.24131066,-0.17677756
five,one,-0.23343444,-0.17677577
five,two,-0.1483136,-0.17677657
five,three,0.31725398,-0.17677675
five,four,-0.22256193,-0.17677602
five,five,5.5764627,-0.17677587
five,six,-0.2259499,-0.17677753
five,seven,-0.19249202,-0.17677756
five,eight,-0.17821574,-0.1767773
five,nine,-0.17752406,-0.17677727
five,ten,-0.24149151,-0.17677768
five,eleven,-0.24427469,-0.17677768
five,twelve,-0.24209838,-0.17677768
five,thirteen,-0.24293855,-0.17677751
five,fourteen,-0.18141715,-0.17677747
five,fifteen,-0.1547923,-0.17677474
five,sixteen,-0.22166173,-0.17677726
five,seventeen,-0.24419673,-0.17677765
five,eighteen,-0.24381572,-0.17677763
five,nineteen,-0.22025667,-0.1767775
five,twenty,-0.22970286,-0.17677751
five,thirty,-0.068328366,-0.17677544
five,forty,-0.22913286,-0.17677705
five,fifty,-0.233376,-0.1767772
five,sixty,-0.22618087,-0.1767737
five,seventy,-0.20490806,-0.17677692
five,eighty,-0.2359946,-0.17677765
five,ninety,-0.24363033,-0.17677766
five,hundred,-0.23924454,-0.17676933
five,thousand,-0.23388524,-0.17677571
five,<unk>,-0.24333693,-0.17677762
five,<start>,-0.24432741,-0.17677768
five,<end>,0.59507746,5.656854
eight,<pad>,-0.18124977,-0.17698024
eight,one,-0.17976218,-0.1767385
eight,two,-0.16690221,-0.17689064
eight,three,-0.17965388,-0.17697148
eight,four,-0.18030997,-0.1768981
eight,five,-0.17445527,-0.17682211
eight,six,-0.14643389,-0.17688031
eight,seven,-0.17524351,-0.17694755
eight,eight,5.656659,-0.17457092
eight,nine,-0.1576829,-0.17693709
eight,ten,-0.18139468,-0.17698433
eight,eleven,-0.1809795,-0.1769797
eight,twelve,-0.18145198,-0.17698543
eight,thirteen,-0.18100002,-0.17696413
eight,fourteen,-0.18106183,-0.17698364
eight,fifteen,-0.18110558,-0.17694803
eight,sixteen,-0.1808768,-0.17696391
eight,seventeen,-0.18147647,-0.17698431
eight,eighteen,-0.1813732,-0.1769814
eight,nineteen,-0.17970347,-0.17696612
eight,twenty,-0.18059288,-0.17697248
eight,thirty,-0.17796372,-0.1768247
eight,forty,-0.17152683,-0.17690471
eight,fifty,-0.18057835,-0.17693695
eight,sixty,-0.17897138,-0.17638372
eight,seventy,-0.17967632,-0.17687362
eight,eighty,-0.15461448,-0.1768382
eight,ninety,-0.18149321,-0.17698602
eight,hundred,-0.17993474,-0.17503475
eight,thousand,-0.1810674,-0.17677552
eight,<unk>,-0.18089344,-0.17696004
eight,<start>,-0.18139368,-0.17698474
eight,<end>,-0.17583539,5.656853
