,,Time_0,Time_1,Time_2,Time_3,Time_4
two thousand three,<pad>,-0.19584362,-0.17752111,-0.34157962,-0.17870322,
two thousand three,one,-0.16445169,-0.1772391,-0.2937894,-0.17380263,
two thousand three,two,5.641753,-0.17573862,0.59026045,-0.16999929,
two thousand three,three,0.22631426,-0.17690834,-0.3243199,-0.17854643,
two thousand three,four,-0.117608435,-0.17720807,-0.34310955,-0.17863739,
two thousand three,five,-0.18795301,-0.17641822,4.9260855,-0.17010975,
two thousand three,six,-0.1669113,-0.17490984,2.2078366,-0.17591576,
two thousand three,seven,-0.1954392,-0.17750902,-0.34435,-0.17864315,
two thousand three,eight,-0.19552334,-0.17746055,-0.34034145,-0.17868316,
two thousand three,nine,-0.1932989,-0.17745703,-0.33487058,-0.17863888,
two thousand three,ten,-0.19557656,-0.1775133,-0.33721966,-0.17848608,
two thousand three,eleven,-0.19595717,-0.17752716,-0.34277302,-0.17838342,
two thousand three,twelve,-0.195667,-0.17752324,-0.34685898,-0.17866501,
two thousand three,thirteen,-0.19553539,-0.177472,-0.33967218,-0.17862074,
two thousand three,fourteen,-0.19552357,-0.17750166,-0.32992244,-0.17852594,
two thousand three,fifteen,-0.19551782,-0.17750804,-0.33904576,-0.17841963,
two thousand three,sixteen,-0.19565082,-0.1774955,-0.33651936,-0.17859149,
two thousand three,seventeen,-0.19596869,-0.17752644,-0.34523472,-0.17865865,
two thousand three,eighteen,-0.19589677,-0.17752026,-0.34767225,-0.17866555,
two thousand three,nineteen,-0.19556765,-0.1775033,-0.3425676,-0.17843933,
two thousand three,twenty,-0.19505507,-0.17748734,-0.0952725,-0.17433569,
two thousand three,thirty,-0.19551063,-0.1773879,-0.31792295,-0.17862597,
two thousand three,forty,-0.19494025,-0.17747892,-0.31587675,-0.17828965,
two thousand three,fifty,-0.19548981,-0.17741783,-0.28965607,-0.17797644,
two thousand three,sixty,-0.1946566,-0.17733592,-0.21136668,-0.17780906,
two thousand three,seventy,-0.1940545,-0.17724703,-0.17870349,-0.17281179,
two thousand three,eighty,-0.19483444,-0.17749809,-0.3424914,-0.17866085,
two thousand three,ninety,-0.19524887,-0.17749725,-0.33745712,-0.17863542,
two thousand three,hundred,-0.19593795,-0.16156596,0.016281098,-0.15910536,
two thousand three,thousand,-0.15186007,5.6568327,0.85606796,-0.17633699,
