,,Time_0,Time_1,Time_2,Time_3,Time_4
three hundred seven,<pad>,0.03307137,0.029101247,0.026851693,0.0256605,
three hundred seven,one,0.037251238,0.035183027,0.034934163,0.03521229,
three hundred seven,two,0.029192228,0.0290797,0.028855704,0.02867228,
three hundred seven,three,0.029068733,0.030011741,0.030444847,0.030625526,
three hundred seven,four,0.026305119,0.02332569,0.021759933,0.020953203,
three hundred seven,five,0.029466366,0.028721157,0.028008735,0.027627965,
three hundred seven,six,0.031722337,0.03008121,0.029511834,0.029292947,
three hundred seven,seven,0.024104957,0.024718214,0.024965826,0.02499946,
three hundred seven,eight,0.03613563,0.03667398,0.036820106,0.03673913,
three hundred seven,nine,0.023340873,0.027383419,0.02925474,0.029936276,
three hundred seven,ten,0.03232295,0.03607655,0.037667725,0.03840924,
three hundred seven,eleven,0.037237246,0.031015469,0.028477522,0.027236776,
three hundred seven,twelve,0.029709058,0.028758075,0.028671736,0.028877486,
three hundred seven,thirteen,0.03584209,0.034882892,0.033865307,0.03317087,
three hundred seven,fourteen,0.029905686,0.03221449,0.033592228,0.034183573,
three hundred seven,fifteen,0.032039877,0.03692032,0.03968324,0.0411265,
three hundred seven,sixteen,0.026509922,0.02712364,0.027441952,0.027830193,
three hundred seven,seventeen,0.02918858,0.02958052,0.02918081,0.028667102,
three hundred seven,eighteen,0.032691594,0.031522963,0.031154344,0.031021548,
three hundred seven,nineteen,0.028421134,0.03082121,0.03177397,0.03213377,
three hundred seven,twenty,0.027173962,0.028641574,0.029878594,0.030659746,
three hundred seven,thirty,0.026914096,0.022635829,0.020889472,0.020076042,
three hundred seven,forty,0.028670121,0.028949741,0.029163096,0.029284846,
three hundred seven,fifty,0.029724276,0.032430753,0.03384455,0.03489009,
three hundred seven,sixty,0.03296293,0.03762719,0.03870976,0.03874712,
three hundred seven,seventy,0.036511037,0.032329287,0.030202769,0.02924352,
three hundred seven,eighty,0.026747182,0.028257623,0.029472379,0.030329,
three hundred seven,ninety,0.026786221,0.02905194,0.030101782,0.030519718,
three hundred seven,hundred,0.028638141,0.027930897,0.027428478,0.027185732,
three hundred seven,thousand,0.03624196,0.03507653,0.034107912,0.033490162,
three hundred seven,<unk>,0.022936381,0.023718314,0.024522012,0.02503243,
three hundred seven,<start>,0.036557935,0.031730227,0.029627288,0.028669786,
three hundred seven,<end>,0.026608806,0.0284246,0.029135456,0.029494999,
three hundred sixty seven,<pad>,0.033582594,0.02910328,0.026663106,0.025375107,0.024679873
three hundred sixty seven,one,0.037803072,0.03553401,0.0352203,0.03544395,0.03576039
three hundred sixty seven,two,0.029885553,0.02957082,0.029283337,0.029088099,0.028978262
three hundred sixty seven,three,0.029088004,0.030691203,0.031439397,0.03176107,0.031891305
three hundred sixty seven,four,0.026398994,0.02325574,0.021737218,0.02096449,0.020575339
three hundred sixty seven,five,0.029347142,0.029065156,0.028546192,0.028244987,0.028088553
three hundred sixty seven,six,0.03222984,0.030526854,0.030008266,0.029837772,0.029769074
three hundred sixty seven,seven,0.024203708,0.024822468,0.025040364,0.025034735,0.024957329
three hundred sixty seven,eight,0.036349136,0.036895465,0.037141968,0.037159868,0.03710672
three hundred sixty seven,nine,0.023981584,0.02831812,0.03032233,0.031091666,0.031358667
three hundred sixty seven,ten,0.033412017,0.036810853,0.038155854,0.038781393,0.039142493
three hundred sixty seven,eleven,0.03729345,0.031295307,0.028796602,0.027530722,0.026830848
three hundred sixty seven,twelve,0.029384783,0.028461395,0.028361516,0.028601937,0.028848534
three hundred sixty seven,thirteen,0.03493795,0.034056924,0.0331521,0.032543942,0.03218491
three hundred sixty seven,fourteen,0.030072426,0.032752693,0.03433272,0.035068467,0.035387587
three hundred sixty seven,fifteen,0.03135339,0.03616214,0.038776863,0.040118452,0.04082264
three hundred sixty seven,sixteen,0.026456527,0.027201569,0.027520834,0.027907688,0.028235838
three hundred sixty seven,seventeen,0.028364072,0.028519135,0.027987681,0.027442265,0.02700264
three hundred sixty seven,eighteen,0.031741425,0.030545564,0.030386616,0.030421149,0.03050876
three hundred sixty seven,nineteen,0.028562855,0.030816507,0.03157861,0.031820193,0.031888388
three hundred sixty seven,twenty,0.027761668,0.02906957,0.030135142,0.030745456,0.03111701
three hundred sixty seven,thirty,0.026747148,0.022621043,0.020811608,0.019943291,0.019505199
three hundred sixty seven,forty,0.02913846,0.029598417,0.02992633,0.030154008,0.030307556
three hundred sixty seven,fifty,0.029303882,0.032410424,0.03383822,0.034784112,0.03538148
three hundred sixty seven,sixty,0.03228642,0.037206724,0.03851322,0.03870689,0.038570512
three hundred sixty seven,seventy,0.036975455,0.032991204,0.030926185,0.029983938,0.029579531
three hundred sixty seven,eighty,0.026751725,0.028005878,0.029153155,0.029952232,0.030463574
three hundred sixty seven,ninety,0.02641793,0.028725991,0.029739812,0.030169275,0.030334005
three hundred sixty seven,hundred,0.029189233,0.028432557,0.02804739,0.027903492,0.02784711
three hundred sixty seven,thousand,0.037454344,0.03610259,0.03508088,0.034405004,0.03397132
three hundred sixty seven,<unk>,0.02208163,0.022349162,0.02280576,0.023106143,0.023304712
three hundred sixty seven,<start>,0.034853235,0.030069571,0.028089657,0.027195623,0.026776247
three hundred sixty seven,<end>,0.026590489,0.028011644,0.028480891,0.028712487,0.028823521
