,,Time_0,Time_1,Time_2
five hundred,<pad>,-0.35550764,-0.19136953,-0.2141502
five hundred,one,-0.21994814,-0.19012746,-0.14242686
five hundred,two,0.715699,-0.18419959,0.05233875
five hundred,three,4.734368,-0.18852638,-0.21223006
five hundred,four,0.645598,-0.18940666,-0.20995896
five hundred,five,2.3731718,-0.17750333,0.0024372647
five hundred,six,0.91871303,-0.18116777,-0.20460907
five hundred,seven,-0.35565126,-0.19136958,-0.21411945
five hundred,eight,-0.33913946,-0.19113809,-0.21080089
five hundred,nine,-0.32341477,-0.19117825,-0.21661419
five hundred,ten,-0.3362681,-0.19120246,-0.21530212
five hundred,eleven,-0.35710576,-0.19143127,-0.21760261
five hundred,twelve,-0.35937068,-0.19145627,-0.21464093
five hundred,thirteen,-0.3582004,-0.19141442,-0.21716629
five hundred,fourteen,-0.34996155,-0.19117534,-0.2168377
five hundred,fifteen,-0.34380296,-0.19055735,-0.18826032
five hundred,sixteen,-0.33223337,-0.19079018,-0.21586423
five hundred,seventeen,-0.35809526,-0.19136631,-0.21603754
five hundred,eighteen,-0.358348,-0.1914055,-0.21759242
five hundred,nineteen,-0.34917364,-0.19121914,-0.21563473
five hundred,twenty,-0.35373774,-0.19102998,0.09693497
five hundred,thirty,-0.2426129,-0.18768868,-0.18768018
five hundred,forty,-0.3521576,-0.19044665,-0.20101847
five hundred,fifty,-0.3563039,-0.18796037,-0.19130605
five hundred,sixty,-0.33084124,-0.18539894,-0.053450685
five hundred,seventy,-0.32147297,-0.18942212,-0.16470319
five hundred,eighty,-0.32901454,-0.1910986,-0.20887336
five hundred,ninety,-0.34825623,-0.19132942,-0.2164732
five hundred,hundred,-0.2961553,5.6422195,-0.16804819
five hundred,thousand,-0.28348133,0.22972827,-0.20556618
five hundred,<unk>,-0.35888988,-0.19141495,-0.21796206
five hundred,<start>,-0.35727477,-0.19129656,-0.2159018
five hundred,<end>,-0.36113065,-0.18685684,5.639121
five thousand,<pad>,-0.20371373,-0.17946698,-0.29718062
five thousand,one,-0.1077763,-0.1788503,-0.18971953
five thousand,two,-0.0070870905,-0.17704074,0.44685283
five thousand,three,5.6477604,-0.17432363,-0.24508758
five thousand,four,-0.10328212,-0.17902952,-0.29401952
five thousand,five,-0.003111965,-0.16995154,2.184242
five thousand,six,-0.10547313,-0.17003714,-0.060502082
five thousand,seven,-0.19993198,-0.17940205,-0.29487416
five thousand,eight,-0.20129488,-0.17936476,-0.28934658
five thousand,nine,-0.20103815,-0.17940047,-0.3012887
five thousand,ten,-0.20084417,-0.17937733,-0.29768535
five thousand,eleven,-0.20380813,-0.17949207,-0.30244052
five thousand,twelve,-0.20418526,-0.17950904,-0.3000455
five thousand,thirteen,-0.2036751,-0.17947596,-0.30087864
five thousand,fourteen,-0.20268822,-0.17940354,-0.298098
five thousand,fifteen,-0.19920711,-0.17922613,-0.25314096
five thousand,sixteen,-0.20091854,-0.17922083,-0.29787183
five thousand,seventeen,-0.2039951,-0.1794711,-0.30084062
five thousand,eighteen,-0.20333,-0.17946608,-0.30338445
five thousand,nineteen,-0.20310083,-0.17943339,-0.29986033
five thousand,twenty,-0.20333779,-0.17938519,-0.14524768
five thousand,thirty,-0.19934739,-0.17910795,-0.25958213
five thousand,forty,-0.20350626,-0.17934074,-0.27483937
five thousand,fifty,-0.203775,-0.17918472,-0.27825138
five thousand,sixty,-0.20285968,-0.17900527,-0.2094726
five thousand,seventy,-0.1999089,-0.17926158,-0.2543352
five thousand,eighty,-0.2028109,-0.17939712,-0.29514727
five thousand,ninety,-0.20199306,-0.17944211,-0.30001682
five thousand,hundred,-0.20391294,-0.1242865,-0.18583003
five thousand,thousand,-0.056146085,5.6565948,0.015942782
five thousand,<unk>,-0.20345284,-0.17948091,-0.30300155
five thousand,<start>,-0.20396864,-0.17947432,-0.30169296
five thousand,<end>,-0.2042785,-0.17828542,5.086645
