,,Time_0,Time_1,Time_2,Time_3
five hundred sixty seven,<pad>,-0.2891589,-0.17741804,-0.33417284,-0.1769208
five hundred sixty seven,one,-0.21929921,-0.17723313,-0.13170518,-0.17534383
five hundred sixty seven,two,-0.001545765,-0.17717573,-0.18301426,-0.17673323
five hundred sixty seven,three,3.1779175,-0.17651434,-0.2710282,-0.17678952
five hundred sixty seven,four,0.09103699,-0.17697093,-0.2813452,-0.17679381
five hundred sixty seven,five,4.5520353,-0.17610405,0.277019,-0.17585997
five hundred sixty seven,six,-0.043945406,-0.17624472,-0.26771313,-0.17691386
five hundred sixty seven,seven,-0.2876536,-0.17741953,-0.33275402,-0.17691359
five hundred sixty seven,eight,-0.27978444,-0.17739825,-0.33167928,-0.1769107
five hundred sixty seven,nine,-0.2673834,-0.1773793,-0.34025633,-0.17693418
five hundred sixty seven,ten,-0.28013277,-0.17740266,-0.33162704,-0.17692685
five hundred sixty seven,eleven,-0.29051492,-0.17742647,-0.3445211,-0.17692429
five hundred sixty seven,twelve,-0.29129893,-0.17743362,-0.33198613,-0.17691706
five hundred sixty seven,thirteen,-0.29069623,-0.17742516,-0.33641407,-0.17692855
five hundred sixty seven,fourteen,-0.28565183,-0.17733529,-0.33774567,-0.17692438
five hundred sixty seven,fifteen,-0.2722739,-0.17671159,0.5689698,-0.17610458
five hundred sixty seven,sixteen,-0.26653785,-0.17729759,-0.33834735,-0.17692995
five hundred sixty seven,seventeen,-0.28972125,-0.17740017,-0.3338387,-0.17691757
five hundred sixty seven,eighteen,-0.2906239,-0.17742333,-0.34289086,-0.17693475
five hundred sixty seven,nineteen,-0.2839432,-0.17736661,-0.33434585,-0.17689662
five hundred sixty seven,twenty,-0.27989247,-0.17716974,5.2698755,-0.17687446
five hundred sixty seven,thirty,-0.21717812,-0.1761834,-0.124015026,-0.1768239
five hundred sixty seven,forty,-0.28915718,-0.17726536,-0.28473142,-0.1768715
five hundred sixty seven,fifty,-0.2893671,-0.17692262,-0.28309718,-0.17680301
five hundred sixty seven,sixty,-0.27270302,-0.17631553,0.32295933,-0.17673874
five hundred sixty seven,seventy,-0.27970123,-0.17708248,-0.1851375,-0.17679718
five hundred sixty seven,eighty,-0.28539807,-0.17740425,-0.33145675,-0.17691368
five hundred sixty seven,ninety,-0.28676045,-0.17740679,-0.3331815,-0.17693159
five hundred sixty seven,hundred,-0.25051096,5.6568437,0.15162405,-0.176794
five hundred sixty seven,thousand,-0.26640198,-0.16603908,-0.3346124,-0.17693496
five hundred sixty seven,<unk>,-0.2910842,-0.1774267,-0.3455658,-0.1769279
five hundred sixty seven,<start>,-0.29056215,-0.17741348,-0.3390246,-0.17692536
five hundred sixty seven,<end>,-0.29210696,-0.17713393,1.4757596,5.656854
five hundred seventy six,<pad>,-0.2842882,-0.17723443,-0.38192877,-0.17703561
five hundred seventy six,one,-0.015027039,-0.17706695,-0.3038038,-0.17625622
five hundred seventy six,two,-0.21862063,-0.17718868,-0.3573305,-0.17698042
five hundred seventy six,three,3.632507,-0.17640722,-0.30134743,-0.1768291
five hundred seventy six,four,-0.0027630962,-0.17685267,-0.30118725,-0.17680947
five hundred seventy six,five,4.2039485,-0.17588183,0.7451369,-0.17324787
five hundred seventy six,six,-0.15670204,-0.17681155,-0.35509023,-0.17703491
five hundred seventy six,seven,-0.28174704,-0.17723697,-0.38211316,-0.17702347
five hundred seventy six,eight,-0.27968618,-0.17722969,-0.38158643,-0.17701952
five hundred seventy six,nine,-0.27338988,-0.17720765,-0.3810311,-0.17704487
five hundred seventy six,ten,-0.27974686,-0.17721812,-0.36903045,-0.17703246
five hundred seventy six,eleven,-0.28477225,-0.17723921,-0.38635546,-0.17703485
five hundred seventy six,twelve,-0.28555173,-0.17724454,-0.3795358,-0.17703547
five hundred seventy six,thirteen,-0.28514543,-0.17724004,-0.3825854,-0.17704128
five hundred seventy six,fourteen,-0.27677947,-0.1771642,-0.3800156,-0.17703676
five hundred seventy six,fifteen,-0.25503513,-0.17570381,3.185121,-0.17461048
five hundred seventy six,sixteen,-0.2674676,-0.17715733,-0.38121527,-0.17704146
five hundred seventy six,seventeen,-0.28413236,-0.17721708,-0.37553853,-0.17702764
five hundred seventy six,eighteen,-0.28468007,-0.1772356,-0.3841641,-0.17704524
five hundred seventy six,nineteen,-0.28045583,-0.17720331,-0.37968603,-0.17701985
five hundred seventy six,twenty,-0.27880314,-0.17697607,4.1132135,-0.17698376
five hundred seventy six,thirty,-0.21059744,-0.1752008,0.013979562,-0.17681174
five hundred seventy six,forty,-0.2839809,-0.17707069,-0.31166467,-0.17697096
five hundred seventy six,fifty,-0.28330395,-0.17694753,-0.35010642,-0.17693096
five hundred seventy six,sixty,-0.2792198,-0.17700821,-0.30544913,-0.17699115
five hundred seventy six,seventy,-0.27301252,-0.17685138,-0.18278952,-0.17685592
five hundred seventy six,eighty,-0.28403586,-0.17723434,-0.38265815,-0.17703554
five hundred seventy six,ninety,-0.28268093,-0.17722441,-0.37748185,-0.17704445
five hundred seventy six,hundred,-0.2413535,5.656851,0.19957829,-0.17689222
five hundred seventy six,thousand,-0.26677817,-0.17110953,-0.37262172,-0.17704336
five hundred seventy six,<unk>,-0.2853897,-0.1772411,-0.3885818,-0.17704313
five hundred seventy six,<start>,-0.28529593,-0.17723615,-0.38549978,-0.17704284
five hundred seventy six,<end>,-0.28601283,-0.17700943,1.3633698,5.6568527
