,,Time_0,Time_1
two,<pad>,-0.18348576,-0.17701791
two,one,-0.14206612,-0.17415978
two,two,5.656623,-0.1751175
two,three,-0.174088,-0.1770045
two,four,-0.1732692,-0.17672312
two,five,-0.17610575,-0.17664723
two,six,-0.1641132,-0.17690209
two,seven,-0.1729187,-0.17687823
two,eight,-0.16269149,-0.17693771
two,nine,-0.17900212,-0.1769909
two,ten,-0.18370388,-0.1770129
two,eleven,-0.18347608,-0.1770062
two,twelve,-0.18370508,-0.1770148
two,thirteen,-0.18316555,-0.1769913
two,fourteen,-0.1828602,-0.17699604
two,fifteen,-0.17998919,-0.17696127
two,sixteen,-0.1809506,-0.17697841
two,seventeen,-0.18348892,-0.17701592
two,eighteen,-0.1837331,-0.17701724
two,nineteen,-0.17962301,-0.17699386
two,twenty,-0.15686096,-0.17698826
two,thirty,-0.18007009,-0.17698629
two,forty,-0.17459117,-0.17675641
two,fifty,-0.17993934,-0.17684156
two,sixty,-0.18114766,-0.17695859
two,seventy,-0.1761224,-0.17693989
two,eighty,-0.17117994,-0.17690484
two,ninety,-0.18354617,-0.17701384
two,hundred,-0.18326601,-0.17653894
two,thousand,-0.1806296,-0.17655537
two,<unk>,-0.18277405,-0.17699176
two,<start>,-0.18373802,-0.17701031
two,<end>,-0.1703214,5.656853
eight,<pad>,-0.20023327,-0.17712353
eight,one,-0.19852039,-0.17673638
eight,two,-0.16680439,-0.17675324
eight,three,-0.18964979,-0.17708527
eight,four,-0.18239741,-0.1756346
eight,five,-0.19408993,-0.17653836
eight,six,-0.05853161,-0.17671423
eight,seven,-0.19004513,-0.17690808
eight,eight,5.6454916,-0.17407787
eight,nine,0.032008942,-0.17679136
eight,ten,-0.20241795,-0.17712776
eight,eleven,-0.20164205,-0.17710803
eight,twelve,-0.20245095,-0.1771357
eight,thirteen,-0.20161237,-0.17712402
eight,fourteen,-0.20074362,-0.17711157
eight,fifteen,-0.20121953,-0.17707676
eight,sixteen,-0.19334732,-0.17703627
eight,seventeen,-0.20219505,-0.1771265
eight,eighteen,-0.20222428,-0.1771293
eight,nineteen,-0.19496174,-0.1770836
eight,twenty,-0.18981488,-0.17708875
eight,thirty,-0.1978878,-0.17709047
eight,forty,-0.19432141,-0.176899
eight,fifty,-0.2020163,-0.17707065
eight,sixty,-0.19466637,-0.1767787
eight,seventy,-0.19817084,-0.17704919
eight,eighty,0.072621115,-0.17598745
eight,ninety,-0.2011241,-0.1771185
eight,hundred,-0.19877107,-0.17584716
eight,thousand,-0.19691074,-0.17627549
eight,<unk>,-0.20132716,-0.17709617
eight,<start>,-0.20269403,-0.17712973
eight,<end>,-0.18933013,5.656853
