,Image,Label,Prediction,Word_num,Left_score,Right_score
0,0.png,seventy eight,eighty,0,0.0009436327808874325,0.999056367219113
1,1.png,eight hundred seven,two hundred,0,0.9739622885752162,0.02603771142478411
2,1.png,eight hundred seven,two hundred,1,0.9696482410064532,0.030351758993547077
3,10.png,four hundred,four hundred,0,0.09247268686021809,0.9075273131397814
4,10.png,four hundred,four hundred,1,0.02680905185381842,0.9731909481461813
5,11.png,four thousand,four thousand five,0,0.5361694959204317,0.463830504079568
6,11.png,four thousand,four thousand five,1,0.3021240456999828,0.697875954300017
7,11.png,four thousand,four thousand five,2,0.3134646196665868,0.686535380333413
8,12.png,seventy six,sixteen,0,0.008967075961696663,0.9910329240383036
9,13.png,seven hundred sixty,two hundred sixty,0,0.610899734613649,0.3891002653863512
10,13.png,seven hundred sixty,two hundred sixty,1,0.3286044673930966,0.6713955326069037
11,13.png,seven hundred sixty,two hundred sixty,2,0.2884502902353383,0.7115497097646616
12,14.png,thirty one,three,0,0.9999942546159908,5.745384009050322e-06
13,15.png,three hundred one,three hundred,0,0.9773522103936003,0.02264778960639981
14,15.png,three hundred one,three hundred,1,0.7509987838112907,0.2490012161887093
15,16.png,eighty nine,eighty,0,0.6647970448083199,0.33520295519168036
16,17.png,eight hundred nine,two hundred,0,0.7118082242236389,0.28819177577636124
17,17.png,eight hundred nine,two hundred,1,0.04523720188826917,0.9547627981117307
18,18.png,three hundred seven,three hundred,0,0.9898399088889426,0.010160091111057569
19,18.png,three hundred seven,three hundred,1,0.976278513043146,0.02372148695685407
20,19.png,three hundred sixty seven,three hundred,0,0.7857340358484401,0.21426596415156007
21,19.png,three hundred sixty seven,three hundred,1,0.8872882701823765,0.1127117298176233
22,2.png,sixty four,twenty,0,0.7222787298467727,0.2777212701532273
23,20.png,thirteen,three,0,0.012710989503254007,0.9872890104967458
24,21.png,forty two,one hundred,0,0.12970431698381577,0.8702956830161841
25,21.png,forty two,one hundred,1,0.40816642161118255,0.5918335783888176
26,22.png,five hundred eight,two,0,0.009821975420771832,0.9901780245792281
27,23.png,five hundred eighty,two hundred,0,0.2247486204451722,0.7752513795548279
28,23.png,five hundred eighty,two hundred,1,0.11523172028066014,0.8847682797193397
29,24.png,two thousand three,two thousand two,0,0.6549053999743764,0.34509460002562387
30,24.png,two thousand three,two thousand two,1,0.6739489740480666,0.32605102595193325
31,24.png,two thousand three,two thousand two,2,0.6549053999743764,0.34509460002562387
32,25.png,two thousand thirty,three thousand five,0,0.18965999941936182,0.8103400005806379
33,25.png,two thousand thirty,three thousand five,1,0.6410402404697713,0.35895975953022846
34,25.png,two thousand thirty,three thousand five,2,0.773782421742546,0.2262175782574539
35,26.png,three hundred six,three hundred,0,0.12250074737157725,0.8774992526284227
36,26.png,three hundred six,three hundred,1,0.3102963140520792,0.6897036859479208
37,27.png,three hundred sixty,three hundred twenty,0,0.2900540276708691,0.709945972329131
38,27.png,three hundred sixty,three hundred twenty,1,0.21870794059365098,0.781292059406349
39,27.png,three hundred sixty,three hundred twenty,2,0.29381864103887306,0.7061813589611269
40,28.png,seven,seven,0,0.9271122764679822,0.07288772353201767
41,29.png,eighteen,eighty,0,0.00024755567410570946,0.9997524443258943
42,3.png,six hundred four,two hundred twenty,0,0.5598548706183545,0.4401451293816453
43,3.png,six hundred four,two hundred twenty,1,0.595343202310109,0.4046567976898913
44,3.png,six hundred four,two hundred twenty,2,0.5921907260648324,0.4078092739351676
45,30.png,five,five,0,0.9999836983216898,1.6301678310324046e-05
46,31.png,eight,eight,0,0.9400000551579851,0.059999944842014936
47,32.png,five hundred,two hundred,0,0.010664883288594837,0.9893351167114054
48,32.png,five hundred,two hundred,1,0.0038723067739943645,0.9961276932260056
49,33.png,five thousand,three thousand five,0,0.6974775168721515,0.30252248312784863
50,33.png,five thousand,three thousand five,1,0.4817187468335386,0.5182812531664611
51,33.png,five thousand,three thousand five,2,0.43025028854206,0.5697497114579395
52,34.png,thirty six,three,0,0.9893816916230017,0.010618308376997994
53,35.png,five hundred nine,five hundred,0,0.09719818602240735,0.9028018139775927
54,35.png,five hundred nine,five hundred,1,0.0014257712983972608,0.9985742287016028
55,36.png,forty two,one hundred,0,0.12970431698381577,0.8702956830161841
56,36.png,forty two,one hundred,1,0.40816642161118255,0.5918335783888176
57,37.png,four hundred twenty,four hundred twenty,0,0.9186557749676898,0.08134422503231001
58,37.png,four hundred twenty,four hundred twenty,1,0.05940665152797991,0.94059334847202
59,37.png,four hundred twenty,four hundred twenty,2,0.0598874858442734,0.9401125141557266
60,38.png,twenty seven,two hundred,0,0.76233834241927,0.23766165758072993
61,38.png,twenty seven,two hundred,1,0.054477312826547344,0.9455226871734527
62,39.png,two hundred seven,two hundred two,0,0.8022270482156078,0.19777295178439222
63,39.png,two hundred seven,two hundred two,1,0.5255179502475922,0.4744820497524079
64,39.png,two hundred seven,two hundred two,2,0.8022270482156078,0.19777295178439222
65,4.png,eighty five,eighty,0,0.9045452084158625,0.09545479158413749
66,40.png,six hundred eight,six hundred,0,0.007221751585309321,0.9927782484146909
67,40.png,six hundred eight,six hundred,1,0.0015694208808488313,0.9984305791191511
68,41.png,six hundred fifty eight,two hundred,0,0.021964476813183056,0.9780355231868172
69,41.png,six hundred fifty eight,two hundred,1,0.021504920687390273,0.9784950793126099
70,42.png,seventeen,one,0,0.009128613956100396,0.9908713860438998
71,43.png,twenty eight,two,0,0.009716334179499615,0.9902836658205004
72,44.png,five hundred sixty seven,five hundred twenty,0,0.6592586261016384,0.34074137389836157
73,44.png,five hundred sixty seven,five hundred twenty,1,0.5430555778972274,0.4569444221027726
74,44.png,five hundred sixty seven,five hundred twenty,2,0.5623411088310887,0.43765889116891143
75,45.png,five hundred seventy six,five hundred twenty,0,0.03487021372483091,0.9651297862751691
76,45.png,five hundred seventy six,five hundred twenty,1,0.09228172847243409,0.9077182715275658
77,45.png,five hundred seventy six,five hundred twenty,2,0.15445286973510228,0.8455471302648976
78,46.png,one,one,0,0.9025659854428405,0.09743401455715954
79,47.png,nine,nine,0,0.7929352266092318,0.20706477339076826
80,5.png,eight hundred fifty,two hundred,0,0.9917771367391882,0.008222863260811659
81,5.png,eight hundred fifty,two hundred,1,0.99416928112445,0.005830718875550206
82,6.png,thirty six,three,0,0.9893816916230017,0.010618308376997994
83,7.png,three hundred six,three hundred,0,0.12250074737157725,0.8774992526284227
84,7.png,three hundred six,three hundred,1,0.3102963140520792,0.6897036859479208
85,8.png,twelve,one hundred,0,0.12894824298699514,0.8710517570130047
86,8.png,twelve,one hundred,1,0.14201231114780777,0.8579876888521923
87,9.png,twenty two,two hundred,0,0.1111241911986227,0.8888758088013778
88,9.png,twenty two,two hundred,1,0.13615365073677219,0.8638463492632279
