,Image,Label,Prediction,Word_num,Left_score,Right_score
0,0.png,seventy eight,eighty,0,0.0005407782285191693,0.9994592217714804
1,1.png,eight hundred seven,two hundred,0,0.9950540140079789,0.004945985992021158
2,1.png,eight hundred seven,two hundred,1,0.991708704604588,0.008291295395411864
3,10.png,four hundred,four hundred,0,0.024444099271019364,0.9755559007289808
4,10.png,four hundred,four hundred,1,0.15385700549709005,0.8461429945029099
5,11.png,four thousand,four thousand,0,0.666107314052295,0.3338926859477049
6,11.png,four thousand,four thousand,1,0.24787916552801725,0.7521208344719827
7,12.png,seventy six,sixteen,0,0.008116033433204052,0.9918839665667958
8,13.png,seven hundred sixty,six hundred sixty,0,0.20979389900017015,0.7902061009998298
9,13.png,seven hundred sixty,six hundred sixty,1,0.009925317061144124,0.9900746829388559
10,13.png,seven hundred sixty,six hundred sixty,2,0.012910632589613207,0.987089367410387
11,14.png,thirty one,three,0,0.9992396663144857,0.0007603336855142119
12,15.png,three hundred one,three hundred,0,0.9834123438658297,0.01658765613417039
13,15.png,three hundred one,three hundred,1,0.40199260164229933,0.5980073983577008
14,16.png,eighty nine,eighty,0,0.2751927350717711,0.724807264928229
15,17.png,eight hundred nine,two hundred,0,0.9252309970679854,0.07476900293201462
16,17.png,eight hundred nine,two hundred,1,0.06806874209994314,0.9319312579000568
17,18.png,three hundred seven,three hundred,0,0.9846038473950919,0.01539615260490835
18,18.png,three hundred seven,three hundred,1,0.5205717927491823,0.4794282072508178
19,19.png,three hundred sixty seven,three hundred,0,0.8347433893081683,0.16525661069183167
20,19.png,three hundred sixty seven,three hundred,1,0.3118634312093616,0.6881365687906383
21,2.png,sixty four,sixteen,0,0.28279117337973514,0.7172088266202647
22,20.png,thirteen,three,0,0.011660633617627153,0.9883393663823729
23,21.png,forty two,four,0,0.02161331754503247,0.9783866824549675
24,22.png,five hundred eight,two hundred,0,0.014793379379945815,0.9852066206200543
25,22.png,five hundred eight,two hundred,1,0.006668734105948237,0.9933312658940516
26,23.png,five hundred eighty,six hundred,0,0.09396512089126009,0.9060348791087399
