,Image,Label,Prediction,Word_num,Left_score,Right_score
0,0.png,two hundred six,two hundred twenty,0,0.5328764698048643,0.4671235301951358
1,0.png,two hundred six,two hundred twenty,1,0.08132909051753717,0.9186709094824629
2,0.png,two hundred six,two hundred twenty,2,0.08017193027049402,0.9198280697295055
3,1.png,two hundred sixty,two hundred sixty,0,0.43697725689686706,0.5630227431031327
4,1.png,two hundred sixty,two hundred sixty,1,0.04020779527996733,0.9597922047200328
5,1.png,two hundred sixty,two hundred sixty,2,0.031452457650991875,0.9685475423490081
6,10.png,one hundred five,one hundred five,0,0.9400787416737348,0.05992125832626522
7,10.png,one hundred five,one hundred five,1,0.07151381253496389,0.9284861874650359
8,10.png,one hundred five,one hundred five,2,0.06655129925033747,0.9334487007496628
9,11.png,one hundred twenty five,one hundred twenty five,0,0.9478411716376897,0.05215882836231026
10,11.png,one hundred twenty five,one hundred twenty five,1,0.14184029834549458,0.8581597016545056
11,11.png,one hundred twenty five,one hundred twenty five,2,0.0820004615250631,0.9179995384749369
12,11.png,one hundred twenty five,one hundred twenty five,3,0.09130024990756527,0.9086997500924345
13,12.png,three hundred five,three hundred five,0,0.9928589401837847,0.007141059816215717
14,12.png,three hundred five,three hundred five,1,0.0377596387734999,0.9622403612264999
15,12.png,three hundred five,three hundred five,2,0.0396215428365604,0.9603784571634396
16,13.png,three hundred fifty,three hundred fifty,0,0.9952991897887707,0.0047008102112292855
17,13.png,three hundred fifty,three hundred fifty,1,0.0077347540655193815,0.9922652459344805
18,13.png,three hundred fifty,three hundred fifty,2,0.0050656145854518905,0.9949343854145482
19,14.png,forty two,four hundred,0,0.04287671539262824,0.9571232846073723
20,14.png,forty two,four hundred,1,0.2227685774469468,0.7772314225530532
21,15.png,four hundred two,four hundred two,0,0.9974997525205672,0.0025002474794327202
22,15.png,four hundred two,four hundred two,1,0.11885894702474373,0.8811410529752565
23,15.png,four hundred two,four hundred two,2,0.10750620287186667,0.8924937971281327
24,16.png,five,five,0,0.9999146381058699,8.536189413018536e-05
25,17.png,fifteen,fifteen,0,0.9777839630639049,0.022216036936095154
26,18.png,eleven,one one,0,0.3639714275511474,0.6360285724488527
27,18.png,eleven,one one,1,0.3639714275511474,0.6360285724488527
28,19.png,twenty four,twenty one,0,0.9989592165711139,0.001040783428886345
29,19.png,twenty four,twenty one,1,0.9402451077337791,0.05975489226622084
30,2.png,one hundred,two hundred,0,0.4844232911568253,0.5155767088431746
