,Image,Label,Prediction,Word_num,Left_score,Right_score
0,0.png,seventy eight,eighty,0,0.0002007353225502532,0.9997992646774498
1,1.png,eight hundred seven,two hundred,0,0.999764523302563,0.00023547669743668065
2,1.png,eight hundred seven,two hundred,1,0.9983707615362054,0.0016292384637951066
3,10.png,four hundred,four hundred,0,0.8866914240979322,0.1133085759020679
4,10.png,four hundred,four hundred,1,0.16548617018816286,0.8345138298118371
5,11.png,four thousand,four thousand,0,0.8272042648529428,0.17279573514705707
6,11.png,four thousand,four thousand,1,0.09454747382374992,0.9054525261762504
7,12.png,seventy six,sixteen,0,0.003232464837400162,0.9967675351625997
8,13.png,seven hundred sixty,six hundred twenty,0,0.2971836983170114,0.7028163016829885
9,13.png,seven hundred sixty,six hundred twenty,1,0.08032241377670946,0.9196775862232905
10,13.png,seven hundred sixty,six hundred twenty,2,0.08282984432419735,0.9171701556758026
11,14.png,thirty one,thirty,0,0.9999990263771079,9.736228921621258e-07
12,15.png,three hundred one,three hundred,0,0.9995721806794982,0.000427819320501779
13,15.png,three hundred one,three hundred,1,0.6302480550079465,0.36975194499205366
14,16.png,eighty nine,eighty,0,0.6220163122516914,0.37798368774830843
15,17.png,eight hundred nine,two hundred,0,0.9824683561052467,0.017531643894753556
16,17.png,eight hundred nine,two hundred,1,0.2493236820543133,0.7506763179456867
17,18.png,three hundred seven,three hundred,0,0.9996968233390914,0.000303176660908685
18,18.png,three hundred seven,three hundred,1,0.862319984925828,0.13768001507417196
19,19.png,three hundred sixty seven,three hundred,0,0.9983096801241674,0.0016903198758325192
20,19.png,three hundred sixty seven,three hundred,1,0.8946596879317659,0.10534031206823397
21,2.png,sixty four,forty,0,0.8149504405950267,0.18504955940497314
22,20.png,thirteen,fifteen,0,0.0036061045572303684,0.9963938954427698
23,21.png,forty two,four hundred,0,0.44897480844080884,0.5510251915591913
24,21.png,forty two,four hundred,1,0.30316495221671014,0.6968350477832899
25,22.png,five hundred eight,two,0,0.09917845065019484,0.9008215493498052
26,23.png,five hundred eighty,six hundred,0,0.17185112153099483,0.8281488784690053
27,23.png,five hundred eighty,six hundred,1,0.15660770455102888,0.8433922954489709
28,24.png,two thousand three,two thousand two,0,0.39217145464401476,0.6078285453559853
29,24.png,two thousand three,two thousand two,1,0.3743750114858719,0.6256249885141282
30,24.png,two thousand three,two thousand two,2,0.39217145464401476,0.6078285453559853
31,25.png,two thousand thirty,two thousand five,0,0.5946934180429134,0.4053065819570866
32,25.png,two thousand thirty,two thousand five,1,0.6186630719057477,0.3813369280942526
33,25.png,two thousand thirty,two thousand five,2,0.7082970785764792,0.29170292142352094
34,26.png,three hundred six,three hundred,0,0.9606880369857722,0.03931196301422772
35,26.png,three hundred six,three hundred,1,0.779120917928614,0.22087908207138615
36,27.png,three hundred sixty,three hundred,0,0.9946570118380372,0.005342988161962752
37,27.png,three hundred sixty,three hundred,1,0.2631755383422611,0.736824461657739
38,28.png,seven,seven,0,0.9839557510219539,0.016044248978046207
39,29.png,eighteen,eighty,0,0.0001880496567598812,0.9998119503432401
40,3.png,six hundred four,six hundred,0,0.9953905803295982,0.004609419670402153
41,3.png,six hundred four,six hundred,1,0.6621890846133345,0.33781091538666563
42,30.png,five,five,0,0.9999148642126507,8.513578734922663e-05
43,31.png,eight,eight,0,0.34691733966459243,0.6530826603354075
44,32.png,five hundred,three hundred,0,0.9599626677781202,0.04003733222187977
45,32.png,five hundred,three hundred,1,0.029239960147553336,0.9707600398524465
46,33.png,five thousand,three thousand,0,0.7694566018016575,0.23054339819834238
47,33.png,five thousand,three thousand,1,0.2594728707387129,0.7405271292612872
48,34.png,thirty six,thirty,0,0.9974599051188539,0.0025400948811461683
49,35.png,five hundred nine,five hundred,0,0.7381709162674835,0.26182908373251645
50,35.png,five hundred nine,five hundred,1,0.0014970634960034034,0.9985029365039967
51,36.png,forty two,four hundred,0,0.44897480844080884,0.5510251915591913
52,36.png,forty two,four hundred,1,0.30316495221671014,0.6968350477832899
