,Image,Label,Prediction,Word_num,Left_score,Right_score
0,0.png,two hundred six,two hundred twenty,0,0.2523026176043171,0.747697382395683
1,0.png,two hundred six,two hundred twenty,1,0.8078361094383617,0.19216389056163843
2,0.png,two hundred six,two hundred twenty,2,0.8363056106029014,0.16369438939709843
3,1.png,two hundred sixty,two hundred sixty,0,0.43538591913613733,0.564614080863863
4,1.png,two hundred sixty,two hundred sixty,1,0.30130208319875784,0.6986979168012422
5,1.png,two hundred sixty,two hundred sixty,2,0.35005676062769203,0.649943239372308
6,10.png,one hundred five,one hundred five,0,0.05660117237864046,0.9433988276213593
7,10.png,one hundred five,one hundred five,1,0.05128292851556153,0.9487170714844385
8,10.png,one hundred five,one hundred five,2,0.0530656634099626,0.9469343365900375
9,11.png,one hundred twenty five,one hundred twenty five,0,0.7655890660500995,0.23441093394990048
10,11.png,one hundred twenty five,one hundred twenty five,1,0.04658813360156156,0.9534118663984387
11,11.png,one hundred twenty five,one hundred twenty five,2,0.0487887215459777,0.9512112784540221
12,11.png,one hundred twenty five,one hundred twenty five,3,0.08388601167767856,0.9161139883223215
13,12.png,three hundred five,three hundred,0,0.996469042633224,0.0035309573667758466
14,12.png,three hundred five,three hundred,1,0.5709214055912967,0.4290785944087033
15,13.png,three hundred fifty,three hundred twenty,0,0.99017771415456,0.009822285845439855
16,13.png,three hundred fifty,three hundred twenty,1,0.7267311265145192,0.2732688734854809
17,13.png,three hundred fifty,three hundred twenty,2,0.7321158401725218,0.26788415982747815
18,14.png,forty two,one hundred,0,0.017848297976795956,0.9821517020232043
19,14.png,forty two,one hundred,1,0.1288989634588529,0.8711010365411471
20,15.png,four hundred two,four hundred two,0,0.8446021611197755,0.15539783888022465
21,15.png,four hundred two,four hundred two,1,0.10013026371854604,0.8998697362814538
22,15.png,four hundred two,four hundred two,2,0.06647378589766248,0.9335262141023377
23,16.png,five,five,0,0.9998177327709412,0.00018226722905890944
24,17.png,fifteen,fifteen,0,0.8795288952567063,0.12047110474329355
25,18.png,eleven,one,0,0.6328306207909934,0.3671693792090064
26,19.png,twenty four,twenty four,0,0.9942004042156691,0.0057995957843307916
27,19.png,twenty four,twenty four,1,0.06343449137228178,0.9365655086277183
28,2.png,one hundred,one hundred,0,0.0524928253828845,0.9475071746171153
29,2.png,one hundred,one hundred,1,0.07915730457408823,0.9208426954259116
30,20.png,two,two,0,0.848748472396371,0.1512515276036287
31,21.png,eight,eight,0,0.5607501630378018,0.43924983696219827
32,22.png,twenty five,two,0,0.4178748386349447,0.5821251613650552
33,23.png,four hundred five,four hundred five,0,0.34461037686297,0.65538962313703
34,23.png,four hundred five,four hundred five,1,0.18489154980895153,0.8151084501910486
35,23.png,four hundred five,four hundred five,2,0.17062036530977773,0.829379634690222
36,24.png,sixty two,two hundred,0,0.25115251091853147,0.7488474890814686
37,24.png,sixty two,two hundred,1,0.006252084247522164,0.9937479157524777
38,25.png,six hundred two,six hundred two,0,0.9878587366582702,0.012141263341729672
39,25.png,six hundred two,six hundred two,1,0.044380616715709885,0.95561938328429
40,25.png,six hundred two,six hundred two,2,0.025088821410110807,0.974911178589889
41,26.png,twenty one,twenty one,0,0.9756596330403543,0.02434036695964581
42,26.png,twenty one,twenty one,1,0.8345213950302153,0.16547860496978478
43,27.png,two hundred ten,two hundred twenty,0,0.14478729388866834,0.8552127061113317
44,27.png,two hundred ten,two hundred twenty,1,0.17576231934214584,0.8242376806578543
45,27.png,two hundred ten,two hundred twenty,2,0.22000743192030478,0.7799925680796952
46,28.png,twenty four,twenty four,0,0.9942004042156691,0.0057995957843307916
47,28.png,twenty four,twenty four,1,0.06343449137228178,0.9365655086277183
48,29.png,two hundred four,two hundred twenty,0,0.7825299830328202,0.21747001696717974
49,29.png,two hundred four,two hundred twenty,1,0.48298008738847675,0.5170199126115235
50,29.png,two hundred four,two hundred twenty,2,0.5027873221328149,0.49721267786718526
51,3.png,one thousand,one thousand,0,0.908248648269194,0.09175135173080588
52,3.png,one thousand,one thousand,1,0.37851295082477066,0.6214870491752296
53,30.png,seventeen,one,0,0.13862638863290858,0.8613736113670916
