,,Time_0,Time_1,Time_2
nineteen,<pad>,-0.18987593,-0.17703292,
nineteen,one,-0.12699495,-0.17593373,
nineteen,two,-0.18394041,-0.176959,
nineteen,three,-0.18437235,-0.17698957,
nineteen,four,-0.17238165,-0.17675495,
nineteen,five,-0.16487798,-0.1766194,
nineteen,six,-0.18569624,-0.17700677,
nineteen,seven,-0.18782862,-0.17697643,
nineteen,eight,-0.18274306,-0.17696998,
nineteen,nine,-0.13689958,-0.17681532,
nineteen,ten,-0.18973269,-0.17703728,
nineteen,eleven,-0.18894158,-0.1770154,
nineteen,twelve,-0.1901899,-0.17703046,
nineteen,thirteen,-0.19073221,-0.1770301,
nineteen,fourteen,-0.18789035,-0.17695893,
nineteen,fifteen,-0.17281821,-0.17675354,
nineteen,sixteen,-0.123538144,-0.17675838,
nineteen,seventeen,-0.1897814,-0.17703505,
nineteen,eighteen,-0.19068316,-0.17702116,
nineteen,nineteen,5.6559424,-0.17584153,
nineteen,twenty,-0.17315379,-0.17699425,
nineteen,thirty,-0.18889819,-0.17699586,
nineteen,forty,-0.16868708,-0.1768082,
nineteen,fifty,-0.18539877,-0.17674951,
nineteen,sixty,-0.15468635,-0.1761859,
nineteen,seventy,-0.15865278,-0.17686689,
nineteen,eighty,-0.17333634,-0.17691733,
nineteen,ninety,-0.19118123,-0.17702354,
nineteen,hundred,-0.18220823,-0.17510444,
nineteen,thousand,-0.1900566,-0.17661318,
nineteen,<unk>,-0.18914182,-0.17702815,
nineteen,<start>,-0.18901335,-0.17702647,
nineteen,<end>,-0.17160915,5.6568537,
one hundred nine,<pad>,-0.18853919,-0.19659728,-0.17948714
one hundred nine,one,5.6545653,-0.08303542,-0.15914927
one hundred nine,two,-0.17373271,-0.19524063,-0.17925689
one hundred nine,three,-0.15699169,-0.19511224,-0.17927834
one hundred nine,four,-0.17052422,-0.19582126,-0.17941959
one hundred nine,five,-0.05109128,-0.09084978,-0.13806918
one hundred nine,six,-0.1745592,-0.19484937,-0.17943034
one hundred nine,seven,-0.18891421,-0.1960514,-0.17896071
one hundred nine,eight,-0.18883343,-0.19602686,-0.17953593
one hundred nine,nine,-0.18507622,-0.19475372,-0.17922367
one hundred nine,ten,-0.19001253,-0.19688343,-0.17964974
one hundred nine,eleven,-0.19046597,-0.19677152,-0.1796084
one hundred nine,twelve,-0.19077952,-0.19688012,-0.17963839
one hundred nine,thirteen,-0.18983518,-0.19637461,-0.17957874
one hundred nine,fourteen,-0.18842839,-0.19521049,-0.1793935
one hundred nine,fifteen,-0.18147121,-0.1902977,-0.17618422
one hundred nine,sixteen,-0.1784689,-0.19624914,-0.17954727
one hundred nine,seventeen,-0.189893,-0.19672044,-0.17955884
one hundred nine,eighteen,-0.18972993,-0.196579,-0.17957485
one hundred nine,nineteen,-0.17821391,-0.19634463,-0.17960845
one hundred nine,twenty,-0.18900932,-0.1958608,-0.17764269
one hundred nine,thirty,-0.16395222,-0.1671988,-0.17545559
one hundred nine,forty,-0.17562701,-0.18547758,-0.17780712
one hundred nine,fifty,-0.18838574,-0.18519151,-0.16818164
one hundred nine,sixty,-0.18483932,-0.19350539,-0.17789444
one hundred nine,seventy,-0.18819,-0.19648848,-0.17945457
one hundred nine,eighty,-0.18772121,-0.19557878,-0.17917751
one hundred nine,ninety,-0.19071949,-0.19655374,-0.17954668
one hundred nine,hundred,-0.091619104,5.648902,-0.17901647
one hundred nine,thousand,-0.17994227,-0.12087923,-0.1795264
one hundred nine,<unk>,-0.18872789,-0.19592977,-0.17934608
one hundred nine,<start>,-0.18969813,-0.1961502,-0.17947496
one hundred nine,<end>,-0.19057292,0.07656171,5.6566777
