,,Time_0,Time_1
fifty three,<pad>,-0.29591107,-0.17704883
fifty three,one,-0.24901964,-0.17644076
fifty three,two,-0.2798108,-0.17700188
fifty three,three,0.7503156,-0.17679834
fifty three,four,-0.27954525,-0.17695165
fifty three,five,1.8055036,-0.17462817
fifty three,six,-0.27106553,-0.17700173
fifty three,seven,-0.29038405,-0.17699374
fifty three,eight,-0.2880685,-0.17698872
fifty three,nine,-0.28980443,-0.17699477
fifty three,ten,-0.29695424,-0.1770561
fifty three,eleven,-0.29358882,-0.17703922
fifty three,twelve,-0.29730964,-0.17705375
fifty three,thirteen,-0.29699886,-0.17704608
fifty three,fourteen,-0.29025766,-0.17699037
fifty three,fifteen,0.43886745,-0.17662062
fifty three,sixteen,-0.27882698,-0.17703123
fifty three,seventeen,-0.29498243,-0.17703378
fifty three,eighteen,-0.29599744,-0.17705089
fifty three,nineteen,-0.28675047,-0.17704104
fifty three,twenty,-0.23786777,-0.17693013
fifty three,thirty,5.1651516,-0.17502894
fifty three,forty,-0.28793308,-0.17698182
fifty three,fifty,-0.28465876,-0.17685229
fifty three,sixty,-0.28095675,-0.17695536
fifty three,seventy,-0.25550207,-0.17700057
fifty three,eighty,-0.295126,-0.17704387
fifty three,ninety,-0.2968659,-0.17704701
fifty three,hundred,-0.22995815,-0.1752701
fifty three,thousand,-0.2845376,-0.17685597
fifty three,<unk>,-0.29523152,-0.17704086
fifty three,<start>,-0.2852324,-0.17703485
fifty three,<end>,-0.25069234,5.656853
eighty,<pad>,-0.18263876,-0.17694671
eighty,one,-0.18041608,-0.17662503
eighty,two,-0.17316955,-0.17688778
eighty,three,-0.18155076,-0.17693461
eighty,four,-0.17785984,-0.17687976
eighty,five,-0.18016723,-0.17690404
eighty,six,-0.16051123,-0.17683649
eighty,seven,-0.18230613,-0.17692776
eighty,eight,-0.16387773,-0.17684239
eighty,nine,-0.1511086,-0.17668456
eighty,ten,-0.18293802,-0.17694914
eighty,eleven,-0.18302862,-0.1769436
eighty,twelve,-0.18305859,-0.17695011
eighty,thirteen,-0.18258512,-0.17694548
eighty,fourteen,-0.1828812,-0.17693019
eighty,fifteen,-0.18291275,-0.17694438
eighty,sixteen,-0.18217434,-0.17693473
eighty,seventeen,-0.18250416,-0.1769458
eighty,eighteen,-0.18252036,-0.17694372
eighty,nineteen,-0.1777437,-0.17693381
eighty,twenty,-0.17708302,-0.17693129
eighty,thirty,-0.18125165,-0.17693794
eighty,forty,-0.16533646,-0.17685068
eighty,fifty,-0.18232508,-0.17690906
eighty,sixty,-0.15448786,-0.17650092
eighty,seventy,-0.17590243,-0.17690894
eighty,eighty,5.656619,-0.17457609
eighty,ninety,-0.1823812,-0.17693606
eighty,hundred,-0.18188182,-0.17585436
eighty,thousand,-0.17812581,-0.17666839
eighty,<unk>,-0.18253832,-0.17694448
eighty,<start>,-0.18265279,-0.17694524
eighty,<end>,-0.15669961,5.6568537
