,,Time_0,Time_1
five,<pad>,6.135379e-05,1.4604703e-07
five,one,0.002762501,5.076289e-07
five,two,0.0021086554,6.2389e-07
five,three,0.092632055,2.4990134e-06
five,four,0.0007102407,7.0545065e-07
five,five,0.8564529,3.4977486e-06
five,six,0.0015239372,1.7048998e-07
five,seven,0.0012917278,2.6429058e-07
five,eight,0.0009861382,2.5264038e-07
five,nine,0.0015682667,1.3752269e-07
five,ten,6.769686e-05,6.2493115e-08
five,eleven,6.554601e-05,2.352184e-08
five,twelve,5.840968e-05,1.3194883e-08
five,thirteen,6.713392e-05,3.492365e-08
five,fourteen,0.0005187297,1.2687563e-07
five,fifteen,0.0044811815,1.5405109e-06
five,sixteen,0.0006998495,8.13064e-08
five,seventeen,5.1650288e-05,4.56058e-08
five,eighteen,6.727646e-05,9.761328e-08
five,nineteen,0.0011371531,7.1008645e-07
five,twenty,0.00059401174,5.8084016e-08
five,thirty,0.005347052,1.3865583e-06
five,forty,0.0018065985,1.055919e-06
five,fifty,0.0003280418,4.167132e-07
five,sixty,0.0014784288,4.149556e-07
five,seventy,0.0016027278,6.2030125e-07
five,eighty,0.0014960017,1.495505e-07
five,ninety,7.594179e-05,4.7294893e-08
five,hundred,0.00018805779,1.8807318e-06
five,thousand,0.0007734259,2.1546252e-06
five,<unk>,0.00035954546,2.7100182e-08
five,<start>,0.00012213252,3.000781e-08
five,<end>,0.018515565,0.9999807
eight,<pad>,3.898706e-05,8.867049e-06
eight,one,0.00042537763,4.1391177e-05
eight,two,0.00279933,4.8689544e-05
eight,three,0.00016996592,2.9438961e-05
eight,four,0.0027058045,8.0980746e-05
eight,five,0.0009263806,3.087614e-05
eight,six,0.028514868,0.00013710948
eight,seven,0.00041504536,1.3149066e-05
eight,eight,0.93527067,0.0016424966
eight,nine,0.016865185,8.691313e-05
eight,ten,1.8300596e-05,2.9614378e-06
eight,eleven,1.2671545e-05,1.4030767e-06
eight,twelve,4.3010034e-05,1.7873888e-06
eight,thirteen,3.0225514e-05,3.987384e-06
eight,fourteen,0.00039328527,9.444248e-06
eight,fifteen,0.00032140085,2.817373e-05
eight,sixteen,0.00025088215,5.307689e-06
eight,seventeen,5.8131336e-05,2.881294e-06
eight,eighteen,8.685797e-05,4.398618e-06
eight,nineteen,0.00035047016,1.4095901e-05
eight,twenty,0.0004621464,9.795069e-06
eight,thirty,0.00031122688,3.2528675e-05
eight,forty,0.00084704824,8.1605765e-05
eight,fifty,0.00010854192,1.5473688e-05
eight,sixty,0.0016494878,0.00024697886
eight,seventy,0.001426477,9.75163e-05
eight,eighty,0.0040709553,5.950754e-05
eight,ninety,2.3402978e-05,3.0717026e-06
eight,hundred,0.00025097426,0.0015267135
eight,thousand,0.00017750263,0.000116473115
eight,<unk>,0.000107827866,2.2877562e-06
eight,<start>,5.1100476e-05,2.6285193e-06
eight,<end>,0.0008166709,0.99561113
