,,Time_0,Time_1
one,<pad>,0.03621366,0.03809086
one,one,0.030390799,0.029449556
one,two,0.031663015,0.029489899
one,three,0.034236412,0.033533428
one,four,0.028612722,0.030014422
one,five,0.03249722,0.029943183
one,six,0.021345919,0.020574452
one,seven,0.023682572,0.023911031
one,eight,0.037361514,0.038505297
one,nine,0.028291028,0.027672367
one,ten,0.030673819,0.031194553
one,eleven,0.032576423,0.03429867
one,twelve,0.028517164,0.025302099
one,thirteen,0.03047906,0.02992451
one,fourteen,0.031433295,0.03213644
one,fifteen,0.027163336,0.02563882
one,sixteen,0.028307792,0.02904268
one,seventeen,0.03421568,0.03410035
one,eighteen,0.038759783,0.037529778
one,nineteen,0.028438108,0.030138306
one,twenty,0.026031878,0.027877163
one,thirty,0.03078437,0.03005524
one,forty,0.030664349,0.031014036
one,fifty,0.03329283,0.032699537
one,sixty,0.030542854,0.0314631
one,seventy,0.028497301,0.028880417
one,eighty,0.031244215,0.03371732
one,ninety,0.026343059,0.025705967
one,hundred,0.024031853,0.024780432
one,thousand,0.03301761,0.03091154
one,<unk>,0.033264242,0.035760064
one,<start>,0.027486848,0.025710376
one,<end>,0.029939203,0.03093412
nine,<pad>,0.030564936,0.033598576
nine,one,0.03300182,0.031667653
nine,two,0.03802208,0.03611332
nine,three,0.03724263,0.037341
nine,four,0.024421573,0.023669057
nine,five,0.035708945,0.032591335
nine,six,0.027916048,0.02459977
nine,seven,0.024503244,0.0237607
nine,eight,0.03514991,0.03694106
nine,nine,0.027301364,0.02601519
nine,ten,0.028464448,0.029962683
nine,eleven,0.035193425,0.033037543
nine,twelve,0.031041404,0.025124287
nine,thirteen,0.029523235,0.030851865
nine,fourteen,0.03692925,0.039034292
nine,fifteen,0.028835235,0.027648926
nine,sixteen,0.032824107,0.034872565
nine,seventeen,0.035579525,0.03855403
nine,eighteen,0.034270976,0.033905003
nine,nineteen,0.026339125,0.028282607
nine,twenty,0.0267911,0.030662851
nine,thirty,0.028834667,0.02753266
nine,forty,0.024069518,0.024038414
nine,fifty,0.02661399,0.028556615
nine,sixty,0.031549174,0.030680545
nine,seventy,0.031576023,0.031125162
nine,eighty,0.027702069,0.03180018
nine,ninety,0.026142765,0.025085976
nine,hundred,0.026430272,0.026015233
nine,thousand,0.031497043,0.029773619
nine,<unk>,0.03479409,0.037519872
nine,<start>,0.024427418,0.023665078
nine,<end>,0.026738636,0.025972262
