,,Time_0,Time_1,Time_2
seventeen,<pad>,0.031490438,0.030410185,
seventeen,one,0.028894125,0.027676916,
seventeen,two,0.028712995,0.031952284,
seventeen,three,0.029708097,0.032426275,
seventeen,four,0.030823406,0.029785924,
seventeen,five,0.030232074,0.032914586,
seventeen,six,0.040406514,0.036733698,
seventeen,seven,0.027141077,0.026218925,
seventeen,eight,0.023703884,0.023502072,
seventeen,nine,0.029096654,0.02449793,
seventeen,ten,0.022030247,0.024215922,
seventeen,eleven,0.04093873,0.045358587,
seventeen,twelve,0.027560277,0.028591232,
seventeen,thirteen,0.036006533,0.034297265,
seventeen,fourteen,0.029702315,0.0268072,
seventeen,fifteen,0.03230227,0.03559218,
seventeen,sixteen,0.026921507,0.027766842,
seventeen,seventeen,0.022170007,0.021355838,
seventeen,eighteen,0.026080167,0.02848065,
seventeen,nineteen,0.030783573,0.03337687,
seventeen,twenty,0.028383318,0.02848924,
seventeen,thirty,0.029191984,0.03091164,
seventeen,forty,0.028709305,0.031179462,
seventeen,fifty,0.03034584,0.027834166,
seventeen,sixty,0.03252698,0.028743027,
seventeen,seventy,0.02297643,0.02617757,
seventeen,eighty,0.02608647,0.028842904,
seventeen,ninety,0.03883311,0.036179475,
seventeen,hundred,0.030457906,0.029356405,
seventeen,thousand,0.034522884,0.032841597,
seventeen,<unk>,0.034191336,0.032549795,
seventeen,<start>,0.039047357,0.034013513,
seventeen,<end>,0.03002226,0.030919923,
twenty one,<pad>,0.03012864,0.031127565,0.031807356
twenty one,one,0.025581414,0.02461301,0.02435661
twenty one,two,0.031682897,0.033547107,0.03412516
twenty one,three,0.026981724,0.029199699,0.030523099
twenty one,four,0.030660808,0.029438563,0.028817398
twenty one,five,0.030868076,0.033003833,0.033725403
twenty one,six,0.038844652,0.035988588,0.03445952
twenty one,seven,0.028034735,0.027588775,0.026979582
twenty one,eight,0.024861285,0.026342211,0.027448846
twenty one,nine,0.032614447,0.028107017,0.026921347
twenty one,ten,0.022039194,0.02461144,0.026158191
twenty one,eleven,0.040981065,0.044328377,0.045172416
twenty one,twelve,0.030749975,0.031459417,0.03131231
twenty one,thirteen,0.034135815,0.034396734,0.033460833
twenty one,fourteen,0.027929628,0.026244974,0.0258605
twenty one,fifteen,0.033063192,0.034286477,0.03453686
twenty one,sixteen,0.027289517,0.026937699,0.026777614
twenty one,seventeen,0.022242866,0.022082593,0.022413401
twenty one,eighteen,0.02696028,0.029804941,0.030702114
twenty one,nineteen,0.031992834,0.034269094,0.035552077
twenty one,twenty,0.028000327,0.029571772,0.030409155
twenty one,thirty,0.031246645,0.03187724,0.03213568
twenty one,forty,0.02637538,0.027537659,0.02822671
twenty one,fifty,0.030741582,0.028333925,0.027932683
twenty one,sixty,0.033579558,0.029014617,0.0260014
twenty one,seventy,0.024969457,0.02602703,0.026887406
twenty one,eighty,0.025779957,0.02878869,0.029813737
twenty one,ninety,0.033698242,0.031756446,0.030799652
twenty one,hundred,0.029636145,0.028662123,0.028583039
twenty one,thousand,0.03292828,0.0323123,0.032391615
twenty one,<unk>,0.03273697,0.032855246,0.032736782
twenty one,<start>,0.040234387,0.0350675,0.03234912
twenty one,<end>,0.032430045,0.030817442,0.030622462
