,,Time_0,Time_1,Time_2,Time_3
two hundred sixteen,<pad>,0.00017667569,3.2912342e-06,4.3125794e-05,8.471973e-06
two hundred sixteen,one,0.77371323,0.00020217446,0.014142966,0.02582322
two hundred sixteen,two,0.13114633,1.4422153e-05,0.0007957558,0.00030465503
two hundred sixteen,three,0.013094893,1.2642667e-05,0.0001374286,4.5499804e-05
two hundred sixteen,four,0.016791336,2.8872417e-05,0.00069633435,0.0005717664
two hundred sixteen,five,0.014635837,2.6175534e-05,0.002806016,0.0016574032
two hundred sixteen,six,0.026942134,0.00011352289,0.0011241136,4.0677303e-05
two hundred sixteen,seven,0.0006804677,3.198329e-06,9.431377e-05,1.7745433e-05
two hundred sixteen,eight,0.00035793314,2.0242776e-06,2.3319819e-05,1.856691e-05
two hundred sixteen,nine,0.0007231786,7.865702e-06,5.094673e-05,1.23529635e-05
two hundred sixteen,ten,9.3323695e-05,4.4418906e-07,1.0297417e-05,7.6272313e-06
two hundred sixteen,eleven,0.00028048834,1.2286533e-06,4.191351e-05,1.7420105e-05
two hundred sixteen,twelve,0.00023186117,5.012487e-06,7.457732e-05,2.1417698e-05
two hundred sixteen,thirteen,8.077695e-05,8.821279e-07,3.735969e-05,1.24549315e-05
two hundred sixteen,fourteen,0.0007056525,2.2885847e-06,8.78052e-05,9.9131985e-06
two hundred sixteen,fifteen,0.0011719042,1.2280798e-05,0.00072057307,5.2320633e-05
two hundred sixteen,sixteen,0.0005262235,6.4157657e-06,8.939128e-05,1.2934121e-05
two hundred sixteen,seventeen,0.00015580295,1.5529099e-06,5.5827128e-05,2.8008368e-05
two hundred sixteen,eighteen,0.00017712462,2.6081955e-06,6.041593e-05,1.7767532e-05
two hundred sixteen,nineteen,0.0008092518,1.3546137e-05,9.332866e-05,1.5433681e-05
two hundred sixteen,twenty,0.0071635977,0.00043224412,0.9680798,0.00015144054
two hundred sixteen,thirty,0.00052127463,3.50726e-05,0.00072723994,5.439147e-05
two hundred sixteen,forty,0.00090207957,1.9100109e-05,0.0004965183,3.0237026e-05
two hundred sixteen,fifty,0.000112609814,9.652354e-06,0.000901559,8.2143066e-05
two hundred sixteen,sixty,0.002372099,5.5600896e-05,0.005667968,0.00014150476
two hundred sixteen,seventy,0.00044738787,9.162462e-06,0.00024445125,0.0001510148
two hundred sixteen,eighty,0.0010675632,2.637712e-06,0.000118808246,6.591405e-05
two hundred sixteen,ninety,0.00013327612,9.913151e-07,4.2987085e-05,2.0629455e-05
two hundred sixteen,hundred,0.0038682467,0.9974784,0.0021812613,6.35891e-05
two hundred sixteen,thousand,0.0005219499,0.0014925441,0.000102959304,6.7853716e-06
two hundred sixteen,<unk>,0.0002245022,2.3422135e-06,4.11945e-05,4.478412e-06
two hundred sixteen,<start>,0.00016983933,1.2430651e-06,5.9832273e-05,1.3028417e-05
two hundred sixteen,<end>,9.738682e-07,5.446685e-07,0.00014986149,0.97051907
two hundred sixty one,<pad>,0.0001708245,5.57028e-06,0.00018884412,5.121546e-06
two hundred sixty one,one,0.015694443,0.00013656195,0.024794217,0.006482586
