,,Time_0,Time_1
seven,<pad>,-0.18582726,-0.1768264
seven,one,-0.15041262,-0.17672735
seven,two,-0.15007092,-0.17677441
seven,three,-0.17963122,-0.17681362
seven,four,-0.16615869,-0.1764102
seven,five,-0.17836101,-0.17681259
seven,six,-0.17874052,-0.1768196
seven,seven,5.6564417,-0.17652145
seven,eight,-0.17614473,-0.17681493
seven,nine,-0.17713454,-0.17681836
seven,ten,-0.18552792,-0.1768251
seven,eleven,-0.18564999,-0.1768261
seven,twelve,-0.18495832,-0.17682435
seven,thirteen,-0.18544187,-0.17681545
seven,fourteen,-0.15874052,-0.1767846
seven,fifteen,-0.17340788,-0.1766354
seven,sixteen,-0.1792583,-0.17682336
seven,seventeen,-0.18544075,-0.17682803
seven,eighteen,-0.18518704,-0.17682478
seven,nineteen,-0.17891279,-0.17682274
seven,twenty,-0.1588551,-0.17675613
seven,thirty,-0.18471465,-0.17681098
seven,forty,-0.18182658,-0.17680739
seven,fifty,-0.18357587,-0.17679787
seven,sixty,-0.18460816,-0.1768085
seven,seventy,-0.17134649,-0.1766847
seven,eighty,-0.18311758,-0.17682546
seven,ninety,-0.18568438,-0.17682876
seven,hundred,-0.18455641,-0.1767559
seven,thousand,-0.18412274,-0.17677934
seven,<unk>,-0.18508299,-0.1768245
seven,<start>,-0.18560676,-0.1768262
seven,<end>,-0.1383371,5.656854
eighteen,<pad>,-0.30983594,-0.1768038
eighteen,one,0.015127957,-0.17672646
eighteen,two,-0.21000469,-0.17677529
eighteen,three,-0.30381244,-0.17680217
eighteen,four,-0.14508587,-0.17674789
eighteen,five,-0.2809332,-0.17677033
eighteen,six,-0.0057483073,-0.1767885
eighteen,seven,-0.2270219,-0.17679223
eighteen,eight,0.22766581,-0.17678976
eighteen,nine,1.2530209,-0.17677245
eighteen,ten,-0.30609605,-0.17680076
eighteen,eleven,-0.303102,-0.17679374
eighteen,twelve,-0.30537337,-0.17680141
eighteen,thirteen,-0.30920005,-0.17680061
eighteen,fourteen,-0.11618655,-0.17679015
eighteen,fifteen,-0.2777891,-0.17675239
eighteen,sixteen,-0.22685708,-0.17679805
eighteen,seventeen,-0.308165,-0.17680544
eighteen,eighteen,-0.2973781,-0.17679709
eighteen,nineteen,-0.24513403,-0.17679934
eighteen,twenty,-0.25197884,-0.17678677
eighteen,thirty,-0.2979814,-0.1767931
eighteen,forty,-0.15169375,-0.1767566
eighteen,fifty,-0.30382285,-0.17678733
eighteen,sixty,-0.24297181,-0.17673542
eighteen,seventy,-0.13226007,-0.17665008
eighteen,eighty,5.4283557,-0.17674756
eighteen,ninety,-0.31041676,-0.1768059
eighteen,hundred,-0.21667197,-0.17671213
eighteen,thousand,-0.29441777,-0.1767673
eighteen,<unk>,-0.30459562,-0.17679991
eighteen,<start>,-0.30854097,-0.17680418
eighteen,<end>,0.06890486,5.656854
