,,Time_0,Time_1,Time_2,Time_3,Time_4
four hundred twelve,<pad>,-0.22422192,-0.17812416,-0.18361063,-0.19344787,
four hundred twelve,one,5.442728,-0.17273849,-0.13877706,0.31436914,
four hundred twelve,two,-0.16603139,-0.1779343,-0.17312564,-0.19190125,
four hundred twelve,three,-0.21035042,-0.17799069,-0.18130699,-0.19083072,
four hundred twelve,four,1.369701,-0.17725424,-0.1551006,-0.166336,
four hundred twelve,five,-0.2171325,-0.17802335,-0.17508322,-0.18757634,
four hundred twelve,six,-0.2121098,-0.17799017,-0.18294922,-0.19349961,
four hundred twelve,seven,-0.22268607,-0.17811924,-0.18395048,-0.1933695,
four hundred twelve,eight,-0.22348817,-0.17812327,-0.18411341,-0.19337001,
four hundred twelve,nine,-0.2235794,-0.17808995,-0.18341646,-0.19346014,
four hundred twelve,ten,-0.22341265,-0.17806482,-0.18379174,-0.19339433,
four hundred twelve,eleven,-0.2244793,-0.17813379,-0.18410747,-0.19333862,
four hundred twelve,twelve,-0.22317031,-0.17813857,-0.18428497,-0.19342808,
four hundred twelve,thirteen,-0.22402655,-0.17809613,-0.18424869,-0.19329087,
four hundred twelve,fourteen,-0.22241978,-0.17811795,-0.1836693,-0.1931441,
four hundred twelve,fifteen,-0.22309215,-0.17804547,-0.18233766,-0.19262289,
four hundred twelve,sixteen,-0.2212068,-0.17807275,-0.18394189,-0.19307707,
four hundred twelve,seventeen,-0.22412577,-0.17812003,-0.18379912,-0.19333243,
four hundred twelve,eighteen,-0.22439505,-0.17812802,-0.184205,-0.19351162,
four hundred twelve,nineteen,-0.22323997,-0.17812961,-0.18372528,-0.19335212,
four hundred twelve,twenty,-0.20631991,-0.17696081,5.655911,-0.1913569,
four hundred twelve,thirty,-0.22258976,-0.17803137,-0.18131924,-0.193049,
four hundred twelve,forty,-0.22039564,-0.17768274,-0.1761041,-0.19334172,
four hundred twelve,fifty,-0.22415711,-0.17806269,-0.18239416,-0.19313042,
four hundred twelve,sixty,-0.2229484,-0.17778462,-0.08742269,-0.19131975,
four hundred twelve,seventy,-0.22077183,-0.1777527,-0.17182076,-0.19121546,
four hundred twelve,eighty,-0.22407025,-0.17813583,-0.18423948,-0.19348076,
four hundred twelve,ninety,-0.224375,-0.17812006,-0.18416527,-0.19340988,
four hundred twelve,hundred,-0.21917292,5.6567597,-0.17730404,-0.19337119,
four hundred twelve,thousand,-0.22198239,-0.1444507,-0.18168773,-0.19338249,
four hundred twelve,<unk>,-0.22416608,-0.17809178,-0.18353294,-0.19305667,
four hundred twelve,<start>,-0.22370863,-0.17812794,-0.18395893,-0.19343875,
four hundred twelve,<end>,-0.22460341,-0.17812343,-0.18241744,5.6354675,
four hundred twenty one,<pad>,-0.1790325,-0.17768165,-0.17815956,-0.20736241,-0.1767992
four hundred twenty one,one,-0.1235975,-0.1758558,-0.16841108,5.604023,-0.17628998
four hundred twenty one,two,-0.17572892,-0.17760733,-0.17704563,-0.2032383,-0.17679587
four hundred twenty one,three,-0.1767253,-0.17758009,-0.17748657,-0.19368573,-0.176786
four hundred twenty one,four,5.656601,-0.17560896,-0.16719535,-0.070500895,-0.17670561
four hundred twenty one,five,-0.17781088,-0.17750826,-0.17339301,-0.1813428,-0.17677964
four hundred twenty one,six,-0.1746368,-0.17746691,-0.17774089,-0.2072842,-0.17679998
four hundred twenty one,seven,-0.17883071,-0.17768212,-0.17826632,-0.20708036,-0.17679757
four hundred twenty one,eight,-0.17895079,-0.17768253,-0.17829509,-0.20720102,-0.17679863
four hundred twenty one,nine,-0.17898005,-0.17765221,-0.1780073,-0.20711328,-0.17679964
four hundred twenty one,ten,-0.17897786,-0.17764586,-0.17823221,-0.20697401,-0.1767991
four hundred twenty one,eleven,-0.1790678,-0.17768598,-0.17826998,-0.20685442,-0.1767962
four hundred twenty one,twelve,-0.17887624,-0.17769147,-0.17832148,-0.20697038,-0.17679927
four hundred twenty one,thirteen,-0.17901753,-0.1776632,-0.17833711,-0.20711473,-0.17679708
four hundred twenty one,fourteen,-0.17867075,-0.1776787,-0.17816862,-0.20595315,-0.1767936
four hundred twenty one,fifteen,-0.17900355,-0.17766121,-0.1780855,-0.20575385,-0.17679317
four hundred twenty one,sixteen,-0.17859444,-0.17762586,-0.17821263,-0.20532559,-0.17679536
four hundred twenty one,seventeen,-0.17904095,-0.1776727,-0.17811012,-0.20640245,-0.1767962
four hundred twenty one,eighteen,-0.1790546,-0.17768487,-0.17830922,-0.20747857,-0.17679967
four hundred twenty one,nineteen,-0.17896393,-0.1776886,-0.17821364,-0.20694011,-0.17679858
four hundred twenty one,twenty,-0.17725992,-0.17629026,5.6568303,-0.17618681,-0.17678109
four hundred twenty one,thirty,-0.17873229,-0.17760798,-0.17770201,-0.20629092,-0.17679799
four hundred twenty one,forty,-0.17870373,-0.17748484,-0.17713079,-0.20700137,-0.1767986
four hundred twenty one,fifty,-0.17897598,-0.17763433,-0.17794451,-0.20642419,-0.17679669
four hundred twenty one,sixty,-0.17895678,-0.17759664,-0.17319408,-0.20438883,-0.17679396
four hundred twenty one,seventy,-0.17819196,-0.1774467,-0.17585899,-0.19731915,-0.17677577
four hundred twenty one,eighty,-0.17904243,-0.17769057,-0.1783321,-0.20746784,-0.17679933
four hundred twenty one,ninety,-0.17903312,-0.17766294,-0.17821619,-0.20662695,-0.17679684
four hundred twenty one,hundred,-0.17830715,5.6568127,-0.16963384,-0.20468402,-0.17679839
four hundred twenty one,thousand,-0.17871381,-0.15533361,-0.17790626,-0.20724785,-0.17679855
four hundred twenty one,<unk>,-0.17904297,-0.17766935,-0.1782416,-0.20664185,-0.17679803
four hundred twenty one,<start>,-0.17899513,-0.17767948,-0.1780965,-0.20704043,-0.17679855
four hundred twenty one,<end>,-0.17908444,-0.17769171,-0.17831191,0.58387434,5.656854
