,,Time_0,Time_1,Time_2,Time_3,Time_4
four hundred twelve,<pad>,0.02920129,0.029149473,0.029054096,0.029005399,
four hundred twelve,one,0.030765543,0.033683233,0.03510052,0.035796337,
four hundred twelve,two,0.026097188,0.023668563,0.02265282,0.022289963,
four hundred twelve,three,0.034663193,0.033022713,0.032294977,0.032062244,
four hundred twelve,four,0.028203042,0.027599499,0.027349008,0.027063005,
four hundred twelve,five,0.032559138,0.03349858,0.03321423,0.032902606,
four hundred twelve,six,0.036245394,0.034521952,0.033838347,0.03349668,
four hundred twelve,seven,0.029226147,0.028695652,0.02885883,0.02904898,
four hundred twelve,eight,0.024660429,0.027049001,0.02843226,0.029343573,
four hundred twelve,nine,0.021166502,0.022800231,0.02396684,0.024597216,
four hundred twelve,ten,0.024197292,0.024395237,0.024214078,0.02402425,
four hundred twelve,eleven,0.034185726,0.033964243,0.032856125,0.03218237,
four hundred twelve,twelve,0.031766023,0.029304503,0.02831271,0.027930908,
four hundred twelve,thirteen,0.029926758,0.027436918,0.026690362,0.02654028,
four hundred twelve,fourteen,0.023777513,0.026222596,0.027014198,0.027341362,
four hundred twelve,fifteen,0.03703374,0.03401569,0.03299418,0.032711115,
four hundred twelve,sixteen,0.024639104,0.023693739,0.023356622,0.023314737,
four hundred twelve,seventeen,0.03181165,0.028783267,0.026904028,0.025709394,
four hundred twelve,eighteen,0.03388555,0.034990426,0.03595738,0.03676489,
four hundred twelve,nineteen,0.031359583,0.027493896,0.02582067,0.024820285,
four hundred twelve,twenty,0.029425578,0.029817797,0.030055195,0.03018491,
four hundred twelve,thirty,0.03270482,0.036080196,0.03804327,0.03919875,
four hundred twelve,forty,0.03264416,0.031332143,0.03122193,0.03139035,
four hundred twelve,fifty,0.026919127,0.0278724,0.02871716,0.029094948,
four hundred twelve,sixty,0.028275725,0.03174085,0.03401014,0.035284497,
four hundred twelve,seventy,0.029232353,0.028169073,0.027879119,0.027745552,
four hundred twelve,eighty,0.0314882,0.033082318,0.033544376,0.03368447,
four hundred twelve,ninety,0.029268382,0.028294591,0.027483089,0.026942102,
four hundred twelve,hundred,0.025107825,0.030158753,0.032108106,0.032860186,
four hundred twelve,thousand,0.041574262,0.039238777,0.037776113,0.036798988,
four hundred twelve,<unk>,0.035283774,0.03790141,0.038263172,0.03810406,
four hundred twelve,<start>,0.032314673,0.032302864,0.032288097,0.032240603,
four hundred twelve,<end>,0.03039023,0.030019438,0.02972797,0.029525021,
four hundred twenty one,<pad>,0.028469412,0.028341558,0.028206252,0.028178327,0.028189436
four hundred twenty one,one,0.030609794,0.033331852,0.03452586,0.03503602,0.03526124
four hundred twenty one,two,0.025171401,0.023305105,0.02267858,0.022511924,0.022544377
four hundred twenty one,three,0.033718657,0.03201903,0.03121306,0.030918382,0.030826667
four hundred twenty one,four,0.028828941,0.028312786,0.028201593,0.028007621,0.027832044
four hundred twenty one,five,0.031645536,0.0325409,0.032356713,0.032112546,0.03191233
four hundred twenty one,six,0.035770033,0.03426454,0.033569273,0.033239983,0.03305179
four hundred twenty one,seven,0.028708903,0.028103512,0.028238308,0.028399322,0.028511638
four hundred twenty one,eight,0.026200615,0.027903544,0.028950198,0.029635137,0.030072534
four hundred twenty one,nine,0.020787645,0.022459509,0.023569603,0.024212247,0.024588546
four hundred twenty one,ten,0.024739686,0.025100855,0.024929637,0.024712253,0.024543084
four hundred twenty one,eleven,0.033581637,0.032917846,0.03180708,0.031126563,0.030726295
four hundred twenty one,twelve,0.031123513,0.029254967,0.028410528,0.028055089,0.027948191
four hundred twenty one,thirteen,0.028803864,0.027073178,0.026641535,0.02661386,0.026697952
four hundred twenty one,fourteen,0.024591094,0.027184252,0.02816061,0.028567608,0.028738836
four hundred twenty one,fifteen,0.03613665,0.03369603,0.03295652,0.032805756,0.032829985
four hundred twenty one,sixteen,0.025714392,0.024723869,0.024336547,0.024252944,0.02427768
four hundred twenty one,seventeen,0.032062728,0.029925518,0.028499145,0.02752662,0.026870294
four hundred twenty one,eighteen,0.031069461,0.03174957,0.03250294,0.033159006,0.033627026
four hundred twenty one,nineteen,0.031466622,0.028926328,0.027873525,0.02719121,0.026743827
four hundred twenty one,twenty,0.031324435,0.031947333,0.032358523,0.032627586,0.032783836
four hundred twenty one,thirty,0.033301774,0.036773544,0.038553134,0.03951886,0.04002973
four hundred twenty one,forty,0.03277599,0.031755023,0.031564362,0.03158157,0.03164349
four hundred twenty one,fifty,0.02810473,0.02968303,0.030784588,0.031344064,0.031627245
four hundred twenty one,sixty,0.028830707,0.03146862,0.033178266,0.034119673,0.03459916
four hundred twenty one,seventy,0.029841235,0.028629277,0.028186027,0.027988903,0.027915962
four hundred twenty one,eighty,0.031009752,0.032271698,0.032787222,0.033036754,0.033169437
four hundred twenty one,ninety,0.030036816,0.029220296,0.028476521,0.027952231,0.027619964
four hundred twenty one,hundred,0.026469307,0.030180298,0.031751353,0.032406457,0.032676842
four hundred twenty one,thousand,0.03976336,0.03628899,0.034235973,0.03300283,0.032249175
four hundred twenty one,<unk>,0.035308264,0.036753014,0.03685424,0.036669157,0.03641551
four hundred twenty one,<start>,0.033584073,0.03414668,0.034275394,0.034359403,0.03443784
four hundred twenty one,<end>,0.030448772,0.029747363,0.02936682,0.029130189,0.029038016
