,,Time_0,Time_1
two,<pad>,8.9624475e-05,4.7417313e-07
two,one,0.0024972565,5.818191e-05
two,two,0.9551793,0.00025219546
two,three,0.0027916303,2.6978669e-05
two,four,0.00147851,3.5187793e-05
two,five,0.0014149689,2.9355366e-05
two,six,0.0021607182,1.0882927e-05
two,seven,0.0053600757,2.3742134e-05
two,eight,0.011400751,1.4991094e-05
two,nine,0.0015405369,4.943915e-06
two,ten,7.913723e-05,1.3054886e-06
two,eleven,0.00010261884,1.6475373e-06
two,twelve,0.00016247973,1.0660037e-06
two,thirteen,5.002145e-05,9.538961e-07
two,fourteen,0.00026327505,2.9567282e-06
two,fifteen,0.00042384042,1.5131973e-05
two,sixteen,0.00047151372,1.4344096e-05
two,seventeen,0.00019568542,5.424876e-06
two,eighteen,0.00016430394,7.087794e-07
two,nineteen,0.0011068577,1.3845474e-06
two,twenty,0.0015119027,4.1272756e-06
two,thirty,0.0005103664,1.1886842e-05
two,forty,0.0040941495,2.7868797e-05
two,fifty,0.00018878869,1.0625473e-05
two,sixty,0.00071675034,4.0884235e-05
two,seventy,0.0031012818,2.7995702e-05
two,eighty,0.0019558263,5.2424725e-06
two,ninety,0.00012424261,3.4928291e-06
two,hundred,6.679122e-05,0.00069878815
two,thousand,0.0004313175,0.00014844794
two,<unk>,3.0412948e-05,1.5896245e-06
two,<start>,7.658161e-05,1.8054201e-06
two,<end>,0.00025827793,0.9985152
eight,<pad>,4.9436712e-05,1.1517077e-06
eight,one,0.00021451281,7.705516e-05
eight,two,0.0023837234,6.235757e-05
eight,three,0.00018868722,1.6810158e-05
eight,four,0.0020932523,0.00015293312
eight,five,0.0011095804,0.00011611859
eight,six,0.0068542343,6.6980916e-05
eight,seven,0.0009037746,2.811587e-05
eight,eight,0.96745145,0.000498341
eight,nine,0.008552328,5.357395e-05
eight,ten,8.963356e-05,4.735169e-06
eight,eleven,6.610602e-05,5.972483e-06
eight,twelve,3.882771e-05,1.630497e-06
eight,thirteen,1.5135476e-05,1.2955248e-06
eight,fourteen,0.00015828681,4.66544e-06
eight,fifteen,9.395165e-05,1.923174e-05
eight,sixteen,0.00020358978,2.4482788e-05
eight,seventeen,8.251526e-05,1.3162384e-05
eight,eighteen,5.3562057e-05,2.7361054e-06
eight,nineteen,0.0003141446,4.4320873e-06
eight,twenty,0.0008377302,1.5024562e-05
eight,thirty,0.0004082611,1.9589444e-05
eight,forty,0.00040020296,2.8722981e-05
eight,fifty,5.6167904e-05,1.2048133e-05
eight,sixty,0.0011412089,0.00014320324
eight,seventy,0.0005696502,2.6195456e-05
eight,eighty,0.004833303,3.531589e-05
eight,ninety,0.00011380082,9.495693e-06
eight,hundred,0.00033665533,0.00063108385
eight,thousand,0.00014664847,8.78971e-05
eight,<unk>,9.761095e-06,1.9645804e-06
eight,<start>,4.0079918e-05,2.6821433e-06
eight,<end>,0.00018979407,0.99783105
