,,Time_0,Time_1,Time_2
one hundred,<pad>,0.029134173,0.026403243,0.02495284
one hundred,one,0.03266232,0.03287638,0.03269715
one hundred,two,0.029387323,0.026820112,0.025516264
one hundred,three,0.03084144,0.030244917,0.029459229
one hundred,four,0.03238942,0.035589665,0.036770605
one hundred,five,0.037076097,0.03215365,0.030177107
one hundred,six,0.03599706,0.032615166,0.03103226
one hundred,seven,0.027834365,0.027934128,0.027939314
one hundred,eight,0.03366266,0.03345044,0.03369144
one hundred,nine,0.032056704,0.03172449,0.031613175
one hundred,ten,0.032796673,0.031867076,0.03190066
one hundred,eleven,0.024635904,0.02637389,0.027137058
one hundred,twelve,0.030606203,0.031311687,0.031963844
one hundred,thirteen,0.028501028,0.029750172,0.030186303
one hundred,fourteen,0.032227412,0.03298291,0.033159163
one hundred,fifteen,0.029748047,0.028371986,0.027807076
one hundred,sixteen,0.03837676,0.03705694,0.036860872
one hundred,seventeen,0.024866136,0.026392885,0.026870405
one hundred,eighteen,0.02584784,0.022747537,0.0212013
one hundred,nineteen,0.029284354,0.030558668,0.031363208
one hundred,twenty,0.026457788,0.027912533,0.028769247
one hundred,thirty,0.027474623,0.029164217,0.030097248
one hundred,forty,0.03130039,0.031019488,0.03049998
one hundred,fifty,0.03226752,0.03675777,0.039217226
one hundred,sixty,0.035356365,0.039253242,0.04109886
one hundred,seventy,0.023816405,0.025688136,0.026842985
one hundred,eighty,0.0316107,0.029230274,0.027862616
one hundred,ninety,0.027938899,0.029222012,0.029408116
one hundred,hundred,0.02628916,0.029070681,0.030171093
one hundred,thousand,0.02657098,0.023085818,0.021487534
one hundred,<unk>,0.032238588,0.033355474,0.03360816
one hundred,<start>,0.028958254,0.027860524,0.027243288
one hundred,<end>,0.031788483,0.031153928,0.031394377
one thousand,<pad>,0.031831488,0.029141638,0.02774985
one thousand,one,0.0333756,0.033062898,0.03259119
one thousand,two,0.031008093,0.027417697,0.025756935
one thousand,three,0.02904129,0.028931294,0.02854757
one thousand,four,0.032257933,0.034352254,0.035337698
one thousand,five,0.033776414,0.030119164,0.028413683
one thousand,six,0.035709903,0.03149362,0.029580032
one thousand,seven,0.027814958,0.02870917,0.029093951
one thousand,eight,0.035071105,0.03425088,0.03411128
one thousand,nine,0.032458913,0.03171057,0.031417627
one thousand,ten,0.033597834,0.032240227,0.032348994
one thousand,eleven,0.025419015,0.027355941,0.028102309
one thousand,twelve,0.02907586,0.02982958,0.030191813
one thousand,thirteen,0.027532797,0.03000923,0.031324267
one thousand,fourteen,0.031141672,0.031196212,0.031165645
one thousand,fifteen,0.027730301,0.026015755,0.025385976
one thousand,sixteen,0.037038952,0.036410224,0.036449734
one thousand,seventeen,0.026167814,0.027317468,0.027709547
one thousand,eighteen,0.02709325,0.024882246,0.023686396
one thousand,nineteen,0.030721972,0.030717986,0.030575123
one thousand,twenty,0.026410779,0.026947526,0.02763324
one thousand,thirty,0.027964238,0.029238692,0.029904515
one thousand,forty,0.03267824,0.032712247,0.032591607
one thousand,fifty,0.030844964,0.035190243,0.03774397
one thousand,sixty,0.036000445,0.039183803,0.040163428
one thousand,seventy,0.027320754,0.029110037,0.03001547
one thousand,eighty,0.03031991,0.028983355,0.02829359
one thousand,ninety,0.027084082,0.029572908,0.030654168
one thousand,hundred,0.027542884,0.029988479,0.03096785
one thousand,thousand,0.026618367,0.024131915,0.022781536
one thousand,<unk>,0.03240455,0.03409881,0.034458183
one thousand,<start>,0.027121814,0.026850006,0.026629377
one thousand,<end>,0.029823806,0.028827976,0.028623445
