,,Time_0,Time_1,Time_2
seventeen,<pad>,0.0016749845,1.9075896e-06,
seventeen,one,0.5594126,0.00014014858,
seventeen,two,0.023378382,3.203076e-05,
seventeen,three,0.039273836,1.2090673e-05,
seventeen,four,0.032221746,2.7452492e-05,
seventeen,five,0.045563433,1.6119031e-05,
seventeen,six,0.0029022605,2.494992e-06,
seventeen,seven,0.108065754,2.0361795e-05,
seventeen,eight,0.01086156,5.4898496e-06,
seventeen,nine,0.009827575,1.548582e-06,
seventeen,ten,0.0011521797,9.440454e-07,
seventeen,eleven,0.000705623,1.1385862e-06,
seventeen,twelve,0.0004527261,6.973864e-07,
seventeen,thirteen,0.0010002562,6.4859216e-07,
seventeen,fourteen,0.019490825,6.424573e-06,
seventeen,fifteen,0.016410679,3.6673464e-05,
seventeen,sixteen,0.012200637,5.4212246e-06,
seventeen,seventeen,0.00028570948,1.5061436e-06,
seventeen,eighteen,0.0007316533,7.040677e-07,
seventeen,nineteen,0.010226986,1.1432949e-05,
seventeen,twenty,0.02747465,1.1968197e-05,
seventeen,thirty,0.015098162,2.1813934e-05,
seventeen,forty,0.017633673,3.1272506e-05,
seventeen,fifty,0.0012209526,1.469876e-05,
seventeen,sixty,0.0021132503,1.20190625e-05,
seventeen,seventy,0.0139425155,2.4054121e-05,
seventeen,eighty,0.0017295055,2.4975725e-06,
seventeen,ninety,0.0018450889,7.246037e-07,
seventeen,hundred,0.00541174,0.00041910383,
seventeen,thousand,0.0024291014,5.2566244e-05,
seventeen,<unk>,0.0003694807,7.6863586e-07,
seventeen,<start>,0.00040086536,1.2244918e-06,
seventeen,<end>,0.014491689,0.9990821,
twenty one,<pad>,6.905352e-05,3.404011e-05,1.695034e-06
twenty one,one,0.12797639,0.9153647,0.0034946084
twenty one,two,0.02820533,0.0021683618,0.00012004608
twenty one,three,0.00034628177,0.00066729693,1.4668829e-05
twenty one,four,0.00047111118,0.0011837109,1.5986021e-05
twenty one,five,0.000652579,0.00050876924,3.2418797e-05
twenty one,six,0.0043283077,0.0002663168,2.6380924e-06
twenty one,seven,0.0005014385,0.00036434844,1.4581559e-05
twenty one,eight,0.00045538894,0.00013485651,4.4907483e-06
twenty one,nine,0.0003790441,5.6515648e-05,1.5123248e-06
twenty one,ten,0.00011802038,4.2086354e-05,1.3804812e-06
twenty one,eleven,2.191859e-05,2.9872683e-05,2.3984715e-06
twenty one,twelve,3.807389e-05,1.7575401e-05,2.4300975e-06
twenty one,thirteen,0.00014074268,5.4176173e-05,1.6380851e-06
twenty one,fourteen,0.00015772025,0.00046664986,7.968842e-06
twenty one,fifteen,0.0004793527,0.00084358343,7.253641e-05
twenty one,sixteen,0.00031121654,0.00020435349,3.1682418e-06
twenty one,seventeen,9.123683e-05,0.0001210916,4.861769e-06
twenty one,eighteen,2.8618953e-05,4.6610232e-05,1.686604e-06
twenty one,nineteen,0.0002674099,0.00014114901,8.569008e-06
twenty one,twenty,0.8251772,0.0021306665,3.0885858e-05
twenty one,thirty,0.0012603411,0.002019883,2.813195e-05
twenty one,forty,0.002724225,0.0016657864,5.387005e-05
twenty one,fifty,8.057921e-05,0.00030491818,1.20041905e-05
twenty one,sixty,0.001936581,0.0013561241,4.29698e-05
twenty one,seventy,0.0005171645,0.00018126552,1.02145295e-05
twenty one,eighty,0.00065755675,0.00013022801,4.3732916e-06
twenty one,ninety,0.00020654163,7.731392e-05,1.7322346e-06
twenty one,hundred,0.0015673072,0.011171813,5.3764397e-06
twenty one,thousand,0.0006251678,0.0031587742,8.159294e-06
twenty one,<unk>,5.0138566e-05,4.493496e-05,1.5564374e-06
twenty one,<start>,0.00012669698,0.00025693467,6.1119745e-06
twenty one,<end>,3.1241078e-05,0.054785084,0.99598527
