,,Time_0,Time_1,Time_2
three hundred seven,<pad>,-0.19490403,-0.18437208,-0.17796193
three hundred seven,one,-0.14975938,-0.1829722,-0.17716086
three hundred seven,two,-0.18974814,-0.18271562,-0.17669708
three hundred seven,three,5.6497774,-0.17040962,-0.17514986
three hundred seven,four,0.027023425,-0.18133143,-0.17754343
three hundred seven,five,0.0057675075,-0.15165834,-0.15397961
three hundred seven,six,-0.16881776,-0.18290116,-0.17797527
three hundred seven,seven,-0.19306271,-0.18438864,-0.1780413
three hundred seven,eight,-0.19349092,-0.18432985,-0.17804894
three hundred seven,nine,-0.1923318,-0.18385234,-0.17808948
three hundred seven,ten,-0.19435084,-0.18431322,-0.17809798
three hundred seven,eleven,-0.1948287,-0.18452992,-0.17814176
three hundred seven,twelve,-0.19463556,-0.18435988,-0.17797577
three hundred seven,thirteen,-0.19473113,-0.18426538,-0.1780808
three hundred seven,fourteen,-0.1939331,-0.18451716,-0.17805979
three hundred seven,fifteen,-0.18188274,-0.18007092,-0.17688426
three hundred seven,sixteen,-0.19314706,-0.18408224,-0.17797513
three hundred seven,seventeen,-0.19449078,-0.18452817,-0.17816521
three hundred seven,eighteen,-0.19487712,-0.18429555,-0.17804316
three hundred seven,nineteen,-0.18832444,-0.18398556,-0.1779544
three hundred seven,twenty,-0.19276649,-0.18384865,-0.17673858
three hundred seven,thirty,-0.17794423,-0.17605034,-0.1771119
three hundred seven,forty,-0.19081974,-0.18247071,-0.1773805
three hundred seven,fifty,-0.19339521,-0.17132175,-0.17314845
three hundred seven,sixty,-0.1945674,-0.18335453,-0.17736442
three hundred seven,seventy,-0.19058168,-0.17692496,-0.17664823
three hundred seven,eighty,-0.19342454,-0.18414474,-0.1780793
three hundred seven,ninety,-0.19497825,-0.18456063,-0.17810364
three hundred seven,hundred,-0.17464757,5.655477,-0.17795247
three hundred seven,thousand,-0.18740192,-0.05976058,-0.17799665
three hundred seven,<unk>,-0.19482996,-0.18446915,-0.17812115
three hundred seven,<start>,-0.19472672,-0.18458673,-0.1781342
three hundred seven,<end>,-0.19516842,-0.15610532,5.6568055
three hundred sixty seven,<pad>,-0.19028874,-0.18364653,-0.23076124
three hundred sixty seven,one,-0.14227033,-0.17967741,0.070407756
three hundred sixty seven,two,-0.18188252,-0.18284197,-0.19545066
three hundred sixty seven,three,5.6536846,-0.17071486,-0.06569686
three hundred sixty seven,four,-0.028714571,-0.18250515,-0.21931799
three hundred sixty seven,five,-0.07808333,-0.17822953,-0.047211602
three hundred sixty seven,six,-0.15488595,-0.1810772,-0.20976157
three hundred sixty seven,seven,-0.18852116,-0.18350859,-0.22717863
three hundred sixty seven,eight,-0.18811686,-0.18357426,-0.22815168
three hundred sixty seven,nine,-0.18765765,-0.183399,-0.23215395
three hundred sixty seven,ten,-0.1899738,-0.18362296,-0.23245351
three hundred sixty seven,eleven,-0.19017647,-0.18370363,-0.23197722
three hundred sixty seven,twelve,-0.1901125,-0.18367453,-0.22984846
three hundred sixty seven,thirteen,-0.19002622,-0.18350331,-0.22991806
three hundred sixty seven,fourteen,-0.18914644,-0.18370903,-0.23152378
three hundred sixty seven,fifteen,-0.17682123,-0.1811465,-0.1783999
three hundred sixty seven,sixteen,-0.18758842,-0.18320526,-0.2238862
three hundred sixty seven,seventeen,-0.18983266,-0.18362197,-0.23323806
three hundred sixty seven,eighteen,-0.19037153,-0.18370377,-0.23120452
three hundred sixty seven,nineteen,-0.18442485,-0.18344656,-0.22510487
three hundred sixty seven,twenty,-0.18749261,-0.18178983,0.43993902
three hundred sixty seven,thirty,-0.17713434,-0.1760801,-0.15960535
three hundred sixty seven,forty,-0.18800366,-0.18304186,-0.22000416
three hundred sixty seven,fifty,-0.18940806,-0.18200415,-0.19678229
three hundred sixty seven,sixty,-0.18954162,-0.18086396,-0.06134438
three hundred sixty seven,seventy,-0.1883283,-0.18235527,-0.2139149
three hundred sixty seven,eighty,-0.18861893,-0.1835638,-0.23114136
three hundred sixty seven,ninety,-0.19031322,-0.18374148,-0.23231666
three hundred sixty seven,hundred,-0.17997588,5.6543665,-0.21406497
three hundred sixty seven,thousand,-0.18515004,-0.009712094,-0.22227041
three hundred sixty seven,<unk>,-0.19018042,-0.18370262,-0.23303507
three hundred sixty seven,<start>,-0.19010517,-0.18375097,-0.23270914
three hundred sixty seven,<end>,-0.1905376,-0.18124864,5.610081
