model_1, old/, 0.6666666666666666 
model_1, old/, 0.5 
model_1, old/, 0.25 
model_2, old/, 0.5416666666666666 
model_3, old/, 0.6666666666666666 
model_4, old/, 0.5416666666666666 
model_1, old/, 0.25 
model_2, old/, 0.6666666666666666 
model_3, old/, 0.5 
model_1, old/, 0.4583333333333333 
model_2, old/, 0.4166666666666667 
model_1, old/, 0.5 
model_2, old/, 0.5 
model_1, old/, 0.2916666666666667 
model_1, old/, 0.6666666666666666 
model_2, old/, 0.5416666666666666 
model_3, old/, 0.5833333333333334 
model_4, old/, 0.6666666666666666 
model_5, old/, 0.6666666666666666 
model_6, old/, 0.375 
model_7, old/, 0.4583333333333333 
model_8, old/, 0.625 
model_9, old/, 0.625 
model_10, old/, 0.4166666666666667 
model_11, old/, 0.5833333333333334 
model_12, old/, 0.4166666666666667 
model_13, old/, 0.6666666666666666 
model_14, old/, 0.5833333333333334 
model_15, old/, 0.375 
model_16, old/, 0.625 
model_17, old/, 0.375 
model_18, old/, 0.6666666666666666 
model_19, old/, 0.375 
model_20, old/, 0.625 
model_21, old/, 0.4166666666666667 
model_22, old/, 0.16666666666666666 
model_23, old/, 0.5833333333333334 
model_24, old/, 0.5 
model_25, old/, 0.3333333333333333 
model_26, old/, 0.3333333333333333 
model_27, old/, 0.5833333333333334 
model_1, old/, 0.5833333333333334 
model_2, old/, 0.375 
model_3, old/, 0.5416666666666666 
model_1, old/, 0.7083333333333334 
model_2, old/, 0.75 
model_1, old/, 0.5416666666666666 
model_2, old/, 0.6666666666666666 
model_3, old/, 0.7083333333333334 
model_1, old/, 0.5416666666666666 
model_2, old/, 0.375 
model_3, old/, 0.625 
model_4, old/, 0.5416666666666666 
model_1, old/, 0.6666666666666666 
model_2, old/, 0.7083333333333334 
model_3, old/, 0.4166666666666667 
model_4, old/, 0.625 
model_1, old/, 0.5416666666666666 
model_2, old/, 0.3333333333333333 
model_3, old/, 0.5 
model_1, old/, 0.5416666666666666 
model_2, old/, 0.7083333333333334 
model_3, old/, 0.25 
model_4, old/, 0.2916666666666667 
model_5, old/, 0.5 
model_6, old/, 0.5416666666666666 
model_7, old/, 0.625 
model_8, old/, 0.7083333333333334 
model_9, old/, 0.4583333333333333 
model_10, old/, 0.4166666666666667 
model_11, old/, 0.7083333333333334 
model_12, old/, 0.5833333333333334 
model_13, old/, 0.5 
model_14, old/, 0.5416666666666666 
model_15, old/, 0.4166666666666667 
model_16, old/, 0.4166666666666667 
model_17, old/, 0.5833333333333334 
model_18, old/, 0.7083333333333334 
model_19, old/, 0.4583333333333333 
model_20, old/, 0.4583333333333333 
model_21, old/, 0.5416666666666666 
model_22, old/, 0.5416666666666666 
model_23, old/, 0.625 
model_24, old/, 0.75 
model_25, old/, 0.625 
model_26, old/, 0.6666666666666666 
model_27, old/, 0.7916666666666666 
model_28, old/, 0.25 
model_29, old/, 0.5416666666666666 
model_30, old/, 0.625 
model_1, new/, 0.4583333333333333 
model_2, new/, 0.5 
model_3, new/, 0.375 
model_4, new/, 0.5833333333333334 
model_5, new/, 0.4166666666666667 
model_6, new/, 0.5416666666666666 
model_7, new/, 0.4583333333333333 
model_8, new/, 0.4166666666666667 
model_9, new/, 0.4583333333333333 
model_10, new/, 0.5416666666666666 
model_11, new/, 0.5 
model_12, new/, 0.6666666666666666 
model_13, new/, 0.7083333333333334 
model_14, new/, 0.4583333333333333 
model_15, new/, 0.4166666666666667 
model_16, new/, 0.5 
model_17, new/, 0.4166666666666667 
model_18, new/, 0.5833333333333334 
model_19, new/, 0.5 
model_20, new/, 0.5 
model_21, new/, 0.7083333333333334 
model_22, new/, 0.375 
model_23, new/, 0.625 
model_24, new/, 0.4583333333333333 
model_25, new/, 0.4583333333333333 
model_26, new/, 0.3333333333333333 
model_27, new/, 0.4583333333333333 
model_28, new/, 0.5 
model_29, new/, 0.7916666666666666 
model_30, new/, 0.375 
