,Image,Label,Prediction,Word_1_attention_region,Word_2_attention_region,Word_3_attention_region,Word_4_attention_region,Word_5_attention_region,Word_6_attention_region
0,0.png,two hundred six,two eleven eleven,3,3,3,N/A,N/A,N/A
1,1.png,two hundred sixty,two eleven eleven,3,3,3,N/A,N/A,N/A
2,2.png,one hundred,two eleven,3,3,N/A,N/A,N/A,N/A
3,3.png,one thousand,two eleven,3,3,N/A,N/A,N/A,N/A
4,4.png,sixty seven,three thirteen,3,3,N/A,N/A,N/A,N/A
5,5.png,six hundred seventy,four eleven eleven,2,2,2,N/A,N/A,N/A
6,6.png,one thousand two,two eleven eleven,3,3,3,N/A,N/A,N/A
7,7.png,one thousand twenty,two eleven eleven,3,3,3,N/A,N/A,N/A
8,8.png,twenty one,four four,3,3,N/A,N/A,N/A,N/A
9,9.png,two hundred one,two two eleven,3,3,3,N/A,N/A,N/A
10,10.png,one hundred five,two eleven eleven,3,3,3,N/A,N/A,N/A
11,11.png,one hundred twenty five,three three three three,4,4,4,4,N/A,N/A
12,12.png,three hundred five,fifteen eleven eleven,3,4,4,N/A,N/A,N/A
13,13.png,three hundred fifty,fifteen eleven eleven,4,3,3,N/A,N/A,N/A
14,14.png,forty two,three three,4,4,N/A,N/A,N/A,N/A
15,15.png,four hundred two,two eleven eighty,4,2,2,N/A,N/A,N/A
16,16.png,five,fifteen,4,N/A,N/A,N/A,N/A,N/A
17,17.png,fifteen,four,4,N/A,N/A,N/A,N/A,N/A
18,18.png,eleven,four,4,N/A,N/A,N/A,N/A,N/A
19,19.png,twenty four,two three,3,3,N/A,N/A,N/A,N/A
20,20.png,two,three,4,N/A,N/A,N/A,N/A,N/A
21,21.png,eight,fifteen,4,N/A,N/A,N/A,N/A,N/A
22,22.png,twenty five,fifteen three,4,4,N/A,N/A,N/A,N/A
23,23.png,four hundred five,two three thirteen,4,4,4,N/A,N/A,N/A
24,24.png,sixty two,fifteen thirteen,3,3,N/A,N/A,N/A,N/A
25,25.png,six hundred two,two eleven eleven,2,2,2,N/A,N/A,N/A
26,26.png,twenty one,four four,3,3,N/A,N/A,N/A,N/A
27,27.png,two hundred ten,four eleven eleven,4,3,3,N/A,N/A,N/A
28,28.png,twenty four,two three,3,3,N/A,N/A,N/A,N/A
29,29.png,two hundred four,two two eleven,3,3,3,N/A,N/A,N/A
30,30.png,seventeen,four,3,N/A,N/A,N/A,N/A,N/A
31,31.png,twenty one,four four,3,3,N/A,N/A,N/A,N/A
32,32.png,thirty five,fifteen three,4,4,N/A,N/A,N/A,N/A
33,33.png,three hundred five,fifteen eleven eleven,3,4,4,N/A,N/A,N/A
34,34.png,forty seven,four four,3,3,N/A,N/A,N/A,N/A
35,35.png,four hundred seventy,four four eighty,4,4,3,N/A,N/A,N/A
36,36.png,nineteen,four,4,N/A,N/A,N/A,N/A,N/A
37,37.png,one hundred nine,two eleven eleven,3,3,3,N/A,N/A,N/A
38,38.png,sixteen,four,4,N/A,N/A,N/A,N/A,N/A
39,39.png,one hundred six,two eleven eleven,3,4,4,N/A,N/A,N/A
40,40.png,fifty three,three three,3,3,N/A,N/A,N/A,N/A
41,41.png,eighty,fifteen,3,N/A,N/A,N/A,N/A,N/A
42,42.png,two hundred sixteen,four four eleven,4,4,4,N/A,N/A,N/A
43,43.png,two hundred sixty one,two two three <unk>,3,3,3,3,N/A,N/A
44,44.png,four hundred twelve,four four four,2,2,2,N/A,N/A,N/A
45,45.png,four hundred twenty one,two four three <unk>,4,4,4,4,N/A,N/A
46,46.png,six,fifteen,4,N/A,N/A,N/A,N/A,N/A
47,47.png,thirteen,four,4,N/A,N/A,N/A,N/A,N/A
