,Image,Label,Prediction,Word_1_attention_region,Word_2_attention_region,Word_3_attention_region,Word_4_attention_region,Word_5_attention_region,Word_6_attention_region
0,0.png,two hundred six,five hundred hundred,4,4,4,N/A,N/A,N/A
1,1.png,two hundred sixty,five hundred hundred,4,4,4,N/A,N/A,N/A
2,2.png,one hundred,five hundred,4,4,N/A,N/A,N/A,N/A
3,3.png,one thousand,five five,4,4,N/A,N/A,N/A,N/A
4,4.png,sixty seven,five hundred,3,3,N/A,N/A,N/A,N/A
5,5.png,six hundred seventy,five hundred hundred,2,2,2,N/A,N/A,N/A
6,6.png,one thousand two,five five hundred,2,4,4,N/A,N/A,N/A
7,7.png,one thousand twenty,five hundred hundred,4,4,4,N/A,N/A,N/A
8,8.png,twenty one,seven seven,3,4,N/A,N/A,N/A,N/A
9,9.png,two hundred one,eleven hundred hundred,2,3,3,N/A,N/A,N/A
10,10.png,one hundred five,five hundred hundred,3,4,4,N/A,N/A,N/A
11,11.png,one hundred twenty five,seven hundred hundred hundred,4,4,4,4,N/A,N/A
12,12.png,three hundred five,eleven ninety hundred,3,4,4,N/A,N/A,N/A
13,13.png,three hundred fifty,eleven hundred hundred,4,4,4,N/A,N/A,N/A
14,14.png,forty two,seven hundred,4,4,N/A,N/A,N/A,N/A
15,15.png,four hundred two,five hundred hundred,4,4,4,N/A,N/A,N/A
16,16.png,five,five,4,N/A,N/A,N/A,N/A,N/A
17,17.png,fifteen,seven,4,N/A,N/A,N/A,N/A,N/A
18,18.png,eleven,seven,4,N/A,N/A,N/A,N/A,N/A
19,19.png,twenty four,seven hundred,3,3,N/A,N/A,N/A,N/A
20,20.png,two,seven,4,N/A,N/A,N/A,N/A,N/A
21,21.png,eight,five,4,N/A,N/A,N/A,N/A,N/A
22,22.png,twenty five,seven hundred,4,4,N/A,N/A,N/A,N/A
23,23.png,four hundred five,five hundred hundred,4,4,4,N/A,N/A,N/A
24,24.png,sixty two,five hundred,3,3,N/A,N/A,N/A,N/A
25,25.png,six hundred two,five five hundred,3,2,2,N/A,N/A,N/A
26,26.png,twenty one,seven seven,3,4,N/A,N/A,N/A,N/A
27,27.png,two hundred ten,eleven hundred hundred,4,4,4,N/A,N/A,N/A
28,28.png,twenty four,seven hundred,3,3,N/A,N/A,N/A,N/A
29,29.png,two hundred four,five hundred hundred,2,2,2,N/A,N/A,N/A
30,30.png,seventeen,seven,4,N/A,N/A,N/A,N/A,N/A
31,31.png,twenty one,seven seven,3,4,N/A,N/A,N/A,N/A
32,32.png,thirty five,eleven hundred,4,4,N/A,N/A,N/A,N/A
33,33.png,three hundred five,eleven ninety hundred,3,4,4,N/A,N/A,N/A
34,34.png,forty seven,eleven hundred,4,4,N/A,N/A,N/A,N/A
35,35.png,four hundred seventy,eleven hundred hundred,4,4,4,N/A,N/A,N/A
36,36.png,nineteen,five,4,N/A,N/A,N/A,N/A,N/A
37,37.png,one hundred nine,five hundred hundred,4,4,4,N/A,N/A,N/A
38,38.png,sixteen,five,4,N/A,N/A,N/A,N/A,N/A
39,39.png,one hundred six,five hundred hundred,4,4,4,N/A,N/A,N/A
40,40.png,fifty three,eleven hundred,3,3,N/A,N/A,N/A,N/A
41,41.png,eighty,five,4,N/A,N/A,N/A,N/A,N/A
42,42.png,two hundred sixteen,eleven hundred hundred,4,4,4,N/A,N/A,N/A
43,43.png,two hundred sixty one,five hundred hundred hundred,4,4,4,4,N/A,N/A
44,44.png,four hundred twelve,eleven hundred hundred,4,4,4,N/A,N/A,N/A
45,45.png,four hundred twenty one,eleven hundred hundred hundred,4,4,4,4,N/A,N/A
46,46.png,six,five,4,N/A,N/A,N/A,N/A,N/A
47,47.png,thirteen,seven,4,N/A,N/A,N/A,N/A,N/A
