,Image,Label,Prediction,Word_1_attention_region,Word_2_attention_region,Word_3_attention_region,Word_4_attention_region,Word_5_attention_region,Word_6_attention_region
0,0.png,seventy eight,nineteen nineteen,3,3,N/A,N/A,N/A,N/A
1,1.png,eight hundred seven,nineteen nineteen eleven,3,3,3,N/A,N/A,N/A
2,2.png,sixty four,nineteen two,4,4,N/A,N/A,N/A,N/A
3,3.png,six hundred four,two two two,2,2,2,N/A,N/A,N/A
4,4.png,eighty five,eighty eighty,4,4,N/A,N/A,N/A,N/A
5,5.png,eight hundred fifty,nineteen nineteen eleven,4,4,4,N/A,N/A,N/A
6,6.png,thirty six,nineteen two,3,3,N/A,N/A,N/A,N/A
7,7.png,three hundred six,nineteen two two,2,2,2,N/A,N/A,N/A
8,8.png,twelve,nineteen,4,N/A,N/A,N/A,N/A,N/A
9,9.png,twenty two,eighty two,3,3,N/A,N/A,N/A,N/A
10,10.png,four hundred,nineteen two,2,3,N/A,N/A,N/A,N/A
11,11.png,four thousand,nineteen fifty,4,4,N/A,N/A,N/A,N/A
12,12.png,seventy six,nineteen two,3,3,N/A,N/A,N/A,N/A
13,13.png,seven hundred sixty,nineteen nineteen eleven,4,4,4,N/A,N/A,N/A
14,14.png,thirty one,nineteen two,4,4,N/A,N/A,N/A,N/A
15,15.png,three hundred one,nineteen two two,4,2,2,N/A,N/A,N/A
16,16.png,eighty nine,eighty eighty,3,3,N/A,N/A,N/A,N/A
17,17.png,eight hundred nine,nineteen eleven eleven,4,4,4,N/A,N/A,N/A
18,18.png,three hundred seven,nineteen two two,2,2,2,N/A,N/A,N/A
19,19.png,three hundred sixty seven,nineteen two two two,2,2,2,2,N/A,N/A
20,20.png,thirteen,nineteen,3,N/A,N/A,N/A,N/A,N/A
21,21.png,forty two,nineteen two,3,3,N/A,N/A,N/A,N/A
22,22.png,five hundred eight,eight eleven eleven,2,3,2,N/A,N/A,N/A
23,23.png,five hundred eighty,eight eleven eleven,4,4,4,N/A,N/A,N/A
24,24.png,two thousand three,nineteen fifty fifty,1,1,1,N/A,N/A,N/A
25,25.png,two thousand thirty,nineteen fifty fifty,4,4,4,N/A,N/A,N/A
26,26.png,three hundred six,nineteen two two,2,2,2,N/A,N/A,N/A
27,27.png,three hundred sixty,nineteen two two,2,2,2,N/A,N/A,N/A
28,28.png,seven,nineteen,4,N/A,N/A,N/A,N/A,N/A
29,29.png,eighteen,nineteen,3,N/A,N/A,N/A,N/A,N/A
30,30.png,five,nineteen,4,N/A,N/A,N/A,N/A,N/A
31,31.png,eight,eighty,4,N/A,N/A,N/A,N/A,N/A
32,32.png,five hundred,nineteen two,4,3,N/A,N/A,N/A,N/A
33,33.png,five thousand,nineteen nineteen,4,4,N/A,N/A,N/A,N/A
34,34.png,thirty six,nineteen two,3,3,N/A,N/A,N/A,N/A
35,35.png,five hundred nine,eighty two two,3,4,4,N/A,N/A,N/A
36,36.png,forty two,nineteen two,3,3,N/A,N/A,N/A,N/A
37,37.png,four hundred twenty,nineteen two two,2,4,4,N/A,N/A,N/A
38,38.png,twenty seven,two two,3,3,N/A,N/A,N/A,N/A
39,39.png,two hundred seven,two two two,2,3,3,N/A,N/A,N/A
40,40.png,six hundred eight,nineteen eleven eleven,2,2,2,N/A,N/A,N/A
41,41.png,six hundred fifty eight,nineteen nineteen eleven eleven,2,2,2,2,N/A,N/A
42,42.png,seventeen,two,3,N/A,N/A,N/A,N/A,N/A
43,43.png,twenty eight,eighty two,3,3,N/A,N/A,N/A,N/A
44,44.png,five hundred sixty seven,nineteen two two two,3,3,3,3,N/A,N/A
45,45.png,five hundred seventy six,nineteen two two two,2,2,2,2,N/A,N/A
46,46.png,one,nineteen,4,N/A,N/A,N/A,N/A,N/A
47,47.png,nine,nineteen,4,N/A,N/A,N/A,N/A,N/A
