,Image,Label,Prediction,Word_1_attention_region,Word_2_attention_region,Word_3_attention_region,Word_4_attention_region,Word_5_attention_region,Word_6_attention_region
0,0.png,two hundred six,<unk> fourteen fourteen,3,3,3,N/A,N/A,N/A
1,1.png,two hundred sixty,<unk> fourteen <pad>,4,4,4,N/A,N/A,N/A
2,2.png,one hundred,<unk> one,2,2,N/A,N/A,N/A,N/A
3,3.png,one thousand,fourteen fourteen,4,4,N/A,N/A,N/A,N/A
4,4.png,sixty seven,ten seventy,4,4,N/A,N/A,N/A,N/A
5,5.png,six hundred seventy,ten seventy seventy,3,3,4,N/A,N/A,N/A
6,6.png,one thousand two,fourteen fourteen fourteen,4,1,4,N/A,N/A,N/A
7,7.png,one thousand twenty,fourteen fourteen fourteen,4,1,4,N/A,N/A,N/A
8,8.png,twenty one,<unk> one,4,4,N/A,N/A,N/A,N/A
9,9.png,two hundred one,<unk> fourteen fourteen,3,3,3,N/A,N/A,N/A
10,10.png,one hundred five,ten forty fourteen,2,2,2,N/A,N/A,N/A
11,11.png,one hundred twenty five,ten forty one one,2,2,2,2,N/A,N/A
12,12.png,three hundred five,ten forty <pad>,2,2,2,N/A,N/A,N/A
13,13.png,three hundred fifty,ten <pad> <pad>,2,2,2,N/A,N/A,N/A
14,14.png,forty two,ten one,3,3,N/A,N/A,N/A,N/A
15,15.png,four hundred two,<unk> one one,2,2,2,N/A,N/A,N/A
16,16.png,five,<unk>,4,N/A,N/A,N/A,N/A,N/A
17,17.png,fifteen,ten,3,N/A,N/A,N/A,N/A,N/A
18,18.png,eleven,ten,4,N/A,N/A,N/A,N/A,N/A
19,19.png,twenty four,ten one,4,4,N/A,N/A,N/A,N/A
20,20.png,two,<unk>,4,N/A,N/A,N/A,N/A,N/A
21,21.png,eight,thirteen,4,N/A,N/A,N/A,N/A,N/A
22,22.png,twenty five,<unk> <unk>,4,3,N/A,N/A,N/A,N/A
23,23.png,four hundred five,<unk> forty forty,2,2,2,N/A,N/A,N/A
24,24.png,sixty two,<unk> <unk>,4,4,N/A,N/A,N/A,N/A
25,25.png,six hundred two,<unk> fourteen fourteen,3,3,3,N/A,N/A,N/A
26,26.png,twenty one,<unk> one,4,4,N/A,N/A,N/A,N/A
27,27.png,two hundred ten,<unk> seventy one,4,4,4,N/A,N/A,N/A
28,28.png,twenty four,ten one,4,4,N/A,N/A,N/A,N/A
29,29.png,two hundred four,<unk> <unk> one,3,4,3,N/A,N/A,N/A
30,30.png,seventeen,ten,3,N/A,N/A,N/A,N/A,N/A
31,31.png,twenty one,<unk> one,4,4,N/A,N/A,N/A,N/A
32,32.png,thirty five,ten <unk>,3,3,N/A,N/A,N/A,N/A
33,33.png,three hundred five,ten forty <pad>,2,2,2,N/A,N/A,N/A
34,34.png,forty seven,ten ten,4,4,N/A,N/A,N/A,N/A
35,35.png,four hundred seventy,ten seventy one,2,2,2,N/A,N/A,N/A
36,36.png,nineteen,ten,3,N/A,N/A,N/A,N/A,N/A
37,37.png,one hundred nine,ten fourteen fourteen,2,2,2,N/A,N/A,N/A
38,38.png,sixteen,ten,3,N/A,N/A,N/A,N/A,N/A
39,39.png,one hundred six,ten fourteen fourteen,2,2,2,N/A,N/A,N/A
40,40.png,fifty three,<unk> <unk>,4,4,N/A,N/A,N/A,N/A
41,41.png,eighty,<unk>,4,N/A,N/A,N/A,N/A,N/A
42,42.png,two hundred sixteen,ten <pad> <pad>,4,4,4,N/A,N/A,N/A
43,43.png,two hundred sixty one,<unk> <unk> <pad> <pad>,4,4,4,3,N/A,N/A
44,44.png,four hundred twelve,ten one one,2,2,2,N/A,N/A,N/A
45,45.png,four hundred twenty one,ten one one one,2,2,2,2,N/A,N/A
46,46.png,six,<unk>,4,N/A,N/A,N/A,N/A,N/A
47,47.png,thirteen,ten,3,N/A,N/A,N/A,N/A,N/A
