,Image,Label,Prediction,Word_1_attention_region,Word_2_attention_region,Word_3_attention_region,Word_4_attention_region,Word_5_attention_region,Word_6_attention_region
0,0.png,two hundred six,<start> thirteen fifty,2,2,N/A,N/A,N/A,N/A
1,1.png,two hundred sixty,<start> thirteen thirteen,2,2,N/A,N/A,N/A,N/A
2,2.png,one hundred,thirteen thirteen,2,2,N/A,N/A,N/A,N/A
3,3.png,one thousand,thirteen thirteen,1,1,N/A,N/A,N/A,N/A
4,4.png,sixty seven,eight eight,4,4,N/A,N/A,N/A,N/A
5,5.png,six hundred seventy,thirteen thirteen thirteen,3,3,3,N/A,N/A,N/A
6,6.png,one thousand two,thirteen thirteen eleven,1,1,1,N/A,N/A,N/A
7,7.png,one thousand twenty,<start> thirteen fifty,1,1,N/A,N/A,N/A,N/A
8,8.png,twenty one,eight eight,4,4,N/A,N/A,N/A,N/A
9,9.png,two hundred one,<start> eight eight,4,4,N/A,N/A,N/A,N/A
10,10.png,one hundred five,<start> thirteen eleven,2,2,N/A,N/A,N/A,N/A
11,11.png,one hundred twenty five,<start> eight three three,2,2,2,N/A,N/A,N/A
12,12.png,three hundred five,<start> thirteen eleven,4,4,N/A,N/A,N/A,N/A
13,13.png,three hundred fifty,<start> thirteen thirteen,2,2,N/A,N/A,N/A,N/A
14,14.png,forty two,eight eight,3,3,N/A,N/A,N/A,N/A
15,15.png,four hundred two,eight eleven eleven,2,2,2,N/A,N/A,N/A
16,16.png,five,eight,4,N/A,N/A,N/A,N/A,N/A
17,17.png,fifteen,eight,3,N/A,N/A,N/A,N/A,N/A
18,18.png,eleven,eight,4,N/A,N/A,N/A,N/A,N/A
19,19.png,twenty four,eight eight,4,4,N/A,N/A,N/A,N/A
20,20.png,two,eight,4,N/A,N/A,N/A,N/A,N/A
21,21.png,eight,eight,4,N/A,N/A,N/A,N/A,N/A
22,22.png,twenty five,<start> eight,3,N/A,N/A,N/A,N/A,N/A
23,23.png,four hundred five,<start> eleven eleven,2,2,N/A,N/A,N/A,N/A
24,24.png,sixty two,<start> thirteen,4,N/A,N/A,N/A,N/A,N/A
25,25.png,six hundred two,thirteen thirteen thirteen,4,4,4,N/A,N/A,N/A
26,26.png,twenty one,eight eight,4,4,N/A,N/A,N/A,N/A
27,27.png,two hundred ten,thirteen thirteen thirteen,3,3,3,N/A,N/A,N/A
28,28.png,twenty four,eight eight,4,4,N/A,N/A,N/A,N/A
29,29.png,two hundred four,<start> thirteen <pad>,4,4,N/A,N/A,N/A,N/A
30,30.png,seventeen,eight,4,N/A,N/A,N/A,N/A,N/A
31,31.png,twenty one,eight eight,4,4,N/A,N/A,N/A,N/A
32,32.png,thirty five,eight eight,4,3,N/A,N/A,N/A,N/A
33,33.png,three hundred five,<start> thirteen eleven,4,4,N/A,N/A,N/A,N/A
34,34.png,forty seven,eight eight,3,3,N/A,N/A,N/A,N/A
35,35.png,four hundred seventy,eight three three,2,2,2,N/A,N/A,N/A
36,36.png,nineteen,eight,3,N/A,N/A,N/A,N/A,N/A
37,37.png,one hundred nine,thirteen thirteen thirteen,2,2,2,N/A,N/A,N/A
38,38.png,sixteen,<pad>,3,N/A,N/A,N/A,N/A,N/A
39,39.png,one hundred six,thirteen eleven eleven,2,2,2,N/A,N/A,N/A
40,40.png,fifty three,eight thirteen,3,3,N/A,N/A,N/A,N/A
41,41.png,eighty,<start>,N/A,N/A,N/A,N/A,N/A,N/A
42,42.png,two hundred sixteen,thirteen thirteen thirteen,3,3,3,N/A,N/A,N/A
43,43.png,two hundred sixty one,<start> eight eleven eleven,4,4,4,N/A,N/A,N/A
44,44.png,four hundred twelve,eight three three,3,3,3,N/A,N/A,N/A
45,45.png,four hundred twenty one,eight eight three three,4,4,4,4,N/A,N/A
46,46.png,six,eight,4,N/A,N/A,N/A,N/A,N/A
47,47.png,thirteen,eight,3,N/A,N/A,N/A,N/A,N/A
