,Image,Label,Prediction,Word_1_attention_region,Word_2_attention_region,Word_3_attention_region,Word_4_attention_region,Word_5_attention_region,Word_6_attention_region
0,0.png,seventy eight,sixteen sixteen,4,4,N/A,N/A,N/A,N/A
1,1.png,eight hundred seven,sixteen sixteen nine,4,3,4,N/A,N/A,N/A
2,2.png,sixty four,sixteen sixteen,3,3,N/A,N/A,N/A,N/A
3,3.png,six hundred four,sixteen sixteen sixteen,3,3,3,N/A,N/A,N/A
4,4.png,eighty five,one sixteen,3,3,N/A,N/A,N/A,N/A
5,5.png,eight hundred fifty,sixteen nine nine,4,4,4,N/A,N/A,N/A
6,6.png,thirty six,sixteen nine,4,4,N/A,N/A,N/A,N/A
7,7.png,three hundred six,sixteen sixteen nine,4,4,4,N/A,N/A,N/A
8,8.png,twelve,sixteen,4,N/A,N/A,N/A,N/A,N/A
9,9.png,twenty two,sixteen sixteen,4,4,N/A,N/A,N/A,N/A
10,10.png,four hundred,sixteen sixteen,4,4,N/A,N/A,N/A,N/A
11,11.png,four thousand,sixteen sixteen,4,4,N/A,N/A,N/A,N/A
12,12.png,seventy six,sixteen sixteen,4,4,N/A,N/A,N/A,N/A
13,13.png,seven hundred sixty,sixteen sixteen nine,4,4,4,N/A,N/A,N/A
14,14.png,thirty one,sixteen sixteen,4,4,N/A,N/A,N/A,N/A
15,15.png,three hundred one,sixteen sixteen sixteen,3,3,3,N/A,N/A,N/A
16,16.png,eighty nine,sixteen sixteen,4,4,N/A,N/A,N/A,N/A
17,17.png,eight hundred nine,sixteen nine nine,4,4,4,N/A,N/A,N/A
18,18.png,three hundred seven,sixteen sixteen sixteen,4,4,4,N/A,N/A,N/A
19,19.png,three hundred sixty seven,sixteen sixteen sixteen sixteen,4,4,4,4,N/A,N/A
20,20.png,thirteen,sixteen,4,N/A,N/A,N/A,N/A,N/A
21,21.png,forty two,sixteen sixteen,4,4,N/A,N/A,N/A,N/A
22,22.png,five hundred eight,eight sixteen five,4,3,3,N/A,N/A,N/A
23,23.png,five hundred eighty,sixteen sixteen five,4,4,4,N/A,N/A,N/A
24,24.png,two thousand three,sixteen sixteen sixteen,4,4,4,N/A,N/A,N/A
25,25.png,two thousand thirty,sixteen sixteen nine,4,4,4,N/A,N/A,N/A
26,26.png,three hundred six,sixteen sixteen nine,4,4,4,N/A,N/A,N/A
27,27.png,three hundred sixty,sixteen sixteen nine,4,4,4,N/A,N/A,N/A
28,28.png,seven,sixteen,4,N/A,N/A,N/A,N/A,N/A
29,29.png,eighteen,sixteen,4,N/A,N/A,N/A,N/A,N/A
30,30.png,five,sixteen,4,N/A,N/A,N/A,N/A,N/A
31,31.png,eight,sixteen,4,N/A,N/A,N/A,N/A,N/A
32,32.png,five hundred,sixteen sixteen,4,4,N/A,N/A,N/A,N/A
33,33.png,five thousand,sixteen sixteen,4,4,N/A,N/A,N/A,N/A
34,34.png,thirty six,sixteen nine,4,4,N/A,N/A,N/A,N/A
35,35.png,five hundred nine,sixteen sixteen nine,3,3,3,N/A,N/A,N/A
36,36.png,forty two,sixteen sixteen,4,4,N/A,N/A,N/A,N/A
37,37.png,four hundred twenty,sixteen sixteen sixteen,4,4,4,N/A,N/A,N/A
38,38.png,twenty seven,sixteen sixteen,4,4,N/A,N/A,N/A,N/A
39,39.png,two hundred seven,sixteen sixteen nine,4,3,4,N/A,N/A,N/A
40,40.png,six hundred eight,eight nine five,4,4,4,N/A,N/A,N/A
41,41.png,six hundred fifty eight,eight sixteen six six,4,2,2,2,N/A,N/A
42,42.png,seventeen,sixteen,4,N/A,N/A,N/A,N/A,N/A
43,43.png,twenty eight,eight sixteen,4,4,N/A,N/A,N/A,N/A
44,44.png,five hundred sixty seven,sixteen sixteen sixteen sixteen,4,4,4,4,N/A,N/A
45,45.png,five hundred seventy six,sixteen sixteen sixteen fifty,4,4,4,4,N/A,N/A
46,46.png,one,sixteen,4,N/A,N/A,N/A,N/A,N/A
47,47.png,nine,sixteen,4,N/A,N/A,N/A,N/A,N/A
