,Image,Label,Prediction,Word_1_attention_region,Word_2_attention_region,Word_3_attention_region,Word_4_attention_region,Word_5_attention_region,Word_6_attention_region
0,0.png,seventy eight,twelve ten,4,4,N/A,N/A,N/A,N/A
1,1.png,eight hundred seven,twelve twelve twelve,3,4,4,N/A,N/A,N/A
2,2.png,sixty four,twelve one,3,3,N/A,N/A,N/A,N/A
3,3.png,six hundred four,twelve twelve twelve,3,2,3,N/A,N/A,N/A
4,4.png,eighty five,ten ten,3,3,N/A,N/A,N/A,N/A
5,5.png,eight hundred fifty,sixty sixty sixty,2,2,2,N/A,N/A,N/A
6,6.png,thirty six,sixty one,4,4,N/A,N/A,N/A,N/A
7,7.png,three hundred six,sixty sixty one,2,2,2,N/A,N/A,N/A
8,8.png,twelve,twelve,4,N/A,N/A,N/A,N/A,N/A
9,9.png,twenty two,twelve one,4,4,N/A,N/A,N/A,N/A
10,10.png,four hundred,twelve twelve,4,4,N/A,N/A,N/A,N/A
11,11.png,four thousand,twelve twelve,4,1,N/A,N/A,N/A,N/A
12,12.png,seventy six,twelve one,4,4,N/A,N/A,N/A,N/A
13,13.png,seven hundred sixty,twelve one one,3,3,3,N/A,N/A,N/A
14,14.png,thirty one,twelve one,3,3,N/A,N/A,N/A,N/A
15,15.png,three hundred one,twelve one one,3,2,3,N/A,N/A,N/A
16,16.png,eighty nine,ten ten,3,3,N/A,N/A,N/A,N/A
17,17.png,eight hundred nine,twelve sixty sixty,2,2,2,N/A,N/A,N/A
18,18.png,three hundred seven,twelve one one,4,4,4,N/A,N/A,N/A
19,19.png,three hundred sixty seven,twelve one one one,4,4,4,4,N/A,N/A
20,20.png,thirteen,twelve,4,N/A,N/A,N/A,N/A,N/A
21,21.png,forty two,twelve one,3,3,N/A,N/A,N/A,N/A
22,22.png,five hundred eight,sixty sixty sixty,4,4,4,N/A,N/A,N/A
23,23.png,five hundred eighty,sixty sixty sixty,3,3,3,N/A,N/A,N/A
24,24.png,two thousand three,twelve twelve twelve,4,4,4,N/A,N/A,N/A
25,25.png,two thousand thirty,twelve twelve twelve,3,3,3,N/A,N/A,N/A
26,26.png,three hundred six,sixty sixty one,2,2,2,N/A,N/A,N/A
27,27.png,three hundred sixty,sixty sixty one,4,2,2,N/A,N/A,N/A
28,28.png,seven,twelve,4,N/A,N/A,N/A,N/A,N/A
29,29.png,eighteen,ten,4,N/A,N/A,N/A,N/A,N/A
30,30.png,five,sixty,4,N/A,N/A,N/A,N/A,N/A
31,31.png,eight,ten,4,N/A,N/A,N/A,N/A,N/A
32,32.png,five hundred,sixty sixty,4,2,N/A,N/A,N/A,N/A
33,33.png,five thousand,twelve twelve,1,1,N/A,N/A,N/A,N/A
34,34.png,thirty six,sixty one,4,4,N/A,N/A,N/A,N/A
35,35.png,five hundred nine,sixty sixty sixty,4,4,4,N/A,N/A,N/A
36,36.png,forty two,twelve one,3,3,N/A,N/A,N/A,N/A
37,37.png,four hundred twenty,twelve twelve one,4,4,4,N/A,N/A,N/A
38,38.png,twenty seven,twelve twelve,4,4,N/A,N/A,N/A,N/A
39,39.png,two hundred seven,twelve one one,4,4,4,N/A,N/A,N/A
40,40.png,six hundred eight,ten ten ten,4,4,4,N/A,N/A,N/A
41,41.png,six hundred fifty eight,ten sixty twelve twenty,4,4,4,4,N/A,N/A
42,42.png,seventeen,twelve,4,N/A,N/A,N/A,N/A,N/A
43,43.png,twenty eight,ten ten,4,4,N/A,N/A,N/A,N/A
44,44.png,five hundred sixty seven,twelve one one one,4,4,4,4,N/A,N/A
45,45.png,five hundred seventy six,sixty one one one,4,2,2,2,N/A,N/A
46,46.png,one,thirteen,4,N/A,N/A,N/A,N/A,N/A
47,47.png,nine,sixty,4,N/A,N/A,N/A,N/A,N/A
