,Image,Label,Prediction,Word_1_attention_region,Word_2_attention_region,Word_3_attention_region,Word_4_attention_region,Word_5_attention_region,Word_6_attention_region
0,0.png,seventy eight,seven two,3,3,N/A,N/A,N/A,N/A
1,1.png,eight hundred seven,seven seven two,2,2,2,N/A,N/A,N/A
2,2.png,sixty four,seven two,4,3,N/A,N/A,N/A,N/A
3,3.png,six hundred four,seven two two,2,2,2,N/A,N/A,N/A
4,4.png,eighty five,seven two,3,4,N/A,N/A,N/A,N/A
5,5.png,eight hundred fifty,seven two two,2,3,3,N/A,N/A,N/A
6,6.png,thirty six,seven <start>,3,N/A,N/A,N/A,N/A,N/A
7,7.png,three hundred six,seven two two,2,2,2,N/A,N/A,N/A
8,8.png,twelve,seven,4,N/A,N/A,N/A,N/A,N/A
9,9.png,twenty two,seven seven,3,3,N/A,N/A,N/A,N/A
10,10.png,four hundred,seven two,2,2,N/A,N/A,N/A,N/A
11,11.png,four thousand,seven two,1,1,N/A,N/A,N/A,N/A
12,12.png,seventy six,seven seven,3,4,N/A,N/A,N/A,N/A
13,13.png,seven hundred sixty,seven two two,3,3,3,N/A,N/A,N/A
14,14.png,thirty one,seven two,3,3,N/A,N/A,N/A,N/A
15,15.png,three hundred one,seven two two,2,2,2,N/A,N/A,N/A
16,16.png,eighty nine,seven two,3,4,N/A,N/A,N/A,N/A
17,17.png,eight hundred nine,seven two two,2,2,2,N/A,N/A,N/A
18,18.png,three hundred seven,seven two two,2,2,2,N/A,N/A,N/A
19,19.png,three hundred sixty seven,seven two two two,2,2,2,2,N/A,N/A
20,20.png,thirteen,seven,3,N/A,N/A,N/A,N/A,N/A
21,21.png,forty two,seven two,3,3,N/A,N/A,N/A,N/A
22,22.png,five hundred eight,seven two two,2,2,2,N/A,N/A,N/A
23,23.png,five hundred eighty,seven two two,2,2,2,N/A,N/A,N/A
24,24.png,two thousand three,seven two two,4,4,4,N/A,N/A,N/A
25,25.png,two thousand thirty,seven two two,3,3,3,N/A,N/A,N/A
26,26.png,three hundred six,seven two two,2,2,2,N/A,N/A,N/A
27,27.png,three hundred sixty,seven two two,2,2,2,N/A,N/A,N/A
28,28.png,seven,seven,4,N/A,N/A,N/A,N/A,N/A
29,29.png,eighteen,seven,3,N/A,N/A,N/A,N/A,N/A
30,30.png,five,seven,4,N/A,N/A,N/A,N/A,N/A
31,31.png,eight,seven,4,N/A,N/A,N/A,N/A,N/A
32,32.png,five hundred,seven two,2,2,N/A,N/A,N/A,N/A
33,33.png,five thousand,forty two,1,1,N/A,N/A,N/A,N/A
34,34.png,thirty six,seven <start>,3,N/A,N/A,N/A,N/A,N/A
35,35.png,five hundred nine,seven two two,2,2,2,N/A,N/A,N/A
36,36.png,forty two,seven two,3,3,N/A,N/A,N/A,N/A
37,37.png,four hundred twenty,seven two two,2,2,2,N/A,N/A,N/A
38,38.png,twenty seven,seven seven,3,3,N/A,N/A,N/A,N/A
39,39.png,two hundred seven,seven two two,3,3,3,N/A,N/A,N/A
40,40.png,six hundred eight,seven two two,4,2,2,N/A,N/A,N/A
41,41.png,six hundred fifty eight,seven two two two,4,2,2,2,N/A,N/A
42,42.png,seventeen,seven,3,N/A,N/A,N/A,N/A,N/A
43,43.png,twenty eight,seven seven,4,3,N/A,N/A,N/A,N/A
44,44.png,five hundred sixty seven,seven two two two,2,2,2,2,N/A,N/A
45,45.png,five hundred seventy six,seven seven two two,2,2,2,2,N/A,N/A
46,46.png,one,seventy,4,N/A,N/A,N/A,N/A,N/A
47,47.png,nine,seven,4,N/A,N/A,N/A,N/A,N/A
