,Image,Label,Prediction,Word_1_attention_region,Word_2_attention_region,Word_3_attention_region,Word_4_attention_region,Word_5_attention_region,Word_6_attention_region
0,0.png,two hundred six,<pad> <pad> <pad>,4,4,4,N/A,N/A,N/A
1,1.png,two hundred sixty,<pad> <pad> <pad>,2,4,4,N/A,N/A,N/A
2,2.png,one hundred,<pad> <pad>,4,4,N/A,N/A,N/A,N/A
3,3.png,one thousand,<unk> <unk>,4,4,N/A,N/A,N/A,N/A
4,4.png,sixty seven,thirty fifty,3,3,N/A,N/A,N/A,N/A
5,5.png,six hundred seventy,<pad> <pad> one,2,4,4,N/A,N/A,N/A
6,6.png,one thousand two,<unk> <unk> one,3,4,4,N/A,N/A,N/A
7,7.png,one thousand twenty,<unk> <pad> one,4,4,4,N/A,N/A,N/A
8,8.png,twenty one,thirty <pad>,3,3,N/A,N/A,N/A,N/A
9,9.png,two hundred one,<pad> <pad> fifty,4,2,2,N/A,N/A,N/A
10,10.png,one hundred five,<pad> <pad> one,4,4,4,N/A,N/A,N/A
11,11.png,one hundred twenty five,thirty fifty fifty fifty,4,4,4,4,N/A,N/A
12,12.png,three hundred five,<pad> fifty fifty,4,4,4,N/A,N/A,N/A
13,13.png,three hundred fifty,<pad> fifty fifty,4,4,4,N/A,N/A,N/A
14,14.png,forty two,thirty thirty,4,4,N/A,N/A,N/A,N/A
15,15.png,four hundred two,<pad> <pad> <pad>,4,4,4,N/A,N/A,N/A
16,16.png,five,thirty,4,N/A,N/A,N/A,N/A,N/A
17,17.png,fifteen,<pad>,4,N/A,N/A,N/A,N/A,N/A
18,18.png,eleven,thirteen,4,N/A,N/A,N/A,N/A,N/A
19,19.png,twenty four,<pad> fifty,3,3,N/A,N/A,N/A,N/A
20,20.png,two,thirty,4,N/A,N/A,N/A,N/A,N/A
21,21.png,eight,thirty,4,N/A,N/A,N/A,N/A,N/A
22,22.png,twenty five,thirty fifty,4,4,N/A,N/A,N/A,N/A
23,23.png,four hundred five,<pad> <pad> fifty,4,4,4,N/A,N/A,N/A
24,24.png,sixty two,thirty <pad>,3,3,N/A,N/A,N/A,N/A
25,25.png,six hundred two,<pad> <pad> <pad>,4,4,4,N/A,N/A,N/A
26,26.png,twenty one,thirty <pad>,3,3,N/A,N/A,N/A,N/A
27,27.png,two hundred ten,<pad> <pad> one,2,4,4,N/A,N/A,N/A
28,28.png,twenty four,<pad> fifty,3,3,N/A,N/A,N/A,N/A
29,29.png,two hundred four,<unk> fifty fifty,2,2,2,N/A,N/A,N/A
30,30.png,seventeen,thirteen,3,N/A,N/A,N/A,N/A,N/A
31,31.png,twenty one,thirty <pad>,3,3,N/A,N/A,N/A,N/A
32,32.png,thirty five,fifty fifty,4,4,N/A,N/A,N/A,N/A
33,33.png,three hundred five,<pad> fifty fifty,4,4,4,N/A,N/A,N/A
34,34.png,forty seven,sixteen fifty,4,4,N/A,N/A,N/A,N/A
35,35.png,four hundred seventy,<pad> fifty fifty,4,4,4,N/A,N/A,N/A
36,36.png,nineteen,<pad>,4,N/A,N/A,N/A,N/A,N/A
37,37.png,one hundred nine,<pad> <pad> <pad>,4,4,4,N/A,N/A,N/A
38,38.png,sixteen,<pad>,4,N/A,N/A,N/A,N/A,N/A
39,39.png,one hundred six,<pad> <pad> one,4,4,4,N/A,N/A,N/A
40,40.png,fifty three,thirty fifty,3,4,N/A,N/A,N/A,N/A
41,41.png,eighty,thirty,3,N/A,N/A,N/A,N/A,N/A
42,42.png,two hundred sixteen,<pad> <pad> one,4,4,4,N/A,N/A,N/A
43,43.png,two hundred sixty one,<pad> <pad> <pad> <pad>,3,3,3,3,N/A,N/A
44,44.png,four hundred twelve,<pad> thirteen seventy,4,4,4,N/A,N/A,N/A
45,45.png,four hundred twenty one,forty fifty fifty fifty,4,4,4,4,N/A,N/A
46,46.png,six,thirty,4,N/A,N/A,N/A,N/A,N/A
47,47.png,thirteen,<pad>,4,N/A,N/A,N/A,N/A,N/A
