,Image,Label,Prediction,Word_1_attention_region,Word_2_attention_region,Word_3_attention_region,Word_4_attention_region,Word_5_attention_region,Word_6_attention_region
0,0.png,two hundred six,<start> fifteen fifteen,3,3,N/A,N/A,N/A,N/A
1,1.png,two hundred sixty,<start> <end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
2,2.png,one hundred,<start> <end>,N/A,N/A,N/A,N/A,N/A,N/A
3,3.png,one thousand,<start> fifteen,4,N/A,N/A,N/A,N/A,N/A
4,4.png,sixty seven,<pad> <pad>,3,3,N/A,N/A,N/A,N/A
5,5.png,six hundred seventy,<start> <end> fifteen,4,N/A,N/A,N/A,N/A,N/A
6,6.png,one thousand two,<start> fifteen fifteen,4,4,N/A,N/A,N/A,N/A
7,7.png,one thousand twenty,<start> <end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
8,8.png,twenty one,forty <pad>,3,3,N/A,N/A,N/A,N/A
9,9.png,two hundred one,<start> <end> fifteen,3,N/A,N/A,N/A,N/A,N/A
10,10.png,one hundred five,<start> fifteen fifteen,3,3,N/A,N/A,N/A,N/A
11,11.png,one hundred twenty five,<start> <end> fifteen fifteen,3,3,N/A,N/A,N/A,N/A
12,12.png,three hundred five,<start> fifteen fifteen,3,3,N/A,N/A,N/A,N/A
13,13.png,three hundred fifty,<start> fifteen fifteen,4,4,N/A,N/A,N/A,N/A
14,14.png,forty two,forty forty,4,4,N/A,N/A,N/A,N/A
15,15.png,four hundred two,<start> <end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
16,16.png,five,<pad>,4,N/A,N/A,N/A,N/A,N/A
17,17.png,fifteen,thirteen,4,N/A,N/A,N/A,N/A,N/A
18,18.png,eleven,forty,4,N/A,N/A,N/A,N/A,N/A
19,19.png,twenty four,forty forty,3,3,N/A,N/A,N/A,N/A
20,20.png,two,thirteen,4,N/A,N/A,N/A,N/A,N/A
21,21.png,eight,thirteen,4,N/A,N/A,N/A,N/A,N/A
22,22.png,twenty five,thirteen <end>,4,N/A,N/A,N/A,N/A,N/A
23,23.png,four hundred five,<start> fifteen fifteen,3,3,N/A,N/A,N/A,N/A
24,24.png,sixty two,<start> <end>,N/A,N/A,N/A,N/A,N/A,N/A
25,25.png,six hundred two,<start> fifteen fifteen,3,3,N/A,N/A,N/A,N/A
26,26.png,twenty one,forty <pad>,3,3,N/A,N/A,N/A,N/A
27,27.png,two hundred ten,<start> <end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
28,28.png,twenty four,forty forty,3,3,N/A,N/A,N/A,N/A
29,29.png,two hundred four,<start> <end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
30,30.png,seventeen,forty,4,N/A,N/A,N/A,N/A,N/A
31,31.png,twenty one,forty <pad>,3,3,N/A,N/A,N/A,N/A
32,32.png,thirty five,<start> fifteen,3,N/A,N/A,N/A,N/A,N/A
33,33.png,three hundred five,<start> fifteen fifteen,3,3,N/A,N/A,N/A,N/A
34,34.png,forty seven,forty forty,4,4,N/A,N/A,N/A,N/A
35,35.png,four hundred seventy,<pad> <pad> <pad>,4,4,4,N/A,N/A,N/A
36,36.png,nineteen,<pad>,4,N/A,N/A,N/A,N/A,N/A
37,37.png,one hundred nine,<start> <end> fifteen,3,N/A,N/A,N/A,N/A,N/A
38,38.png,sixteen,<pad>,4,N/A,N/A,N/A,N/A,N/A
39,39.png,one hundred six,<start> fifteen fifteen,3,3,N/A,N/A,N/A,N/A
40,40.png,fifty three,thirteen fifteen,4,3,N/A,N/A,N/A,N/A
41,41.png,eighty,<start>,N/A,N/A,N/A,N/A,N/A,N/A
42,42.png,two hundred sixteen,<start> fifteen fifteen,2,2,N/A,N/A,N/A,N/A
43,43.png,two hundred sixty one,<start> fifteen fifteen fifteen,2,2,2,N/A,N/A,N/A
44,44.png,four hundred twelve,<start> forty forty,4,4,N/A,N/A,N/A,N/A
45,45.png,four hundred twenty one,<start> <end> <end> <end>,N/A,N/A,N/A,N/A,N/A,N/A
46,46.png,six,<pad>,4,N/A,N/A,N/A,N/A,N/A
47,47.png,thirteen,forty,4,N/A,N/A,N/A,N/A,N/A
