,Image,Label,Prediction,Word_1_attention_region,Word_2_attention_region,Word_3_attention_region,Word_4_attention_region,Word_5_attention_region,Word_6_attention_region
0,0.png,two hundred six,four two two,2,4,4,N/A,N/A,N/A
1,1.png,two hundred sixty,four four four,2,4,4,N/A,N/A,N/A
2,2.png,one hundred,four four,4,4,N/A,N/A,N/A,N/A
3,3.png,one thousand,four two,4,4,N/A,N/A,N/A,N/A
4,4.png,sixty seven,twenty two,3,3,N/A,N/A,N/A,N/A
5,5.png,six hundred seventy,twenty two two,4,4,4,N/A,N/A,N/A
6,6.png,one thousand two,four two two,4,4,4,N/A,N/A,N/A
7,7.png,one thousand twenty,four four two,4,4,4,N/A,N/A,N/A
8,8.png,twenty one,twenty <start>,3,N/A,N/A,N/A,N/A,N/A
9,9.png,two hundred one,four four two,2,2,2,N/A,N/A,N/A
10,10.png,one hundred five,four four <start>,4,4,N/A,N/A,N/A,N/A
11,11.png,one hundred twenty five,four <start> <start> <start>,4,N/A,N/A,N/A,N/A,N/A
12,12.png,three hundred five,four two two,4,4,4,N/A,N/A,N/A
13,13.png,three hundred fifty,four two two,4,4,4,N/A,N/A,N/A
14,14.png,forty two,twenty <start>,4,N/A,N/A,N/A,N/A,N/A
15,15.png,four hundred two,two two <start>,4,4,N/A,N/A,N/A,N/A
16,16.png,five,twenty,4,N/A,N/A,N/A,N/A,N/A
17,17.png,fifteen,twenty,4,N/A,N/A,N/A,N/A,N/A
18,18.png,eleven,thousand,4,N/A,N/A,N/A,N/A,N/A
19,19.png,twenty four,twenty <start>,3,N/A,N/A,N/A,N/A,N/A
20,20.png,two,twenty,4,N/A,N/A,N/A,N/A,N/A
21,21.png,eight,eleven,4,N/A,N/A,N/A,N/A,N/A
22,22.png,twenty five,twenty <start>,4,N/A,N/A,N/A,N/A,N/A
23,23.png,four hundred five,two two <start>,4,4,N/A,N/A,N/A,N/A
24,24.png,sixty two,twenty <start>,3,N/A,N/A,N/A,N/A,N/A
25,25.png,six hundred two,four two two,4,4,4,N/A,N/A,N/A
26,26.png,twenty one,twenty <start>,3,N/A,N/A,N/A,N/A,N/A
27,27.png,two hundred ten,four two <start>,4,4,N/A,N/A,N/A,N/A
28,28.png,twenty four,twenty <start>,3,N/A,N/A,N/A,N/A,N/A
29,29.png,two hundred four,twenty two <start>,2,3,N/A,N/A,N/A,N/A
30,30.png,seventeen,twenty,4,N/A,N/A,N/A,N/A,N/A
31,31.png,twenty one,twenty <start>,3,N/A,N/A,N/A,N/A,N/A
32,32.png,thirty five,four <start>,4,N/A,N/A,N/A,N/A,N/A
33,33.png,three hundred five,four two two,4,4,4,N/A,N/A,N/A
34,34.png,forty seven,twenty <start>,3,N/A,N/A,N/A,N/A,N/A
35,35.png,four hundred seventy,twenty <start> <start>,4,N/A,N/A,N/A,N/A,N/A
36,36.png,nineteen,twenty,4,N/A,N/A,N/A,N/A,N/A
37,37.png,one hundred nine,four four two,4,4,4,N/A,N/A,N/A
38,38.png,sixteen,twenty,4,N/A,N/A,N/A,N/A,N/A
39,39.png,one hundred six,four four two,3,4,4,N/A,N/A,N/A
40,40.png,fifty three,four <start>,3,N/A,N/A,N/A,N/A,N/A
41,41.png,eighty,four,4,N/A,N/A,N/A,N/A,N/A
42,42.png,two hundred sixteen,two two <start>,4,4,N/A,N/A,N/A,N/A
43,43.png,two hundred sixty one,four two two <start>,2,2,2,N/A,N/A,N/A
44,44.png,four hundred twelve,twenty <start> <start>,4,N/A,N/A,N/A,N/A,N/A
45,45.png,four hundred twenty one,twenty <start> <start> <start>,4,N/A,N/A,N/A,N/A,N/A
46,46.png,six,four,4,N/A,N/A,N/A,N/A,N/A
47,47.png,thirteen,twenty,4,N/A,N/A,N/A,N/A,N/A
