,Image,Label,Prediction,Word_1_attention_region,Word_2_attention_region,Word_3_attention_region,Word_4_attention_region,Word_5_attention_region,Word_6_attention_region
0,0.png,seventy eight,seventy eighteen,4,4,N/A,N/A,N/A,N/A
1,1.png,eight hundred seven,eighteen eighteen thirty,4,4,4,N/A,N/A,N/A
2,2.png,sixty four,eighteen eighteen,3,3,N/A,N/A,N/A,N/A
3,3.png,six hundred four,eighteen eighteen twelve,2,2,2,N/A,N/A,N/A
4,4.png,eighty five,seventy eighteen,4,4,N/A,N/A,N/A,N/A
5,5.png,eight hundred fifty,eighteen eighteen eighteen,4,4,4,N/A,N/A,N/A
6,6.png,thirty six,eighteen eighteen,4,4,N/A,N/A,N/A,N/A
7,7.png,three hundred six,eighteen eighteen eighteen,2,2,2,N/A,N/A,N/A
8,8.png,twelve,seventy,4,N/A,N/A,N/A,N/A,N/A
9,9.png,twenty two,seventy thirty,4,4,N/A,N/A,N/A,N/A
10,10.png,four hundred,eighteen eighteen,4,4,N/A,N/A,N/A,N/A
11,11.png,four thousand,two two,4,4,N/A,N/A,N/A,N/A
12,12.png,seventy six,eighteen eighteen,4,4,N/A,N/A,N/A,N/A
13,13.png,seven hundred sixty,eighteen eighteen twelve,4,4,4,N/A,N/A,N/A
14,14.png,thirty one,two fifteen,3,3,N/A,N/A,N/A,N/A
15,15.png,three hundred one,two fifteen twelve,3,3,3,N/A,N/A,N/A
16,16.png,eighty nine,eighteen eighteen,4,4,N/A,N/A,N/A,N/A
17,17.png,eight hundred nine,eighteen eighteen eighteen,4,4,4,N/A,N/A,N/A
18,18.png,three hundred seven,two fifteen fifteen,4,3,3,N/A,N/A,N/A
19,19.png,three hundred sixty seven,eighteen twelve twelve twelve,4,3,4,4,N/A,N/A
20,20.png,thirteen,two,4,N/A,N/A,N/A,N/A,N/A
21,21.png,forty two,seventy twelve,4,4,N/A,N/A,N/A,N/A
22,22.png,five hundred eight,eighteen eighteen eighteen,4,4,4,N/A,N/A,N/A
23,23.png,five hundred eighty,eighteen eighteen eighteen,4,4,4,N/A,N/A,N/A
24,24.png,two thousand three,two two two,4,4,4,N/A,N/A,N/A
25,25.png,two thousand thirty,two two two,4,4,4,N/A,N/A,N/A
26,26.png,three hundred six,eighteen eighteen eighteen,2,2,2,N/A,N/A,N/A
27,27.png,three hundred sixty,eighteen eighteen eighteen,4,4,4,N/A,N/A,N/A
28,28.png,seven,seventy,4,N/A,N/A,N/A,N/A,N/A
29,29.png,eighteen,seventy,4,N/A,N/A,N/A,N/A,N/A
30,30.png,five,seventy,4,N/A,N/A,N/A,N/A,N/A
31,31.png,eight,seventy,4,N/A,N/A,N/A,N/A,N/A
32,32.png,five hundred,eighteen eighteen,4,4,N/A,N/A,N/A,N/A
33,33.png,five thousand,two two,4,4,N/A,N/A,N/A,N/A
34,34.png,thirty six,eighteen eighteen,4,4,N/A,N/A,N/A,N/A
35,35.png,five hundred nine,eighteen eighteen eighteen,4,4,4,N/A,N/A,N/A
36,36.png,forty two,seventy twelve,4,4,N/A,N/A,N/A,N/A
37,37.png,four hundred twenty,eighteen twelve twelve,4,4,4,N/A,N/A,N/A
38,38.png,twenty seven,seventy twelve,4,4,N/A,N/A,N/A,N/A
39,39.png,two hundred seven,eighteen eighteen twelve,4,4,4,N/A,N/A,N/A
40,40.png,six hundred eight,eighteen eighteen eighteen,4,4,4,N/A,N/A,N/A
41,41.png,six hundred fifty eight,eighteen eighteen eighteen eighteen,4,2,2,2,N/A,N/A
42,42.png,seventeen,seventy,4,N/A,N/A,N/A,N/A,N/A
43,43.png,twenty eight,seventy eighteen,3,3,N/A,N/A,N/A,N/A
44,44.png,five hundred sixty seven,eighteen twelve twelve twelve,4,4,4,4,N/A,N/A
45,45.png,five hundred seventy six,eighteen eighteen twelve twelve,2,4,4,2,N/A,N/A
46,46.png,one,two,4,N/A,N/A,N/A,N/A,N/A
47,47.png,nine,eighteen,4,N/A,N/A,N/A,N/A,N/A
