,Image,Label,Prediction,Word_1_attention_region,Word_2_attention_region,Word_3_attention_region,Word_4_attention_region,Word_5_attention_region,Word_6_attention_region
0,0.png,two hundred six,ninety ninety ninety,4,4,4,N/A,N/A,N/A
1,1.png,two hundred sixty,ninety ninety nineteen,3,2,2,N/A,N/A,N/A
2,2.png,one hundred,ninety ninety,3,3,N/A,N/A,N/A,N/A
3,3.png,one thousand,thousand ninety,4,4,N/A,N/A,N/A,N/A
4,4.png,sixty seven,two ninety,3,4,N/A,N/A,N/A,N/A
5,5.png,six hundred seventy,ninety ninety ninety,4,4,4,N/A,N/A,N/A
6,6.png,one thousand two,thousand ninety ninety,4,4,4,N/A,N/A,N/A
7,7.png,one thousand twenty,thousand ninety nineteen,2,1,1,N/A,N/A,N/A
8,8.png,twenty one,ninety ninety,3,3,N/A,N/A,N/A,N/A
9,9.png,two hundred one,ninety ninety ninety,4,4,4,N/A,N/A,N/A
10,10.png,one hundred five,ninety ninety nineteen,3,3,3,N/A,N/A,N/A
11,11.png,one hundred twenty five,two ninety nineteen nineteen,3,2,2,3,N/A,N/A
12,12.png,three hundred five,two nineteen nineteen,3,3,3,N/A,N/A,N/A
13,13.png,three hundred fifty,ninety nineteen nineteen,4,4,4,N/A,N/A,N/A
14,14.png,forty two,ninety ninety,3,3,N/A,N/A,N/A,N/A
15,15.png,four hundred two,ninety ninety ninety,3,3,3,N/A,N/A,N/A
16,16.png,five,two,4,N/A,N/A,N/A,N/A,N/A
17,17.png,fifteen,two,3,N/A,N/A,N/A,N/A,N/A
18,18.png,eleven,ten,4,N/A,N/A,N/A,N/A,N/A
19,19.png,twenty four,ninety ninety,4,4,N/A,N/A,N/A,N/A
20,20.png,two,two,4,N/A,N/A,N/A,N/A,N/A
21,21.png,eight,two,4,N/A,N/A,N/A,N/A,N/A
22,22.png,twenty five,two nineteen,3,3,N/A,N/A,N/A,N/A
23,23.png,four hundred five,ninety ninety nineteen,3,3,3,N/A,N/A,N/A
24,24.png,sixty two,two ninety,4,4,N/A,N/A,N/A,N/A
25,25.png,six hundred two,ninety ninety nineteen,2,2,2,N/A,N/A,N/A
26,26.png,twenty one,ninety ninety,3,3,N/A,N/A,N/A,N/A
27,27.png,two hundred ten,ninety ninety nineteen,4,4,4,N/A,N/A,N/A
28,28.png,twenty four,ninety ninety,4,4,N/A,N/A,N/A,N/A
29,29.png,two hundred four,ninety ninety ninety,4,4,4,N/A,N/A,N/A
30,30.png,seventeen,ten,3,N/A,N/A,N/A,N/A,N/A
31,31.png,twenty one,ninety ninety,3,3,N/A,N/A,N/A,N/A
32,32.png,thirty five,two nineteen,4,4,N/A,N/A,N/A,N/A
33,33.png,three hundred five,two nineteen nineteen,3,3,3,N/A,N/A,N/A
34,34.png,forty seven,ten ten,3,3,N/A,N/A,N/A,N/A
35,35.png,four hundred seventy,ninety <start> <start>,3,N/A,N/A,N/A,N/A,N/A
36,36.png,nineteen,two,3,N/A,N/A,N/A,N/A,N/A
37,37.png,one hundred nine,ninety nineteen nineteen,2,2,2,N/A,N/A,N/A
38,38.png,sixteen,two,3,N/A,N/A,N/A,N/A,N/A
39,39.png,one hundred six,ninety ninety ninety,4,3,3,N/A,N/A,N/A
40,40.png,fifty three,two nineteen,3,3,N/A,N/A,N/A,N/A
41,41.png,eighty,two,3,N/A,N/A,N/A,N/A,N/A
42,42.png,two hundred sixteen,ninety ninety nineteen,4,3,3,N/A,N/A,N/A
43,43.png,two hundred sixty one,ninety ninety nineteen nineteen,4,4,4,4,N/A,N/A
44,44.png,four hundred twelve,ninety ninety ninety,3,3,3,N/A,N/A,N/A
45,45.png,four hundred twenty one,ninety ninety four nineteen,3,4,4,4,N/A,N/A
46,46.png,six,two,4,N/A,N/A,N/A,N/A,N/A
47,47.png,thirteen,ninety,3,N/A,N/A,N/A,N/A,N/A
